plateifu,log(N/Ha),log(O/Hb),avg_emline_sew_peak_ha_6564
8451-3704,0.274892026,0.030648267,1.384775639
8451-6101,0.199762486,0.412298638,2.639600217
8451-6102,0.194149707,1.113713723,0.578776876
8451-6103,0.047358379,0.44822018,3.748891234
8451-6104,-0.101834431,0.256287037,4.441704035
8451-9102,-0.682461516,-0.005717386,17.75647736
8452-12701,-0.499775031,-0.359395874,3.045793205
8452-12702,-0.499858103,-0.039408573,3.336790621
8452-12703,0.15690679,0.228066821,4.515137672
8452-12704,-0.270548638,-0.464865587,9.016945839
8452-12705,-0.188895213,0.029087514,37.08815002
8452-1901,-0.117617967,0.864612744,7.472689867
8452-1902,-0.432676555,0.020773196,101.7641582
8452-3701,0.108786633,-0.107586272,0.629485287
8452-3702,0.034023085,-0.227562295,1.733836681
8452-3703,0.002802249,0.106576552,2.807497621
8452-3704,-0.249046881,-0.285557677,10.42548728
8452-6101,-0.525954592,-0.337856047,8.311304092
8452-6102,-0.254223474,0.013118699,18.50998259
8452-6103,-0.360763245,0.153442199,1.749009728
8452-6104,-0.432062931,-0.643439761,4.691170216
8452-9101,-1.071775982,-1.050312561,0.715668634
8452-9102,-0.414057872,-0.38370783,14.5995028
8453-12701,-0.43967545,-0.602143251,16.0538497
8453-12702,-0.504224676,-0.32047692,2.035006881
8453-12703,-0.38704575,-0.876464402,4.054528236
8453-12704,-0.6467998,-0.094665481,5.11003387
8453-12705,-0.45543783,-0.590429991,12.76921034
8453-1901,-0.342416387,-0.163848661,48.53364849
8453-1902,-0.412959535,-0.32900356,19.25441408
8453-3701,-0.077043987,-0.269477273,1.391177138
8453-3702,-0.105482586,0.067282664,4.938307643
8453-3703,-0.391884664,0.097673056,2.534120023
8453-3704,-0.413721611,-0.317939329,66.7273674
8453-6101,-0.534410617,-0.422987065,3.442039907
8453-6102,-0.692006906,0.109069289,37.08351707
8453-6103,1.004251273,0.064374864,1.097776135
8453-6104,-0.417276361,-0.130190421,4.750427842
8453-9101,-0.57392869,-0.155166034,17.05452013
8453-9102,-0.302321313,-0.302663827,7.212531567
8454-12701,-0.611389009,-0.13449393,21.25118732
8454-12702,-0.312603423,-0.329965065,54.40437889
8454-12703,-0.414617563,-0.540812838,196.7173653
8454-12704,0.291369991,-0.359754064,0.673811778
8454-12705,-0.054148691,0.03956196,11.05496383
8454-1901,0.323240023,-0.054632463,0.155807305
8454-1902,0.166097655,0.337217199,0.387652759
8454-3701,0.189856149,0.390395362,2.537035406
8454-3702,-0.425323417,-0.441850321,7.55842042
8454-3703,0.284685675,-0.178016588,0.695353284
8454-3704,-0.679086621,0.02825999,8.183283806
8454-6101,-0.363918381,-0.334890516,12.55868316
8454-6102,0.239085335,-0.69078822,4.942719936
8454-6103,0.052533558,0.074559311,1.029278894
8454-6104,-0.273188058,-0.365419564,16.04566383
8454-9101,0.083099731,0.19773933,1.392541975
8454-9102,0.11882735,0.104129589,6.329689622
8455-12701,-0.498030163,-0.35596439,58.65581036
8455-12702,0.010975093,0.152125966,5.342651248
8455-12703,0.230540989,0.167292037,2.523674965
8455-12704,-0.009305869,-0.755189351,0.360395059
8455-12705,-0.428739276,-0.280267505,7.916454434
8455-1902,-0.47913292,-0.181662301,30.49253321
8455-3701,-0.351703837,-0.542696448,82.898283
8455-3702,-0.096967491,-0.031402605,4.837409377
8455-3703,-0.575896148,-0.538555679,0.579070568
8455-3704,-0.436666657,-0.328365575,34.39085674
8455-6101,-0.411396546,-0.455589344,10.57574248
8455-6102,-0.135453478,-0.179599264,3.283161044
8455-6103,-1.011149739,-0.11387269,0.297229141
8455-6104,-1.20457954,-0.077802768,0.334249139
8455-9101,-0.598115975,-0.059451314,86.52171707
8455-9102,-0.483308833,-0.444594578,10.72016907
8456-12701,-0.535555842,-0.209728712,8.467531681
8456-12702,-0.70034957,-0.054305456,32.23476028
8456-12703,-0.507954311,-0.708305327,22.1560235
8456-12704,-0.457089194,-0.444673472,8.15352273
8456-12705,-0.370444049,-0.061990907,28.22906923
8456-1901,0.198947699,0.224448281,1.24260506
8456-1902,0.387069983,0.293503992,6.234448671
8456-3701,-0.098093607,-0.0886117,19.59619284
8456-3702,0.01335556,0.053995353,0.977183297
8456-3703,-0.331260473,-0.433951933,5.965307593
8456-3704,-0.28865214,0.34706145,2.860601783
8456-6101,0.105887864,0.637989413,5.48366797
8456-6102,0.165029073,0.297924886,1.582016528
8456-6103,0.006455694,0.039083853,1.12962158
8456-6104,-0.234509106,-0.327287929,1.381439924
8456-9101,-0.353001041,-0.614125176,4.236877203
8456-9102,-0.40870307,-0.248745341,1.733813316
8458-12701,-0.408214556,-0.352319142,30.26059103
8458-12702,-0.533985865,-0.441825733,7.042216301
8458-12703,-0.367658873,-0.392028642,9.21446228
8458-12704,-0.515178571,-0.232737506,2.803828657
8458-12705,-0.111428099,-0.083540687,66.49604034
8458-1901,-0.500127482,-0.220445975,49.81832027
8458-1902,-0.031545012,-0.372307778,0.492695838
8458-3701,-0.527779533,-0.400960345,88.74244118
8458-3702,-0.562599097,0.029212358,349.2732468
8458-3703,-0.426740816,-0.304703162,5.155036926
8458-3704,-0.521774133,-0.273708092,12.89051318
8458-6101,-0.432193916,-0.576325472,27.92136812
8458-6102,-0.438189452,-0.405983007,12.77377367
8458-6103,-0.133682227,0.338675751,0.22943233
8458-6104,-0.077528356,0.207904209,1.097967982
8458-9101,0.017139819,0.08172523,0.30167095
8458-9102,-0.779279527,0.077126289,6.812940121
8459-12701,0.651906587,0.186444018,0.4172044
8459-12702,-0.886676831,0.280673535,7.101915359
8459-12703,-0.47997665,-0.459598402,12.8311913
8459-12704,-0.564099581,-0.20582214,1.92145133
8459-12705,-0.436663724,-0.102096122,6.700723886
8459-1901,-0.402730734,-0.40478735,46.26848412
8459-1902,-0.709117453,0.105706735,36.41415501
8459-3701,0.055253601,0.214137511,1.335957587
8459-3702,0.195841378,0.103984545,9.914613724
8459-3703,0.035344065,0.231674874,4.132637024
8459-3704,-0.521288049,-0.228298601,11.84007335
8459-6101,-0.155756963,-0.105763885,3.92402935
8459-6102,-0.791985057,0.210588989,9.825664759
8459-6103,-0.260108408,-0.095992745,1.099132816
8459-6104,0.050441134,0.238431553,1.252336457
8459-9101,-1.037011177,0.263707252,10.85796285
8459-9102,-0.917037448,0.209731179,31.01342344
8461-12701,0.280717329,-0.015398384,1.224702567
8461-12702,-0.617238067,0.034868162,7.28737098
8461-12703,-0.546184319,-0.312192248,11.27720261
8461-12704,-0.543425455,-0.258188698,3.951059401
8461-12705,-0.459818026,-0.399987715,10.79925704
8461-1901,-0.39774084,-0.323317503,21.71504116
8461-1902,-0.305398775,0.096386492,2.529146314
8461-3701,0.028146841,-0.119403318,2.153874874
8461-3702,0.221352217,-0.2176746,0.685307046
8461-3703,-0.261435159,0.683998591,0.522785395
8461-3704,0.202352021,0.068892657,10.84768534
8461-6101,-0.262982242,-0.368486507,10.00924134
8461-6102,-0.367272368,-0.497955614,5.109477758
8461-6103,-0.28504786,-0.180178846,17.44407463
8461-6104,0.121419075,-0.045135582,1.065089718
8461-9101,0.014826271,0.259866258,0.691216126
8461-9102,-0.402748256,-0.385632421,1.823755383
8462-12701,-0.554895115,-0.26226995,9.337801218
8462-12702,-0.624749589,-0.366908176,5.243265271
8462-12703,-0.396253537,-0.480905563,4.923684716
8462-12704,-0.781167657,0.257539214,8.122020364
8462-12705,-0.096041988,0.259216386,3.447538495
8462-1901,0.094257452,0.031076721,0.704016447
8462-1902,-0.389856971,-0.547340194,40.46272755
8462-3701,0.145555848,0.13244632,1.623097062
8462-3703,-0.736121745,0.200341077,29.50398016
8462-3704,-0.477268672,0.069704202,10.82952118
8462-6101,-0.411154925,-0.440919422,6.129578352
8462-6102,0.173271633,0.897584339,0.574511729
8462-6103,0.282663994,0.072716789,2.147733768
8462-6104,-0.51487697,-0.339410701,11.20012188
8462-9101,-0.447701888,-0.672988257,46.22062969
8462-9102,-0.55315785,-0.254000334,26.43964624
8464-12701,-0.375056605,-0.427098547,11.33589673
8464-12702,-0.220315013,-0.150939712,5.720086217
8464-12703,-0.533845955,-0.534240094,4.589768171
8464-12704,-0.425118986,-0.415167498,18.68544292
8464-12705,-0.461295272,-0.014565504,6.268011928
8464-1901,-0.241962868,0.205616889,0.147069842
8464-1902,0.070595864,0.077842101,16.77149534
8464-3701,-0.47267947,-0.736462555,17.8294301
8464-3702,-0.271397999,-0.69284943,196.4769592
8464-3703,-0.06217829,0.016749776,0.648875058
8464-3704,-0.265239293,-0.386338834,46.4000206
8464-6101,-0.212531019,0.577535465,73.17770386
8464-6102,-0.377306008,-0.187485596,5.735056043
8464-6103,-0.519184497,-0.075321501,8.768053532
8464-6104,-0.439766232,-0.638577977,7.058768034
8464-9101,-0.520363105,-1.272772678,1.77964294
8464-9102,-0.44681638,-0.466518896,10.56638885
8465-12701,-0.497823868,-0.763962241,44.5433054
8465-12702,-0.556065468,-0.20688556,5.041933298
8465-12703,-0.33671338,-0.26606415,3.405199051
8465-12704,-0.123142197,0.604640088,10.88880491
8465-12705,-0.333411837,-0.397173847,31.72683191
8465-1901,-0.3178788,0.347791775,2.343565136
8465-1902,-0.339694925,0.104500054,2.00977695
8465-3701,-0.444383713,-0.143098778,268.192688
8465-3702,-0.836353523,0.247773936,18.19367313
8465-3703,-0.319624673,-0.407640342,14.65498114
8465-3704,-0.580644202,-0.75476097,2.140767515
8465-6101,0.631732729,-0.115198033,0.622786363
8465-6102,-0.767429312,0.184670473,50.2277298
8465-6103,0.108040137,0.493148668,2.766489327
8465-6104,0.279801345,0.23489344,0.686172336
8465-9101,-0.189299139,-0.079375116,7.732419252
8465-9102,-0.470411964,-0.852692689,60.0097456
8466-12701,-0.584380309,-0.071554339,7.056230903
8466-12702,-0.451438026,-0.570058601,11.18439984
8466-12703,-0.819033668,0.168936352,6.626044869
8466-12704,-0.375332685,-0.585105979,10.05483633
8466-12705,-0.537949882,-0.111812188,5.950663686
8466-1901,-0.055958233,0.260930965,4.509459257
8466-1902,0.296640667,0.470352559,1.666422069
8466-3701,0.048902381,0.2381271,2.622435868
8466-3702,-0.336647173,-0.348710704,4.331856728
8466-3703,0.256792028,0.275936887,0.394775018
8466-3704,0.104754109,0.72291101,18.90144777
8466-6101,-0.549878916,0.188158588,0.752624611
8466-6102,0.067370316,0.060825767,2.652354836
8466-6103,0.1202309,1.386660946,0.605599359
8466-6104,-0.104169718,-0.767299601,2.058157444
8466-9101,-0.374222841,-0.207186825,9.524843216
8466-9102,-0.907434106,0.342816165,55.9595356
8481-12701,0.099314279,0.684260281,1.972679555
8481-12702,-0.375964914,-0.326152302,7.739888549
8481-12703,-0.15763155,-0.047451886,3.148216844
8481-12704,-0.419515975,-0.206297105,7.798418999
8481-12705,-0.482213168,-0.175777777,20.61695719
8481-1901,-1.039021736,-1.416316139,12.19522738
8481-1902,-0.007144267,0.039638268,4.985019922
8481-3701,-0.360245046,-0.290973609,5.674267054
8481-3702,0.198399346,0.368870335,6.455122709
8481-3703,0.257204187,0.297947324,0.517382607
8481-3704,0.059344352,0.060641838,1.05738236
8481-6101,0.088645984,0.303571886,1.587230831
8481-6102,-0.267648535,-0.045233542,2.753365993
8481-6103,-0.244077122,0.048101456,15.58746266
8481-6104,-0.589035917,-0.093125868,0.740942121
8481-9101,-0.252724053,-0.118629335,7.989153385
8481-9102,-0.555178547,-0.09654251,11.00384402
8482-12701,0.154274971,0.534978143,3.423666358
8482-12702,0.021097997,0.287150185,1.473077685
8482-12703,0.284171534,0.395534486,7.257569194
8482-12704,0.156209235,0.417372802,20.97937059
8482-12705,-0.33567203,-0.419921796,18.91476822
8482-1901,0.219572186,0.068936264,4.11289531
8482-1902,-0.30215155,-0.380798657,16.16929984
8482-3701,-0.16053945,0.015416021,1.45531112
8482-3702,-0.204994195,-0.090195519,15.52098012
8482-3703,0.275916655,0.46001886,4.684195638
8482-3704,0.100254988,0.222879845,16.96447039
8482-6101,-0.176183349,0.114336174,1.306054175
8482-6102,0.176854967,0.124043063,1.375022799
8482-6103,0.481891359,-0.745605858,0.519128164
8482-6104,0.026371905,0.566208552,1.096997425
8482-9101,0.155052633,0.551962063,3.903762221
8482-9102,0.142233504,0.527179194,1.11358878
8483-12701,-0.715106296,0.06115345,22.380476
8483-12702,-0.675652028,-0.128831128,1.526370674
8483-12703,0.088941886,0.54393595,7.220180273
8483-12704,-0.821456828,0.207166705,4.664875746
8483-12705,-0.519810928,-0.29034403,6.575840235
8483-1901,-0.239676468,0.226630255,2.784249127
8483-1902,-0.041864244,0.453507586,2.383511126
8483-3701,0.124675956,0.226842076,2.010228872
8483-3702,0.034169748,0.269771862,0.924039751
8483-3703,-0.037363808,0.197458659,5.253782511
8483-3704,-0.482688192,-0.626648701,6.929750204
8483-6101,-0.23876356,-0.484530364,43.20707798
8483-6102,0.003597417,0.070702728,1.196190039
8483-6103,-0.777088537,0.104767339,13.56288218
8483-6104,-0.077961011,-0.036961626,0.379160504
8483-9101,-0.048087246,0.214279222,1.593473911
8483-9102,-0.498699334,-0.251453412,7.163970113
8484-12701,-0.799408769,-0.158613168,0.86984168
8484-12702,-0.124314028,0.570290137,2.07535249
8484-12703,-0.37397984,-0.610936923,71.07525063
8484-12704,-0.146037044,-0.163724557,10.55090594
8484-12705,-0.652180702,0.052991149,5.913906932
8484-1901,0.172429116,0.505783862,3.051537514
8484-1902,-0.291594654,-0.41062799,5.566590309
8484-3701,-0.481130352,-0.219348595,31.71516895
8484-3702,0.042727644,0.004651549,7.476122499
8484-3703,-0.324020581,-0.205880105,12.05090046
8484-3704,-0.309941764,-0.406268387,22.81451368
8484-6101,-0.086200197,0.29661714,5.999680758
8484-6102,0.05409685,0.462957448,4.041742027
8484-6103,-0.414645401,-0.495056805,5.520968795
8484-6104,-0.807073627,0.207421055,8.236978531
8484-9102,0.134750708,2.044782824,0.90181832
8485-12701,-0.78350406,0.113686791,21.07036018
8485-12702,-0.591671681,-0.049760785,2.16599375
8485-12703,0.163128978,0.115543575,2.169852555
8485-12704,-0.756708093,0.110721801,14.32709694
8485-12705,-0.353832292,-0.150405148,5.644122362
8485-1901,-0.394782382,-0.623320867,33.26405525
8485-1902,0.638440722,-0.752807468,0.549161747
8485-3701,-0.447365149,-0.206504843,49.51767921
8485-3702,-0.589078933,-0.010250404,51.18962765
8485-3703,-2.618137992,0.272299129,0.703189552
8485-3704,-0.464653269,-0.465303956,13.52471781
8485-6101,-0.404437514,-0.324630836,5.290373087
8485-6102,-0.650165237,0.079036724,17.86414385
8485-6103,-0.292298074,-0.326648925,44.97690678
8485-6104,-0.649547841,-0.020291046,1.002981946
8485-9101,0.004389104,-0.12531575,2.214744598
8485-9102,-0.294849461,-0.274073432,9.005804062
8486-12701,0.136535217,0.0709896,2.470346987
8486-12702,-0.613933552,-0.030002347,4.417135358
8486-12703,-0.791668232,0.252461568,8.228034377
8486-12704,-0.476542921,0.007151038,2.630479038
8486-12705,-0.181347625,0.371577227,9.732976198
8486-1901,-0.439992148,-0.351980626,28.60435295
8486-1902,-0.636459811,0.065426101,1.09433639
8486-3701,0.273247751,-0.05425237,0.520219713
8486-3702,-0.320781105,0.212071974,0.4659862
8486-3704,0.329942514,0.26745479,1.836807907
8486-6101,-0.297966648,-0.349623576,20.62163925
8486-6102,-0.4063058,-0.730735184,4.441224098
8486-6103,0.623215364,0.273708359,0.248192005
8486-6104,-0.196258353,-0.270378964,11.06055641
8486-9101,-0.502399961,-0.470450525,10.39121699
8486-9102,-0.513353034,-0.528775654,19.62777424
8487-12701,-0.719601941,0.214284982,4.999917984
8487-12702,-0.441472508,-0.117843253,1.648588697
8487-12703,-0.457300152,-0.22137753,8.124710321
8487-12704,-0.390888689,-0.476293401,3.556274354
8487-12705,-0.597838855,-0.139881074,39.75199509
8487-1901,-0.410262358,1.200451724,0.226256527
8487-1902,-0.089417496,0.151378496,3.018017411
8487-3701,1.597133343,-0.114361578,0.258855939
8487-3702,0.060529719,0.23197829,1.33842358
8487-3703,-0.609946254,-0.168148452,9.375459433
8487-3704,-0.430506355,-0.599948218,3.384102702
8487-6101,0.047954205,0.15670952,4.101989448
8487-6102,-0.303879554,-0.47277239,2.506584823
8487-6103,-0.837175397,-0.201683661,0.840914957
8487-6104,0.219387446,0.206855649,2.915644407
8487-9101,-0.939811662,0.131953065,1.275396794
8487-9102,-0.019483452,-0.092704339,11.00133252
8488-12701,-0.513956916,-0.100363397,9.269433796
8488-12702,0.090770756,0.361724107,8.313645363
8488-12703,-0.069155988,0.496813564,1.367628604
8488-12704,-0.471763867,-0.118103554,5.499576688
8488-12705,-0.270634918,-0.114123465,10.63625836
8488-1901,0.730287212,0.606623747,0.244414131
8488-1902,-0.483126689,-0.397883065,58.9102726
8488-3701,-0.52242929,-0.34108355,15.9651165
8488-3702,-0.570261533,-0.114975274,23.19681168
8488-3704,-0.161242695,0.295708612,0.874778792
8488-6101,-0.103756494,0.093916199,7.182513237
8488-6102,0.402503951,0.310627076,0.729280442
8488-6103,0.14394339,0.185051884,2.276752234
8488-6104,-0.539818233,-0.129166883,7.148220062
8488-9101,-0.575289619,-0.174196073,14.10689354
8488-9102,-0.5971586,-0.071192792,7.897037864
8546-12701,0.097832042,0.297720239,2.428970963
8546-12702,-0.979627039,0.257235351,15.16802931
8546-12703,-0.584291164,-0.21314818,17.66048241
8546-12704,-0.301261922,-0.328676022,13.07135773
8546-12705,-0.390204558,-0.553671719,46.1931076
8546-1901,0.263355435,-0.106185006,1.007522196
8546-1902,-0.399419116,-0.71908564,87.91815567
8546-3701,0.505982625,0.596128101,0.367930442
8546-3702,-0.219271504,-0.153039207,2.099968642
8546-3703,-0.020922423,-0.069971993,1.304271013
8546-3704,-0.344314432,-0.618970947,31.65523386
8546-6101,-0.364853883,-0.433898035,7.273434281
8546-6102,-0.143186867,0.340485628,42.2518158
8546-6103,-0.047160961,0.989376724,16.17998648
8546-6104,-0.015734454,-0.348094086,1.005224928
8546-9101,-0.418491045,-0.18015167,3.020579517
8546-9102,-0.474700496,-0.504873742,7.685084581
8547-12701,-0.113745596,0.309733679,67.94018364
8547-12702,-0.299718584,-0.006089237,3.350093961
8547-12703,-0.412238331,-0.510348785,9.829132318
8547-12704,-0.439929001,-0.4176764,5.560169816
8547-12705,-0.589549945,0.028587331,3.309730411
8547-1901,-0.127225565,0.210314044,2.171997488
8547-1902,-0.191518011,-0.880765316,0.695658706
8547-3702,-0.316436187,-0.234855841,4.136768103
8547-3703,-0.252746448,-0.274566963,10.19433284
8547-3704,-0.524007818,-0.30396832,27.34683847
8547-6101,0.796417825,0.26255959,0.215059213
8547-6102,-0.309964008,-0.483859857,52.88805103
8547-6103,-0.458127662,-0.584679962,10.43861508
8547-6104,-0.29574745,0.053102481,4.441350818
8547-9101,0.212176817,-0.239655145,2.84115088
8547-9102,-0.212824224,-0.591848056,25.43897438
8548-12701,-0.344369256,-0.331768287,17.89417076
8548-12702,-0.34002918,-0.426028009,2.761225581
8548-12703,-0.421365299,-0.410716198,6.724106073
8548-12704,-0.488016288,-0.320575013,69.1723423
8548-12705,-0.013654124,0.203294073,1.18733561
8548-1902,-0.772128697,0.204718366,51.49462986
8548-3701,0.195269904,0.360651642,0.628068894
8548-3702,-1.0310608,0.403909282,65.1278801
8548-3703,-0.441607536,-0.403393427,0.47502165
8548-3704,-0.450899373,-0.488144683,19.47515106
8548-6101,0.041343511,0.34046064,0.80526112
8548-6102,-0.357371725,-0.442786812,22.66896486
8548-6103,-0.595013204,-0.073542768,36.90363503
8548-6104,-0.237290818,0.09806993,22.50898504
8548-9101,-0.161758713,-0.432388985,0.690750644
8548-9102,-1.179101578,0.538861385,30.92563486
8549-12701,0.03969243,0.632603757,52.15295982
8549-12702,0.156249115,0.230075547,29.27328444
8549-12703,-0.414919262,-0.427902219,4.661378145
8549-12704,-0.459598667,-0.401421656,15.02331948
8549-12705,-0.104070788,0.109271101,11.04149342
8549-1901,-0.71927386,0.133735263,20.57835388
8549-1902,-0.639882902,-0.009347839,52.3516674
8549-3701,0.086430639,0.005636192,0.666417599
8549-3702,-0.432708832,-0.165294797,6.084029436
8549-3703,0.09438902,0.361015217,4.897809744
8549-3704,0.184237296,0.123707524,4.5600456
8549-6101,-0.486500916,-0.058326654,1.385354519
8549-6102,-0.314574131,-0.37641212,9.613656282
8549-6103,-0.639063312,-0.183496334,12.58849883
8549-6104,-0.46887925,0.005121423,149.5427132
8549-9101,0.203990706,0.416006237,7.658317924
8549-9102,-0.395672207,-0.625413885,16.85376644
8550-12701,0.150432275,0.3709037,5.912444234
8550-12702,0.277624561,0.213560255,6.543507218
8550-12703,-0.296867287,-0.620778702,39.14994621
8550-12704,0.214936696,0.401459013,6.33178091
8550-12705,0.098494116,0.305800925,7.349920511
8550-1901,-0.004250657,-0.201177895,0.87295115
8550-1902,0.083523056,1.632621862,1.341930658
8550-3701,-0.104056946,-0.201420525,45.64517879
8550-3702,0.191269688,0.448822767,0.555914305
8550-3703,0.259500811,1.017142649,1.549943775
8550-3704,0.3126325,0.650281613,23.77980185
8550-6101,-1.428161157,-0.010082866,2.188576907
8550-6102,-0.438727006,-0.484929834,10.24064565
8550-6103,0.091983329,0.189510129,12.73508716
8550-6104,-0.071218066,0.076322794,4.71642673
8550-9101,-0.432958836,-0.511838631,4.803391218
8550-9102,-0.296833415,-0.378852756,25.30989552
8551-12701,-0.198149863,0.070324845,12.2377429
8551-12702,-0.289453065,-0.331295451,9.753702402
8551-12703,-0.435982016,-0.494852211,4.273102283
8551-12704,-0.401487386,-0.496943009,16.04995584
8551-12705,-0.398627974,-0.544358908,100.3907509
8551-1901,-0.007737408,0.262732527,3.637436211
8551-1902,-0.970901757,0.510094794,202.2151947
8551-3701,-0.604996804,-0.071594057,47.86828518
8551-3702,-0.028082475,0.258531458,1.451160222
8551-3703,0.132092679,0.273679993,1.922232598
8551-3704,0.295050494,0.354953592,8.015179396
8551-6101,-0.80829903,-0.025626689,10.07933784
8551-6102,0.266312106,0.242210731,0.353172133
8551-6103,0.460942839,0.235101931,0.450044729
8551-6104,-0.458063843,-0.391394631,20.34858894
8551-9101,-0.326479062,-0.472970032,5.389889836
8551-9102,-0.588331036,-0.227946096,9.288643122
8552-12701,-0.1138816,0.580587373,19.30153894
8552-12702,-0.933720437,0.265886408,39.32049179
8552-12703,0.136962867,0.307615956,3.01369226
8552-12704,-0.385025324,-0.332303836,9.488039255
8552-12705,-0.621505561,0.050025104,38.86363125
8552-1901,-0.452594859,0.417823099,0.698993072
8552-1902,0.071137658,0.1252435,1.499483705
8552-3701,-0.7761568,0.247660577,24.72018051
8552-3702,-0.487854953,-0.231828763,2.830486596
8552-3703,0.286957435,0.434653531,0.380101115
8552-3704,-0.535947428,-0.237200504,12.88791203
8552-6101,-0.693358333,-0.050564865,28.71324205
8552-6102,-0.535653392,-0.192392719,17.94100332
8552-6103,0.188934348,0.460963151,2.206480026
8552-6104,0.212476679,0.04631408,0.939972838
8552-9101,0.042058055,0.059387579,5.168889165
8552-9102,0.045871073,-0.047897646,4.692646503
8553-12701,-0.452187885,-0.324359127,4.14033556
8553-12702,0.113189019,0.424268329,10.31024957
8553-12703,-1.14423836,0.599978676,34.96801853
8553-12704,0.105586909,0.334569773,5.973310828
8553-12705,-0.347502517,-0.203662579,32.45892143
8553-1901,-0.149565389,0.482848925,678.132019
8553-1902,0.057200288,0.735067372,1.107346714
8553-3702,0.154061289,0.377374284,3.376616538
8553-3703,0.055927587,0.064832516,6.005736232
8553-3704,-0.520045924,-0.141090851,96.36068153
8553-6101,0.837178577,0.106773599,0.301361819
8553-6102,-0.157116231,-0.095097712,9.759977579
8553-6103,0.003548285,-0.212367531,1.309110165
8553-6104,0.067982016,0.275911339,1.59370476
8553-9101,0.096544992,0.082475614,7.884019256
8553-9102,-0.194171866,-0.04806892,27.58182716
8554-12701,-0.19417224,0.174633523,2.910437763
8554-12702,-0.400078622,-0.352520802,4.730532169
8554-12703,0.04550591,0.179566715,5.209997475
8554-12704,-1.267452752,-0.07701868,11.21758127
8554-12705,-0.253136097,0.191640566,47.22220802
8554-1901,0.086616382,0.417840961,0.790770322
8554-1902,-0.024633138,0.249232789,3.325158417
8554-3701,-0.395730465,-0.524939115,47.10934353
8554-3702,-0.0653111,0.123330326,0.885820672
8554-3703,0.164384249,0.423976179,1.250273108
8554-3704,-0.392755488,-0.367399474,21.22485399
8554-6101,-0.524179028,-0.223426723,49.21002007
8554-6102,-0.283732487,-0.045188921,0.519026808
8554-6103,0.106158102,0.169873254,0.66576831
8554-6104,0.229511738,0.463504601,2.444099188
8554-9101,-0.499452015,-0.389058376,16.55435705
8554-9102,0.096693547,1.730275822,1.496593177
8555-12701,0.304611539,0.262848458,0.422583113
8555-12702,-0.216944879,-0.373413935,35.84880257
8555-12703,-0.266301629,-0.024318609,4.080287457
8555-12704,0.324594408,-0.053628881,0.363245122
8555-12705,-0.229907313,0.132254017,6.790005445
8555-1901,-0.3731298,-0.341291878,22.70943975
8555-1902,-0.293188082,-0.029000812,1.996294975
8555-3701,0.234492036,0.494140856,3.699017823
8555-3702,-0.255354334,-0.207448718,0.431187014
8555-3703,-0.031607921,0.117429828,2.477131069
8555-3704,-0.207006031,-0.194702076,0.601495884
8555-6101,-0.012497697,0.183941655,1.061214864
8555-6102,-0.118856419,0.269860591,1.355623156
8555-6103,0.123756847,0.068220135,0.615911379
8555-6104,0.190336828,0.155401501,2.914041042
8555-9101,-0.566459729,-0.889895038,3.527265698
8555-9102,-0.394708822,-0.387797726,9.794009447
8561-12701,-0.415099617,-0.615334823,6.48895812
8561-12702,-0.726961062,0.113478816,11.3313098
8561-12703,-0.733753641,0.445625914,42.20552444
8561-12704,-0.291800994,-0.549827574,9.675508261
8561-12705,-0.127715723,0.065709295,5.003944993
8561-1901,-0.415136053,0.008577005,4.041621685
8561-1902,-0.256250766,0.334177002,10.9740746
8561-3701,0.396533675,2.131766147,1.185855836
8561-3702,0.324943189,0.053048619,0.655202746
8561-3703,-0.388582048,-0.49158842,36.13313675
8561-3704,-0.114356127,0.795261443,22.15420628
8561-6101,0.156294126,0.094563891,3.630669594
8561-6102,-0.400377937,-0.300742968,13.36296892
8561-6103,-0.213925699,0.092866813,14.91474986
8561-6104,0.171371332,0.608970064,5.853954554
8561-9101,-0.33499034,-0.184942923,13.01169395
8561-9102,-0.053175154,0.103279203,4.02327621
8562-12701,-0.393771743,0.218479156,0.886390348
8562-12702,-0.700392865,0.072464328,17.41842318
8562-12703,-0.205185486,-0.154853269,6.855991721
8562-12704,0.133300503,0.401000459,2.386211038
8562-12705,0.124290248,0.197287628,3.092211008
8562-1901,-0.258442766,-0.057136442,2.879228413
8562-1902,-1.253018693,0.107084605,2.399637014
8562-3701,0.157674751,0.024853296,2.218612731
8562-3702,-0.438724461,-0.715377807,60.1604023
8562-3703,-0.364108089,-0.452493825,17.67861748
8562-3704,-0.016927539,0.370293088,1.548701167
8562-6101,-0.285420551,0.840822072,54.41639996
8562-6102,-0.054155949,0.024150129,9.622159243
8562-6103,-0.346497923,-0.717481095,115.0221577
8562-6104,0.152710798,-0.051003214,0.31606286
8562-9101,0.193470578,1.940433463,0.991343811
8562-9102,0.035695397,0.237484933,17.96453524
8563-12701,-0.342621198,-0.356998685,26.5059104
8563-12702,-0.518830574,-0.270894458,4.740502834
8563-12703,-0.439658959,-0.119596007,5.5451684
8563-12704,-0.855345949,0.221972925,3.450594187
8563-12705,0.146879039,0.139362505,10.75416803
8563-1901,-0.424548955,-0.90672622,5.596180201
8563-1902,-0.218287988,-0.221163396,16.59264851
8563-3701,-0.520917585,-0.229459772,19.61864614
8563-3702,-0.342084264,-0.374498398,81.36313057
8563-3703,0.180725132,0.211994161,4.500892997
8563-3704,-0.847446305,0.153338067,57.76647377
