plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,log(N/Ha),log(O/Hb),KL log(O/Hb)
8938-3703,12.17268133,56.48248291,79.88242149,195.8706932,10.17976713,-0.389518239,-0.666527527,0.48030011
8938-6104,5.670929432,-1.50503854,2.676227252,0.257346213,0.311398993,1.017005207,0.576106622,2.305163059
8938-9101,13.12271738,40.31800556,69.01904106,164.0945969,8.701331615,-0.37612536,-0.487475265,0.469066639
8938-9102,21.234972,16.76745701,33.72687721,46.95064831,2.855978012,-0.143665462,0.102584491,0.195973062
8943-12701,36.60181427,23.23914957,96.70331764,95.33140945,5.766948581,0.00620536,0.197282382,-0.125237278
8943-12702,10.45017982,19.98325825,24.3310132,68.97234344,5.350601196,-0.452514788,-0.281542538,0.528763987
8943-12703,4.936112791,7.75486517,6.674173683,22.37924385,8.845130622,-0.525447904,-0.196189176,0.577210524
8943-12704,998.2141876,574.8717499,432.1795883,1967.401642,127.8777924,-0.658228778,0.239652771,0.649329516
8943-12705,4.388848066,5.687096298,-0.233540537,2.569608942,0.27197095,-1.041504761,-0.112540035,0.786428661
8943-1901,110.8012676,181.7034149,354.8709335,716.3684845,45.40384483,-0.305066043,-0.21481836,0.402970293
8943-1902,52.23806095,36.21921301,85.12585068,54.40346336,3.444812119,0.194434917,0.159048038,-1.023633139
8943-3701,-6.861865044,16.98183695,17.52606138,11.84275087,1.69974343,0.170231735,-0.393542495,-0.844905196
8943-3702,66.80202675,64.0803442,234.4999123,231.7126236,13.9697845,0.00519299,0.018064803,-0.122372634
8943-3703,30.71177149,15.83839679,57.21045494,37.01404381,2.275088549,0.189108867,0.287593649,-0.981659863
8943-3704,11.06549072,11.99680912,13.69392276,12.45149994,0.966950178,0.041306203,-0.035095071,-0.23292705
8943-6101,8.04116416,10.09418386,23.6383872,12.71178079,1.429792583,0.269411447,-0.098752283,-1.851050907
8943-6102,15.94245076,23.82760811,64.6299057,145.8669624,8.299828053,-0.353523417,-0.174525364,0.449280322
8943-6103,29.2946701,28.2524271,13.43361354,87.67990494,7.485672712,-0.81470722,0.015732849,0.715183645
8943-6104,7.688936234,8.501251856,7.823723634,6.896370729,0.556495269,0.054792901,-0.043616624,-0.279146365
8943-9101,29.95728159,17.50051165,58.32762051,84.91965294,8.212391853,-0.163133951,0.233451656,0.226538794
8943-9102,12.28888583,7.652123809,29.30908775,21.65267944,1.321387678,0.131490655,0.205730521,-0.612018197
8944-12701,18.34825802,6.238294661,10.42720699,15.32447577,0.928825378,-0.167217632,0.468528954,0.232713243
8944-12702,16.91120243,35.94633579,91.9282093,193.2087288,12.47696948,-0.322577943,-0.327480139,0.420359606
8944-12703,3.687394381,31.39896011,31.10115337,92.62098312,38.79673958,-0.473932892,-0.930195676,0.543767619
8944-12704,20.80885029,19.15547013,69.8807869,44.95925045,2.980098903,0.191538725,0.03595527,-1.000609804
8944-12705,17.81594753,24.54861259,65.84873199,121.5841084,7.342914939,-0.266329398,-0.139218027,0.361566419
8944-1901,35.61923599,24.87108707,11.42005742,78.49129486,6.924980164,-0.837153206,0.155989832,0.723337028
8944-1902,19.19954729,6.675901532,19.32170153,20.67997694,1.329555273,-0.029504681,0.458781066,-0.031209777
8944-3701,42.15825462,44.10345459,35.68888378,172.5206261,18.81624937,-0.68430806,-0.019589986,0.661544884
8944-3702,7.348816633,8.245462984,5.351316333,9.059021771,0.998596042,-0.228620679,-0.049997635,0.316850925
8944-3703,26.73430204,113.6387978,176.2925224,457.4780807,25.58651257,-0.414136399,-0.62845778,0.500061207
8944-3704,15.43595123,77.59712982,112.1994743,326.9945068,18.25753069,-0.464549635,-0.70131226,0.537279184
8944-6101,40.02692509,53.16439819,53.17764759,204.4538994,16.58961153,-0.584866276,-0.123268674,0.611727651
8944-6102,8.785152555,17.03748429,27.46794128,10.96539956,1.939146191,0.398801649,-0.287656161,-7.377614158
8944-6103,22.89248514,118.8347073,249.7919807,715.2520447,41.3486824,-0.456880616,-0.71525036,0.531878566
8944-6104,62.89096546,51.28448486,31.18437052,154.0222206,15.52680087,-0.693646399,0.088602264,0.665785771
8944-9101,50.78232288,48.74767303,41.35291862,181.0813751,17.36345267,-0.641367617,0.017758673,0.64112671
8944-9102,82.2434063,73.18467331,42.38097954,222.7200584,15.58385825,-0.720588342,0.050680951,0.677648267
8945-12701,28.81698418,66.45006943,92.44398499,255.0810699,22.92056465,-0.440799572,-0.362846911,0.520258798
8945-12702,14.00855112,51.10613918,75.42818069,198.7203102,24.95525169,-0.420708624,-0.562079854,0.505152022
8945-12703,48.67289543,14.75005054,56.7514677,61.26787186,3.258547127,-0.033255698,0.518493674,-0.022107489
8945-12704,8.811583996,14.16815352,19.30618048,65.50917435,4.478153229,-0.530605764,-0.206259269,0.580369292
8945-12705,10.11034799,22.59944344,26.6992259,74.00519753,12.70562029,-0.442763552,-0.34933164,0.521699871
8945-1901,29.26925993,16.33073473,31.67898226,60.0930109,3.726152182,-0.278052744,0.253406017,0.374549479
8945-1902,10.91690713,18.08465159,4.592116177,10.2474649,1.176844776,-0.348603572,-0.21921053,0.444828563
8945-3701,18.76096344,14.89497503,-2.484543959,7.654163837,0.697116097,-0.488651069,0.100215358,0.55368923
8945-3702,936.467514,773.7991943,598.8603821,2848.39679,179.0013809,-0.677274905,0.082864443,0.658305288
8945-3703,64.64066887,22.79436731,109.2030735,103.364397,5.968394041,0.023863886,0.452678299,-0.177295722
8945-3704,36.32281399,19.12818873,106.2760124,38.61698055,3.348653018,0.439656937,0.278505639,-18.91344206
8945-6101,21.33112192,46.32012272,87.29633904,225.108017,11.95094776,-0.411394931,-0.336756003,0.497915239
8945-6102,41.88726139,35.06855822,113.2810364,85.74123955,5.270565629,0.120967456,0.077164056,-0.557688031
8945-6103,126.0375805,89.33260918,274.1329575,393.2269745,21.80464792,-0.15668205,0.149490039,0.21661964
8945-6104,31.19189358,17.35055327,42.09272003,33.30717802,2.158051193,0.101669152,0.254728412,-0.466119774
8945-9101,32.71459007,53.8137207,79.64453125,233.2517586,12.81450033,-0.466668966,-0.216151538,0.538756047
8945-9102,32.19593716,44.82994747,108.5919838,147.9771729,8.230846882,-0.134396959,-0.143767159,0.180729534
8946-12701,9.866603136,9.682276309,21.75562239,11.99053156,0.846022442,0.258733075,0.008190188,-1.697342642
8946-12702,46.82163048,17.64754188,69.4627285,43.47881651,2.464241058,0.203474124,0.423762312,-1.098708361
8946-12703,6.339763641,5.653662364,2.945916414,3.344653368,0.63930125,-0.055130695,0.049743198,0.028384414
8946-12704,30.39407587,22.31048965,13.0290451,83.15418434,5.014595747,-0.80497152,0.134279841,0.711557941
8946-12705,17.18089104,6.867819548,16.58994508,15.54583812,0.99550195,0.028230807,0.398226808,-0.190811542
8946-1901,53.64203739,26.69486809,39.09017181,53.77220917,3.241642237,-0.1384903,0.303077485,0.187518942
8946-1902,26.88499546,17.70168072,-0.178111166,18.36330664,1.661631644,-2.01325974,0.181495464,0.944355136
8946-3701,222.8097382,65.17739964,237.3980141,290.5067978,20.12490892,-0.087679218,0.533837139,0.096181223
8946-3702,24.5014739,38.42558956,35.6729002,145.5346146,9.927634001,-0.610627881,-0.195428329,0.625513362
8946-3703,132.9858208,76.3361578,256.2108574,196.4226265,13.16858506,0.115406016,0.241075041,-0.530277352
8946-3704,62.07401466,34.24607038,110.653923,76.90958405,4.591633677,0.157986353,0.25829909,-0.765042692
8946-6101,25.38464975,109.4892673,251.8276176,622.8129578,38.7321558,-0.393254283,-0.634800374,0.483371591
8946-6102,40.15898228,126.2872009,249.0996284,490.284584,27.19319534,-0.294075158,-0.497576639,0.391649218
8946-6103,122.1985893,66.17951584,35.6252079,205.9848328,31.08073711,-0.762077836,0.266342607,0.694901409
8946-6104,2.758355776,8.665617625,1.755176862,2.026438077,1.170267502,-0.062412452,-0.49714924,0.044271726
8946-9101,26.8794775,72.98834419,87.63694,282.3966141,20.53468561,-0.50817228,-0.433832689,0.566387971
8946-9102,20.50507116,28.61122036,101.2915173,86.28681374,5.933974862,0.069628644,-0.144675101,-0.333585519
8947-12701,25.53184032,18.23514462,56.50815487,97.2546196,5.697051048,-0.235799113,0.146172908,0.325731416
8947-12702,123.8673019,212.5313263,171.3335457,695.4346771,42.30657387,-0.60841394,-0.234466274,0.624354493
8947-12703,42.93714237,10.56459212,49.90695477,45.61843109,3.29214704,0.039020726,0.608980403,-0.225381288
8947-12704,84.66134453,45.60584021,209.6417961,153.1731071,17.02320528,0.13629535,0.2686647,-0.637963738
8947-12705,7.203242302,18.61331844,38.84469604,86.33724976,5.098445535,-0.346866483,-0.412295784,0.443243935
8947-1901,80.76139069,236.1149406,704.1716766,1375.035065,83.99635887,-0.29063522,-0.46591968,0.388038713
8947-1902,23.04027462,16.3766861,40.89593887,55.47668171,3.318429887,-0.132430293,0.148261627,0.177434718
8947-3701,701.7731476,93.42549706,144.0601196,347.7109528,24.48140287,-0.3826746,0.875731329,0.474603998
8947-3702,29.72426462,22.0251542,56.65046406,52.93427563,4.615561306,0.029466497,0.130192161,-0.194684698
8947-3703,8.529263139,1.605776489,4.451223016,2.865371972,0.808427304,0.191298345,0.725226418,-0.998720411
8947-3704,17.27267957,2.58546707,32.85073376,24.41427088,1.665241152,0.128901316,0.824820706,-0.598338765
8947-6101,8.691926837,3.334346533,11.45644808,4.397412002,1.126725078,0.415852834,0.416105329,-10.07559416
8947-6103,18.52881145,65.38061142,96.77371025,261.0621185,21.53959751,-0.430986466,-0.547601416,0.512964303
8947-6104,23.04866076,21.68962991,40.59773731,33.63607025,2.258972973,0.081696578,0.026393554,-0.380936453
8947-9101,59.49106503,199.6820755,544.0367279,994.6407013,63.45366859,-0.262038007,-0.525887338,0.356709933
8947-9102,10.6626575,6.853474438,24.69357395,13.36148286,7.091249347,0.266729292,0.191954662,-1.810924264
8948-12701,34.33480835,50.35168552,65.24873161,176.8791695,19.07362843,-0.433104617,-0.166279386,0.514552229
8948-12702,59.00037479,32.89978409,157.708786,88.4405365,5.310925364,0.25120452,0.253661723,-1.597991785
8948-12703,15.89305091,72.41449738,85.49610138,252.5800858,18.19825792,-0.470452795,-0.658618246,0.54137627
8948-12704,165.1687508,91.59907532,443.425415,465.0796967,30.90069771,-0.020706799,0.256036795,-0.053104846
8948-12705,20.6574626,77.1746006,97.35378838,277.8103333,32.67950153,-0.455395539,-0.572397415,0.530822412
8948-1901,133.7260017,97.20596123,219.4984436,199.8238907,12.34963775,0.040784034,0.138522961,-0.231195969
8948-1902,16.08705831,7.605794758,40.45826721,15.74307156,1.107345402,0.409917809,0.325332034,-8.962758909
8948-3701,54.06870842,54.67152596,39.23274708,179.3895378,13.97165823,-0.660148392,-0.0048152,0.650247872
8948-3702,78.94531441,31.69458532,90.41222763,72.80269909,4.357500613,0.094079689,0.396341285,-0.432684336
8948-3703,43.01104927,59.10896683,48.79146767,213.8299599,32.14052582,-0.641724672,-0.138073331,0.641302993
8948-3704,25.45302153,5.779719234,58.98126411,21.53584552,1.66020453,0.437552149,0.643832603,-17.60939603
8948-6101,10.40037441,60.65640736,84.84023285,225.9089432,12.50130916,-0.425331572,-0.76582771,0.508688161
8948-6102,5.254712105,2.865516007,-4.959951878,3.075048745,0.315319419,0.207625458,0.263346088,-1.134920689
8948-6103,65.739851,36.19247341,32.9171381,76.03251076,4.755103827,-0.363577263,0.259210451,0.458214205
8948-6104,2.065771878,7.523428321,9.680710196,4.32621894,0.68675036,0.349798725,-0.561333427,-3.884821372
8948-9101,33.20195484,36.50950146,28.96229506,109.78339,23.84270668,-0.578703664,-0.041242248,0.608329485
8948-9102,1.459582448,12.11665599,4.005397161,5.251482328,0.517564595,-0.117636323,-0.919154145,0.151942997
8977-12701,8.997643709,13.13862491,37.94666862,67.55448341,4.246820569,-0.250480523,-0.164421122,0.34334283
8977-12702,24.3353281,33.52572441,29.28326941,103.782938,46.99913406,-0.549506398,-0.139140965,0.591671239
8977-12703,21.37941694,7.753834397,40.14237404,22.45235109,1.53420341,0.252341229,0.440479336,-1.612551884
8977-12704,571.0869293,176.8788948,49.24387646,598.0024719,115.263443,-1.084350746,0.509026204,0.797553185
8977-12705,15.04917431,15.95495296,6.467776537,40.28829861,5.532136023,-0.794423921,-0.025382855,0.707566862
8977-1901,22.52026749,7.394098341,6.232858062,26.68440008,15.18430829,-0.631570206,0.483688322,0.636245009
8977-1902,4.30530411,4.349620908,1.732544363,4.320658088,0.537454352,-0.396865536,-0.004447574,0.486315317
8977-3701,6.492414355,9.066768408,5.400237799,7.973372817,0.552164517,-0.169229187,-0.145046293,0.235725676
8977-3702,12.62218348,8.090955734,5.014348825,3.542306821,0.890947938,0.150928367,0.193134664,-0.721796403
8977-3703,20.91399574,3.7435776,23.35347652,13.77284718,0.839745849,0.229327813,0.747150175,-1.344567897
8977-3704,1978.203552,1052.920258,543.3785858,3588.440308,218.4076042,-0.819803207,0.273875496,0.717059635
8977-6101,14.36670065,11.39876413,33.62082863,31.05826807,1.862889051,0.034431179,0.100499276,-0.21046755
8977-6102,11.33113599,32.12641573,45.6741991,116.1417122,12.37049127,-0.405317283,-0.452588823,0.493109842
8977-6103,19.24084139,15.72534943,57.24405193,60.37725925,22.55126572,-0.023143028,0.087623755,-0.046963651
8977-6104,29.02010059,101.577425,186.3462677,484.0483246,27.1934824,-0.414568022,-0.544098286,0.500397861
8977-9101,37.18363953,21.53200567,119.395359,70.95703793,8.554338932,0.225991968,0.237267411,-1.309917709
8977-9102,61.71080399,192.3268013,360.3531265,926.3963318,50.75379562,-0.410068532,-0.493678604,0.496872161
8978-12701,7.430800796,11.24664593,23.65479946,57.4083519,6.252258301,-0.385055809,-0.179987404,0.476596274
8978-12702,12.4638536,21.73188639,55.91546249,113.4600086,14.16118431,-0.307310891,-0.241445087,0.405243209
8978-12703,27.55574894,32.35429096,25.47986317,104.4355736,23.98325968,-0.612651365,-0.069719668,0.626568391
8978-12704,20.537251,18.20416176,43.0457716,44.32456398,6.288823843,-0.012713975,0.052371625,-0.073688294
8978-12705,158.420723,115.6322994,397.8456421,431.9991455,39.39750671,-0.035768283,0.136732829,-0.016085911
8978-1901,54.35573006,16.2217947,31.90086794,50.3306675,2.982007742,-0.198030191,0.525146432,0.276867617
8978-1902,26.55241728,8.516350746,19.62127662,18.62017608,1.152618527,0.022743477,0.493850525,-0.17387055
8978-3701,91.59265518,409.6805878,880.6922455,1798.079651,124.4764957,-0.309984754,-0.650584737,0.407933431
8978-3702,31.52059412,12.23933929,50.45821095,29.82093763,1.818977326,0.228410554,0.410836421,-1.334944732
8978-3703,58.17915821,18.8197841,85.28692436,67.40805244,3.845550179,0.102170673,0.490152796,-0.468377829
8978-3704,39.73906994,28.38815784,84.546772,94.5261631,5.880128264,-0.048454999,0.146080487,0.013427296
8978-6101,36.51265335,67.60017014,154.438488,264.6425018,14.41785502,-0.233904052,-0.267504395,0.32340462
8978-6102,19.02722359,15.79198503,85.68698311,95.60165405,5.635367393,-0.047550554,0.080938698,0.011371177
8978-6103,43.187994,19.48349261,96.3710804,63.49379444,3.78484875,0.181215446,0.345696221,-0.92230134
8978-6104,73.43421936,24.31776714,77.36393929,120.3041649,7.013558269,-0.191742087,0.479974787,0.268190716
8978-9101,119.2908211,63.7191143,395.1439438,255.076561,14.80700564,0.190084777,0.272337297,-0.989231245
8978-9102,9.751282215,7.720316887,19.86176491,19.08151627,1.902020991,0.017404955,0.101426599,-0.157783205
8979-12701,15.24601364,7.147825956,36.23697281,22.81772757,20.00160027,0.20087952,0.328982335,-1.076642803
8979-12702,5.518127203,5.349338382,1.775156304,2.712962069,0.282869976,-0.184207123,0.013491637,0.257573588
8979-12703,10.26642346,13.66663456,8.071123242,42.07518101,4.712877035,-0.717092014,-0.124242408,0.676139244
8979-12704,25.83789825,18.05665461,16.51335653,17.32866224,1.733633002,-0.020929679,0.155619893,-0.052540482
8979-12705,12.04340935,1.115245521,21.52919245,20.22770309,1.698158026,0.02708117,1.03337896,-0.187227514
8979-1901,84.66165733,31.7533029,27.11459017,57.65412712,3.630299568,-0.327627357,0.42589786,0.425231848
8979-1902,26.32526255,70.71483612,148.738945,114.4870586,7.893178701,0.113668299,-0.429137828,-0.521888104
8979-3701,42.4534111,99.45308304,142.210186,413.9722214,25.09207964,-0.464040495,-0.36970566,0.53692339
8979-3702,35.12415123,37.35640478,147.6844292,172.8373451,20.518466,-0.068302878,-0.026759234,0.056808957
8979-3703,33.91354656,14.39986634,48.39404964,50.66437054,3.214106739,-0.019910686,0.372014748,-0.055124913
8979-3704,62.84731483,94.11432648,199.1867142,437.4816666,27.29561329,-0.34169949,-0.175369011,0.43849035
8979-6101,27.19902468,74.43444061,107.6982002,333.3445892,22.48547745,-0.490684964,-0.437220598,0.555036383
8979-6102,195.8635139,47.41095829,172.4343376,148.2728271,15.4983964,0.065562185,0.616074808,-0.31826648
8979-6103,12.67136812,5.287913978,17.9680829,18.09331894,1.425680697,-0.003016496,0.379539126,-0.099595617
8979-6104,16.40054274,21.16411495,51.03169632,86.95324707,6.868655324,-0.2314458,-0.110741892,0.320367592
8979-9101,5.938297391,5.227011979,11.31212878,12.36068416,2.453795016,-0.038498169,0.055408448,-0.009611007
8979-9102,1.857798077,3.383156776,1.903248593,3.584084809,0.568487786,-0.27488276,-0.260323615,0.371079181
8980-12701,7.216869831,19.9876585,21.70746803,60.37167168,17.1301198,-0.444224031,-0.442413049,0.522767485
8980-12702,3.688561837,4.819990158,1.726772666,4.155032476,0.605453094,-0.381339257,-0.116189083,0.473481885
8980-12703,8.752688885,5.283906102,19.53216076,17.57343435,1.150592297,0.045893647,0.2191864,-0.248318467
8980-12704,52.01451778,46.593894,27.91417456,148.0779724,31.12898445,-0.724665669,0.047795569,0.679396895
8980-12705,8.326951265,15.45215321,14.04723191,50.19188595,23.71740961,-0.553042762,-0.268502983,0.593739489
8980-1901,54.72027874,33.64808369,74.47226524,67.84549427,4.320120335,0.040473553,0.211187965,-0.230168664
8980-1902,25.55355024,15.52925301,57.30493069,54.61491013,3.520479918,0.020880768,0.216300681,-0.168213937
8980-3701,43.28988361,20.45453715,15.57065725,31.76690245,1.84761095,-0.309667924,0.325596761,0.407615627
8980-3702,32.08710194,12.61745012,63.21647167,40.10276222,3.946311235,0.197655965,0.405358898,-1.049814068
8980-3703,5.779626429,7.175565213,4.067697167,18.78191197,2.317367375,-0.664391188,-0.093956347,0.652266627
8980-3704,65.9203968,58.77135468,35.78138828,205.0841751,13.15607429,-0.758274963,0.049854112,0.693368531
8980-6101,12.95439466,8.235919952,8.211438179,2.551078399,0.647898038,0.507695422,0.196705007,17.37233635
8980-6102,17.37675738,12.08373237,20.34636879,20.41271544,1.834880918,-0.001413869,0.15776764,-0.103979749
8980-6103,14.06399155,12.25599194,2.68803072,0.497843087,2.042226632,0.732341747,0.05976013,3.515211321
8980-6104,34.52723598,17.04391432,46.03440285,48.42690277,4.000238955,-0.02200418,0.306592471,-0.049826865
8980-9101,20.14675999,53.85558891,121.5148411,265.9796906,22.69541025,-0.340219153,-0.427025567,0.43711728
8980-9102,21.20339823,32.79237747,38.23034096,121.8404293,9.492483854,-0.503383249,-0.189367434,0.56331981
8981-12701,6.777630965,1.937587341,5.757879098,0.633657217,0.35658671,0.958408156,0.54381663,2.438955392
8981-12702,73.85173607,81.71038818,69.9006176,308.0884018,22.49967813,-0.644194336,-0.043916565,0.642519206
8981-12703,58.99713802,43.99673271,159.1555672,134.0847054,17.87293482,0.074442593,0.127410518,-0.352127612
8981-12704,19.31989813,19.92745018,10.95692992,60.1917429,4.805031657,-0.739848035,-0.0134469,0.685804446
8981-12705,39.01593113,28.03450108,8.895313978,79.94596481,16.4577775,-0.953635266,0.143549145,0.761519465
8981-1901,31.36192989,36.53736687,114.2467003,174.9910393,9.340962887,-0.185172145,-0.066334466,0.258946986
8981-1902,27.97492504,44.16313648,45.65272236,145.9598274,9.261422873,-0.504766661,-0.198290978,0.564209209
8981-3701,12.38880754,3.194559604,14.0326345,3.101724714,0.783532247,0.655535963,0.58861851,4.477772301
8981-3702,68.17448997,204.0636559,265.3220291,813.0006104,47.47259808,-0.486317562,-0.476143765,0.55213657
8981-3703,209.781311,331.2899857,540.4294891,1600.974335,98.80702591,-0.471645331,-0.198441513,0.542197712
8981-3704,134.8253479,210.3455505,214.0096626,706.3180695,46.29094505,-0.518566934,-0.19316178,0.572945172
8981-6101,145.2303925,51.1656065,256.6162949,198.4779892,13.90944672,0.111571879,0.453079384,-0.511875394
8981-6102,6.709911704,6.14873004,8.24461329,7.680886865,0.63879621,0.030758922,0.03793138,-0.198758999
8981-6103,24.09996128,31.04759693,84.52637482,157.5794907,8.920810938,-0.270507449,-0.110011647,0.366240562
8981-6104,291.2497406,37.59807777,154.0704308,135.5340004,8.10756743,0.05567104,0.889099905,-0.282260108
8981-9101,16.76208854,12.39567125,15.53561449,17.21472692,2.832874715,-0.044571702,0.131058081,0.004548104
8981-9102,23.88690662,21.17500973,12.25302458,69.91348839,13.27606535,-0.756317667,0.052336293,0.692575869
8985-12701,25.12282562,27.81156397,32.35562658,100.6824512,29.82889843,-0.493003966,-0.044156928,0.556565433
8985-12702,57.77784824,26.33126783,69.5357399,62.48669434,3.784758151,0.04642053,0.341289593,-0.250107567
8985-12703,124.39995,37.58631516,104.6747437,115.0439816,10.99615645,-0.041021998,0.519790455,-0.003686383
8985-12704,45.94221783,38.44942856,25.24793959,147.3733864,16.25031376,-0.766193121,0.077322067,0.696549592
8985-12705,9.964590311,23.84154797,42.61520576,115.7494907,7.272353053,-0.433954499,-0.378875002,0.515187274
8985-1901,790.9667511,360.7731018,149.3769379,1177.951294,79.95021057,-0.896843781,0.340924078,0.743716373
8985-1902,57.80570221,60.9018116,162.5449677,219.9882698,14.14173436,-0.131425996,-0.02265953,0.175743875
8985-3701,59.5157671,51.60287857,34.13832378,150.0486755,39.67869282,-0.642989973,0.061958107,0.641926779
8985-3702,8.991863966,30.03667545,38.38194656,109.766758,7.209721923,-0.456343841,-0.523802134,0.531497214
8985-3703,67.26693344,32.60981894,87.46775627,120.5529079,8.506366968,-0.139329705,0.314453242,0.188899946
8985-3704,349.6316986,308.3289948,279.1503677,1051.400818,63.53220177,-0.575930106,0.054596433,0.606787033
8985-6101,2.680989662,3.946182454,1.342867618,6.895668928,0.622064713,-0.710543201,-0.167882022,0.67328871
8985-6102,16.66258049,30.73757219,67.19669914,170.3985329,16.29921818,-0.404117911,-0.265927301,0.492153643
8985-6103,43.36775208,56.76325417,45.66340733,196.1337128,10.28470325,-0.632983935,-0.116900374,0.636954774
8985-6104,51.24297047,137.8387947,549.4333954,996.1127319,65.02469635,-0.258393438,-0.42973717,0.352540506
8985-9101,12.60576701,-3.010255501,24.54271746,16.75746012,1.269323915,0.165714453,0.621965917,-0.814695939
8985-9102,7.942760706,9.889113426,16.62752533,13.69410372,3.953893185,0.084294005,-0.09518588,-0.391515476
8988-12701,4.145192981,3.908830762,3.831412792,9.056096554,1.087119341,-0.373582099,0.025497887,0.466893144
8988-12702,24.41752124,16.93593407,7.803239584,50.88176346,4.042067826,-0.814287213,0.15889242,0.715028363
8988-12703,37.80264282,49.73784351,105.0180397,262.2664566,23.16329241,-0.397478841,-0.119164789,0.48681282
8988-12704,11.95096684,21.50278044,80.60792542,134.7939415,8.432793856,-0.223292629,-0.255091579,0.310140652
8988-12705,3.12380898,7.769264102,11.48649716,29.42266178,4.166192919,-0.40849435,-0.395695416,0.495630139
8988-1901,5.901659191,8.067818403,5.548277617,25.42852354,2.080513835,-0.661162961,-0.135781988,0.650731989
8988-1902,23.71137905,11.44381618,9.65152669,9.859866381,1.288319737,-0.009275014,0.31638594,-0.082755689
8988-3701,13.32045674,16.06413317,9.227982759,50.18698406,4.381743431,-0.735484324,-0.081338179,0.683979318
8988-3702,11.05355906,17.95097589,19.51068211,54.01247597,9.47057128,-0.442221633,-0.210585927,0.521302857
8988-3703,42.95924282,212.1173973,282.247673,829.4944763,48.53185558,-0.468183128,-0.693519672,0.539807109
8988-3704,201.9930687,169.6371651,110.8426781,556.7079468,38.75376225,-0.700920411,0.075815461,0.669042303
8988-6101,36.25965118,44.99512863,34.14326668,144.0999222,7.731559157,-0.625358676,-0.093741876,0.63310479
8988-6102,49.14616966,42.97604656,276.0207672,227.8353539,16.05561948,0.083320643,0.058263214,-0.387534433
8988-6103,28.0361743,1.97187686,27.48120117,28.1216774,1.832971483,-0.010005511,1.152838961,-0.080818744
8988-6104,175.7962914,617.5214844,2431.311646,3733.400391,227.9188194,-0.186263938,-0.545642363,0.260495933
8988-9101,22.02673388,24.14208269,78.55138206,119.0364399,7.377855301,-0.180526099,-0.039824628,0.252297422
8988-9102,16.14047122,27.4549818,99.28837204,163.1391754,9.864744186,-0.215659873,-0.23070495,0.300346071
8989-12701,0.292833854,12.5822742,34.79521656,61.6481781,13.73092961,-0.248400703,-1.633137863,0.340891699
8989-12702,12.47473049,35.53380489,47.5317049,135.6610451,13.32269287,-0.455471766,-0.454610542,0.530876705
8989-12703,3.659309864,5.575566451,4.502766291,2.979747772,0.35459276,0.179299902,-0.18288981,-0.908382509
8989-12705,5.343580604,2.998241127,5.080189586,8.528290272,1.41839546,-0.224982054,0.250965808,0.312279494
8989-1901,37.77942085,148.3964462,228.754097,683.1280823,41.93321705,-0.475133258,-0.594168205,0.544588366
8989-1902,22.46922827,82.22085571,244.3678703,322.9389038,22.83325243,-0.121076263,-0.563393836,0.157984271
8989-3701,26.08223009,7.161811352,25.23216724,31.04262829,2.015650839,-0.09000393,0.561321845,0.10072193
8989-3702,1.549477924,3.844383154,1.524430765,10.47561389,1.579050869,-0.837071778,-0.394641273,0.723307956
8989-3703,955.6496887,110.0052223,428.2358704,418.9925766,29.0244174,0.009476714,0.93888542,-0.134580142
8989-3704,27.96330404,29.66390038,25.25976658,96.13351059,26.77946758,-0.580445469,-0.025639769,0.609293987
8989-6101,14.36705112,50.77907276,56.84672356,171.3026085,9.359020948,-0.479058538,-0.548317129,0.547257771
8989-6102,199.2484016,72.14746094,20.26949692,221.128727,14.48523021,-1.037802196,0.441173794,0.78543765
8989-6103,9.855209231,6.743062824,20.25182629,9.347674608,0.747870043,0.335760607,0.164808643,-3.354120675
8989-6104,8.385941267,20.14640284,35.33716679,77.00798798,4.848601222,-0.33830405,-0.380645697,0.435333486
8989-9101,51.61014748,20.24487519,-8.076851487,46.94943237,4.067134678,-0.764388249,0.406419996,0.695828089
8989-9102,32.0886488,104.4128799,270.7499466,551.4201965,35.8596077,-0.308914289,-0.512402645,0.406858634
8990-12701,9.827077866,34.03820515,77.67432785,226.1765633,13.63575792,-0.464170097,-0.539542254,0.537013995
8990-12702,81.15820503,64.25409603,230.8329239,106.5830555,7.062958717,0.335609586,0.101431615,-3.349014231
8990-12703,7.529883862,21.62857008,32.24432135,86.21943092,10.46883559,-0.427151911,-0.45823953,0.510070556
8990-12704,10.18644047,11.02040911,54.62590885,66.08551979,4.609992623,-0.082707635,-0.034175266,0.086342366
8990-12705,938.2596741,78.13628197,192.0095825,336.2498856,21.45393085,-0.243339242,1.079470309,0.334866896
8990-1902,271.4658508,261.0395889,201.3321571,922.9925079,57.97246265,-0.661285029,0.017008828,0.650790177
8990-3701,11.51732993,9.305302143,7.012608051,19.44560528,2.067806631,-0.4429419,0.092621329,0.521830426
8990-3702,32.30327845,29.43592346,41.10716772,40.21031761,2.853978515,0.009580051,0.040368936,-0.134877434
8990-3703,7.012323618,20.30381918,32.07420063,100.0385914,7.095256329,-0.494011726,-0.461715787,0.557227614
8990-6101,28.39118512,36.89703242,3.680070957,7.300828457,0.86479191,-0.297515952,-0.113807916,0.395228245
