plateifu,Predicted_Class,Actual_Class,Type,MangaID,log_SFR_Ha,log_Mass,log_SFR_ssp,log_NII_Ha_cen,log_OIII_Hb_cen,log_SII_Ha_cen,log_OII_Hb_cen,EW_Ha_cen,ZH_LW_Re_fit,alpha_ZH_LW_Re_fit,ZH_MW_Re_fit,alpha_ZH_MW_Re_fit,Age_LW_Re_fit,alpha_Age_LW_Re_fit,Age_MW_Re_fit,alpha_Age_MW_Re_fit,vel_sigma_Re,log_SFR_SF,log_SFR_D_C,log_OI_Ha_cen,Ha_Hb_cen,log_NII_Ha_Re,log_OIII_Hb_Re,log_SII_Ha_Re,log_OII_Hb_Re,log_OI_Ha_Re,EW_Ha_Re,Ha_Hb_Re,log_NII_Ha_ALL,log_OIII_Hb_ALL,log_SII_Ha_ALL,log_OII_Hb_ALL,log_OI_Ha_ALL,EW_Ha_ALL,Ha_Hb_ALL,Sigma_Mass_cen,Sigma_Mass_Re,Sigma_Mass_ALL,log_Mass_gas_Av_gas_OH,log_Mass_gas_Av_ssp_OH,vel_ssp_2,vel_Ha_2,vel_ssp_1,vel_Ha_1,log_SFR_ssp_100Myr,log_SFR_ssp_10Myr,vel_disp_Ha_cen,vel_disp_ssp_cen,vel_disp_Ha_1Re,vel_disp_ssp_1Re,log_Mass_in_Re,ML_int,ML_avg,F_Ha_cen,R50_kpc_V,R50_kpc_Mass,log_Mass_corr_in_R50_V,log_Mass_gas_Av_gas_log_log,Av_gas_Re,Av_ssp_Re,Lambda_Re,nsa_redshift,nsa_mstar,flux_[OII]3726.03_Re_fit,flux_[OII]3726.03_alpha_fit,flux_[OII]3728.82_Re_fit,flux_[OII]3728.82_alpha_fit,flux_HI3734.37_Re_fit,flux_HI3734.37_alpha_fit,flux_HI3797.9_Re_fit,flux_HI3797.9_alpha_fit,flux_HeI3888.65_Re_fit,flux_HeI3888.65_alpha_fit,flux_HI3889.05_Re_fit,flux_HI3889.05_alpha_fit,flux_HeI3964.73_Re_fit,flux_HeI3964.73_alpha_fit,flux_[NeIII]3967.46_Re_fit,flux_[NeIII]3967.46_alpha_fit,flux_CaII3968.47_Re_fit,flux_CaII3968.47_alpha_fit,flux_Hepsilon3970.07_Re_fit,flux_Hepsilon3970.07_alpha_fit,flux_Hdelta4101.77_Re_fit,flux_Hdelta4101.77_alpha_fit,flux_Hgamma4340.49_Re_fit,flux_Hgamma4340.49_alpha_fit,flux_Hbeta4861.36_Re_fit,flux_Hbeta4861.36_alpha_fit,flux_[OIII]4958.91_Re_fit,flux_[OIII]4958.91_alpha_fit,flux_[OIII]5006.84_Re_fit,flux_[OIII]5006.84_alpha_fit,flux_HeI5015.68_Re_fit,flux_HeI5015.68_alpha_fit,flux_[NI]5197.9_Re_fit,flux_[NI]5197.9_alpha_fit,flux_[NI]5200.26_Re_fit,flux_[NI]5200.26_alpha_fit,flux_HeI5876.0_Re_fit,flux_HeI5876.0_alpha_fit,flux_NaI5889.95_Re_fit,flux_NaI5889.95_alpha_fit,flux_NaI5895.92_Re_fit,flux_NaI5895.92_alpha_fit,flux_[OI]6300.3_Re_fit,flux_[OI]6300.3_alpha_fit,flux_[NII]6548.05_Re_fit,flux_[NII]6548.05_alpha_fit,flux_Halpha6562.85_Re_fit,flux_Halpha6562.85_alpha_fit,flux_[NII]6583.45_Re_fit,flux_[NII]6583.45_alpha_fit,flux_[SII]6716.44_Re_fit,flux_[SII]6716.44_alpha_fit,flux_[SII]6730.82_Re_fit,flux_[SII]6730.82_alpha_fit,flux_[ArIII]7135.8_Re_fit,flux_[ArIII]7135.8_alpha_fit,flux_HI9014.91_Re_fit,flux_HI9014.91_alpha_fit,flux_[SIII]9069.0_Re_fit,flux_[SIII]9069.0_alpha_fit,flux_[FeII]9470.93_Re_fit,flux_[FeII]9470.93_alpha_fit,flux_[SIII]9531.1_Re_fit,flux_[SIII]9531.1_alpha_fit,Ne_Oster_S_Re_fit,Ne_Oster_S_alpha_fit,Hd_Re_fit,Hd_alpha_fit,Hb_Re_fit,Hb_alpha_fit,Mgb_Re_fit,Mgb_alpha_fit,Fe5270_Re_fit,Fe5270_alpha_fit,Fe5335_Re_fit,Fe5335_alpha_fit,D4000_Re_fit1,D4000_alpha_fit,Hdmod_Re_fit,Hdmod_alpha_fit,Hg_Re_fit,Hg_alpha_fit,u_band_mag,u_band_abs_mag,g_band_mag,g_band_abs_mag,r_band_mag,r_band_abs_mag,i_band_mag,i_band_abs_mag,B_band_mag,B_band_abs_mag,V_band_mag,V_band_abs_mag,RJ_band_mag,RJ_band_abs_mag,R50,R90,C,B-V,B-R,log_Mass_phot,V-band_SB_at_Re,V-band_SB_at_R_50,u-g,g-r,r-i,i-z
11751_3704,S,E,E,1-301107,-1.387031186,11.05472116,-0.447334604,0.18416387,0.455438397,-0.57540476,0.495899986,-0.59964283,-0.018391071,-0.030253033,0.014665122,-0.076880492,9.612501515,-0.075290314,9.782459617,0.006652601,0.285607411,-2.684604273,-3.49275532,-0.305693026,3.414737262,-0.190689312,0.226217321,-0.410578944,-0.127990484,-0.785191693,-0.55803285,2.934895691,-0.066419202,0.254144336,-0.480604634,0.113680446,-0.593132764,-0.549947047,4.960732462,3.230545231,2.787981493,2.248444082,,,35.35122238,12.86984166,0.0,0.0,-0.784858947,-0.379552873,145.8592484,145.8118973,119.255025,131.0780199,10.46905566,5.379443255,7.241829816,0.089301876,3.265189997,2.809481269,10.52129572,,,0.136408359,0.744174644,0.059832554,10.89975977,0.039506939,-0.065552327,0.04611295,-0.074307755,0.049663387,-0.079666798,-0.007490884,0.02115193,0.017143115,-0.020049576,0.016182001,-0.019075883,0.001814134,0.004063483,0.004318085,-8.22e-05,0.004624332,-0.000123224,0.00383967,0.002104512,0.00979548,-0.008660554,0.008357765,-0.002276749,0.02000137,-0.020584903,0.001646,-0.003609252,0.046997936,-0.058112982,0.03922046,-0.052043661,0.007721141,-0.014475058,0.006132785,-0.012001563,-0.002603522,0.00149478,0.015854344,-0.006115774,0.006684728,0.003920635,-0.001322704,0.001338188,0.01978407,-0.024396067,0.046346075,-0.062451739,0.062058361,-0.090052605,-0.000294005,0.00948645,0.003776571,-0.006346691,0.003025091,-0.002917824,0.02462835,-0.030635777,-0.007173677,0.001867291,-0.003246464,-0.016451623,0.003467495,-0.002326025,3.120737122,-0.061856514,-1.231813511,1.101164813,1.920835409,-0.001384969,3.358333367,-0.648538117,2.908925288,-0.464481663,2.43939433,0.047723344,1.691973029,-0.087337581,-1.710043554,0.242862201,-1.835608963,1.352306822,17.55542068,-19.5242945,16.05085216,-21.02886301,15.47477579,-21.60493939,15.08163514,-21.99808003,16.34928394,-20.73043124,15.72173881,-21.35797637,15.38404798,-21.6956672,3.948201423,10.19952034,2.583333333,0.627545127,0.96523596,10.93370356,21.77825787,21.91534634,1.339428,0.730526,0.354692,0.580193
8604_12705,E,S,S,1-569166,-1.732609012,10.95040516,-2.521606783,-0.023422625,0.486083784,-0.240691717,0.480436523,-0.5297454,0.071395491,-0.045215741,0.051278806,-0.094857015,9.706504119,-0.018765806,9.831426096,0.018595223,0.182328372,-2.170702936,-2.375367313,-0.731525853,3.867781635,-1.165098441,-0.178011111,-0.756969853,0.044149011,-1.291336552,-0.354079541,4.683826662,-0.091352058,0.151200452,-0.182633337,0.317829031,-0.769722578,-0.157479994,3.301458452,3.365925116,2.122357793,2.094578498,,,0.0,0.0,41.019743,468.8433648,-2.535703749,-2.019215673,120.6704823,148.9788618,90.62797916,133.3449377,10.52576472,6.247582511,10.21693314,0.063619199,3.637531954,2.845598247,10.3990828,9.282779097,,0.148141414,0.719514113,0.0271759,10.98912345,0.011019508,-0.026702255,0.010826659,-0.029358772,0.009422135,-0.026791004,0.001312092,-0.003699587,0.003321779,-0.002344958,0.003298461,-0.002560421,-0.003025145,0.006561691,-0.001434176,0.002023316,-0.000857492,0.001235549,-0.000980336,-0.001943983,-0.000751608,0.006528216,0.000491079,0.000238806,0.002188029,-0.012016826,0.002049751,-0.003036251,0.006574961,-0.018480773,0.004760448,-0.017038434,0.001723248,-0.00343999,0.001509904,-0.002974539,-0.000298202,-0.001421896,0.001021748,-0.004705971,-0.000565583,0.002014934,0.000810806,-1.04e-05,0.001574193,-0.006582292,0.011076596,-0.028705278,0.012261624,-0.038866609,0.005480124,-0.015367253,0.002182162,-0.009181925,0.00033163,0.003263102,0.003478702,-0.004122529,-0.008567306,0.017511227,0.00045602,-0.00047171,-0.004005307,-0.000433414,3.065549322,0.15147986,-2.099059597,-0.228544791,1.585478834,0.141185358,4.111236519,0.070228584,3.190932291,-0.183547628,2.527571555,-0.303043754,1.84690588,-0.05278682,-1.988567026,0.113126427,,,17.24268236,-18.08717292,15.38292309,-19.9469322,14.72490892,-20.60494637,14.34554816,-20.98430713,15.71913932,-19.61071597,14.99680082,-20.33305447,14.63089369,-20.69896159,9.406888997,19.92047082,2.117647059,0.722338502,1.088245627,10.65688967,21.6087992,22.26541286,1.9349,0.7733,0.3886,0.2429
11863_6103,E,S,S,1-195169,0.197177841,10.96571063,0.778205484,-0.112468628,-0.210001928,-0.21207831,0.349645278,-12.94952084,-0.156732104,-0.099617523,-0.202245501,-0.080744036,9.094658557,0.163611807,9.510903994,0.04620186,0.384850921,0.181411396,0.134243581,-1.803472973,3.698648132,-0.09892237,-0.220017287,-0.314223472,0.282653267,-1.492663646,-10.1423453,3.742720502,-0.051729317,-0.177089939,-0.39367804,0.317440311,-1.196250626,-6.355911153,9.09483819,,2.408904552,2.067790277,9.26881079,9.281932414,0.0,0.0,0.0,0.0,0.383616534,0.640728621,0.0,0.0,186.589526,91.29333944,10.2263476,3.157458274,1.0,0.630893285,5.234999858,5.871465393,10.3753118,9.662147814,0.896247921,0.364523068,0.649133575,0.1275353,10.70495232,0.222125045,-0.2410948,0.221993648,-0.238095945,0.21332687,-0.233884135,0.006591068,-0.0030914,0.025173557,-0.018744271,0.02349221,-0.015248256,0.023201484,-0.022110885,0.025469819,-0.021603202,0.026203282,-0.021999462,0.027989743,-0.023053308,0.026839845,-0.024920294,0.036538962,-0.022480713,0.106665482,-0.114298221,0.036663696,-0.037878892,0.060689047,-0.067031563,0.055545648,-0.060439227,0.012433508,-0.021164545,0.009192396,-0.016140885,-0.018619724,0.02550752,0.006125849,0.017924326,0.017323517,0.00473157,0.023777964,-0.026335851,0.176886471,-0.260467958,0.420767526,-0.530044987,0.331141676,-0.387758716,0.137450289,-0.191095945,0.116247782,-0.16494492,0.007118706,-0.010419373,-0.215045086,0.062746933,-0.158501541,-0.043625326,,,,,2.728556315,0.356319609,4.47435148,-0.765725459,3.565868297,-0.526981865,2.14962284,-0.374612228,2.638964633,-0.19276448,1.702167539,-0.469502611,1.362160082,0.030713703,3.758430076,-0.881868503,3.28529193,-1.010550189,18.29919872,-20.54508389,17.43882359,-21.40545902,17.01808592,-21.82619669,17.67527777,-21.16900485,17.63174765,-21.21253497,17.13796215,-21.70632046,16.96642989,-21.87785272,3.230346619,10.90241984,3.375,0.493785495,0.665317758,10.86758481,22.53468466,22.43413051,1.435791,0.619135,0.204241,0.230323
11952_9101,S,E,E,1-325544,0.054943251,11.68667543,0.348460552,-0.159015555,,-0.679409952,-0.149743536,-2.703533235,-0.190836853,0.413322209,-0.241725484,1.106233349,9.366093912,0.826425456,9.747356083,0.439133191,0.953687282,0.050787295,-0.212123481,-0.757975176,1.353965555,-0.514447888,-0.026245114,-0.209538278,-0.167701562,-0.286607962,-0.297906567,2.86,-0.190994043,-0.266667382,-0.579221636,-0.110196335,-0.553632214,-0.463367745,2.887077753,,1.820841332,2.026620004,,,393.5778517,511.6710652,305.9330381,503.0618481,-0.073133605,0.651991688,308.3152219,150.3549535,314.7477387,163.4193929,10.3784516,7.341989221,10.35675727,2.124926991,4.016231429,21.21588984,9.653724035,,,0.201342396,0.584950785,0.07935485,11.51930418,0.107726509,-0.215141325,0.11415519,-0.22809763,0.0988801,-0.19743597,0.022540094,-0.044276136,0.171299214,-0.355474155,0.183377463,-0.381019334,0.02246631,-0.043604237,-0.039483895,0.085305976,-0.052898794,0.112213732,-0.082839557,0.171446417,0.379784058,-0.777182793,0.239096661,-0.485948291,0.234437595,-0.476240092,-0.01626625,0.030197024,-0.024333218,0.05121262,-0.01869039,0.039835159,0.021142356,-0.040928958,0.023574289,-0.045871825,0.025133102,-0.050985764,0.039619405,-0.078525157,0.040952113,-0.083492029,0.00167276,-0.004527844,0.106687957,-0.214503361,0.170142702,-0.339997436,0.108565655,-0.218882679,0.002360281,-0.004494434,0.003748731,-0.007363139,0.017697737,-0.035493604,0.017697837,-0.047161077,-0.013930433,0.030514194,-0.036899862,0.009632905,-0.078210509,0.124633159,3.103962432,-0.036450614,0.929272199,-3.133525643,1.884163256,-0.822220809,0.168125298,0.970580339,1.792095825,1.307584989,1.400497544,1.084148395,1.453156416,0.381417449,0.397723754,-2.79650926,0.551241144,-4.181750188,17.49514171,-20.24829647,15.85196578,-21.8914724,15.22415576,-22.51928242,14.82395397,-22.91948421,16.16388617,-21.57955201,15.50025677,-22.24318141,15.13226125,-22.61117693,17.61735332,19.93542613,1.131578947,0.663629405,1.031624919,11.35887831,19.3982583,38.9,1.55398,0.764137,0.382027,0.199903
8565_1902,S,E,E,1-134399,-0.103720896,10.31405345,-0.512282694,-0.192823795,-0.357779772,-0.712945511,-0.107864609,-50.97725365,-0.329175755,0.069367603,-0.361511813,0.098282608,9.12711219,0.478790206,9.722411271,-0.208868778,0.420334611,-0.109390194,-0.12698602,-2.393974959,3.1831103,-0.167029244,-0.254334166,-0.729366817,0.072798443,-1.936663893,-22.94662925,3.281131359,-0.162533528,-0.0500613,-0.570488259,0.323549281,-1.594931865,-13.12218431,3.535477358,,2.602046814,1.962085856,8.677252844,8.716080268,0.0,0.0,0.0,0.0,-1.000499007,0.17094649,0.0,0.0,138.3608621,9.309430278,9.916550484,3.592670404,4.302749155,4.796607551,1.750601255,1.750601255,9.916550484,8.815365132,0.213970994,0.246096157,0.907642343,0.0421768,9.863135172,0.524530071,-0.748640166,0.528114185,-0.753306431,0.473077837,-0.668853026,0.073698812,-0.120050518,0.144750388,-0.223770367,0.144402801,-0.22377921,0.123579073,-0.195544928,0.141161058,-0.224217589,0.144836476,-0.229555977,0.151060973,-0.236868642,0.208689743,-0.334681651,0.270303752,-0.432251812,0.614236273,-0.996782947,0.08026919,-0.12893033,0.28248398,-0.42951073,0.232673512,-0.353624202,0.010274594,-0.015699726,0.013103586,-0.019464526,0.014403488,-0.037399525,0.039820212,-0.048234776,0.038617829,-0.040159807,0.033453968,-0.046645626,0.575836211,-0.926278267,1.959557141,-3.188834521,1.24545305,-2.009082683,0.165350159,-0.259644685,0.203024269,-0.338591178,0.033328581,-0.049417019,0.002001602,0.011143734,0.274259689,-0.451196345,-0.010327365,0.001391753,0.647129463,-1.089766651,2.97446337,-0.1516569,1.580901337,0.015149918,1.961013616,0.566199677,2.448829345,0.369822605,2.156031089,0.883825816,1.662442823,-0.291451703,1.231330521,0.292992984,0.93977338,-0.829586906,-0.001200114,0.140328075,17.63173431,-18.68188188,16.74354371,-19.57007248,16.26117885,-20.05243734,15.95718995,-20.35642624,16.94421196,-19.36940423,16.50240889,-19.8112073,16.18345127,-20.13016492,2.75177675,7.537475445,2.739130435,0.441803063,0.760760684,9.997206092,21.97984267,21.86266344,0.9194,0.5439,0.2843,0.2194
10519_3702,E,S,S,1-182806,-1.877537799,11.0850144,-0.27194527,,,,,-0.198421984,-0.041551899,-0.215731792,0.014446135,-0.163303121,9.471325567,0.097505358,9.632871482,0.245200128,0.223161876,-2.08509604,-2.608273061,,9.449371171,-0.428520559,-0.156661783,-0.27305622,-0.083963323,-0.378788197,-0.709010326,2.86,-0.327950348,-0.188163312,-0.241232853,-0.043964311,-0.401730968,-0.524906368,2.97746694,2.966778032,2.487126245,2.039650115,,,94.63631918,168.4268481,0.0,0.0,-0.556250714,-0.097618318,0.0,154.6510315,0.0,144.6991694,10.4184737,4.354822669,7.817984981,0.0,3.460164699,4.460820273,10.40797127,,,0.109609101,0.449657818,0.0697723,11.05128077,0.047668027,-0.047976686,0.04839462,-0.049174359,0.043008138,-0.051970653,-0.023250707,0.034809566,0.000298411,0.010005189,0.000811338,0.009235859,0.003379751,0.006828095,0.0039421,0.00799661,0.004985926,0.006517299,0.008057867,0.001961368,-0.027824762,0.054559282,-0.004793986,0.017389467,0.015656706,-0.01337498,-0.008805739,0.013575293,0.023874254,-0.027801938,0.022542465,-0.033900841,0.006274103,-0.006671888,0.011041394,-0.014050565,0.001210725,-0.00272284,0.019366443,-0.014204816,0.020040228,-0.01714552,-0.00184,0.005949712,0.008808757,-0.007956265,0.026064495,-0.028295812,0.029950685,-0.035503461,0.01457276,-0.014825266,0.014613178,-0.019633107,0.00827212,-0.003377337,0.009741339,-0.012330755,-0.006686669,0.007597638,0.006471637,-0.033346006,-0.090160171,0.054092554,3.14096171,-0.12190268,0.78570226,-0.326183007,2.248812892,-0.238008246,2.992581267,-0.220562453,2.726600625,-0.004411148,2.314744553,-0.468770229,1.614694768,-0.070071734,-0.024133114,-0.49740083,-0.709254649,-0.315047916,17.49933524,-19.93560627,16.1155621,-21.31937942,15.6089447,-21.82599682,15.3185017,-22.11643981,16.38179109,-21.05315042,15.82132668,-21.61361483,15.53950433,-21.89543718,3.768737722,10.36402874,2.75,0.56046441,0.842286759,10.93421726,21.79045917,22.01825929,1.5937,0.6456,0.3144,0.2372
8486_12705,E,S,S,1-569072,-0.024027652,11.35491149,0.407395782,-0.533382975,-0.459461032,-0.40574529,,-0.180758347,-0.073170033,-0.269032253,0.017108282,-0.262718834,9.678026765,-0.020590368,9.820341974,0.032617145,0.091420561,-0.071290403,-0.09982848,-0.251875578,9.457744119,-0.509276574,0.120556947,-0.587586697,0.439348849,-0.792390485,-0.277560003,3.942383863,-0.402411562,-0.062604489,-0.423966321,0.233293668,-1.368452278,-2.344675284,3.600054463,3.081209692,2.074927074,2.065920482,,,130.500513,265.0236272,24.52235,656.8011274,0.027899554,0.531098195,0.0,191.3082703,0.0,187.967913,10.45041038,6.214477639,6.047428283,0.015791072,12.93285877,12.93285877,10.72231491,9.992184395,,0.144368175,0.096835932,0.0606136,10.81047037,0.006271685,0.001143589,0.001651563,0.011092584,0.002060117,-0.001377287,0.00408544,-0.00488925,0.009146241,-0.010366252,0.009875508,-0.011398604,-0.008390821,0.011934664,-0.003253313,0.005452792,0.000298112,0.000399634,0.004487316,-0.00424202,0.007396236,-0.004812306,0.007441369,-0.009201276,0.004884421,-0.002417494,-0.000680972,0.003028225,0.004306291,0.001570745,0.005362187,-0.005456407,-0.001340305,0.00454086,-0.001857129,0.006057407,-0.007953119,0.013532058,-0.011853157,0.029244897,-0.002238963,0.004881574,0.002485928,-0.000240088,-0.003904208,0.008759612,0.011066455,-0.004627374,0.001670126,0.002383703,0.002066546,0.000683631,0.000708909,0.003420104,0.001689451,-0.002634137,-0.003048087,-0.000288193,0.000774787,-0.003157635,0.005163973,0.001134501,0.007824111,-0.00251818,2.999827916,-0.092998072,-1.666040489,1.767287766,2.06409739,0.35942287,3.854781943,-0.857166799,3.603539489,1.172172692,2.244267553,-0.156051338,1.727025224,-0.119492447,-0.913230494,1.573636677,-1.622560757,1.150225387,17.54818627,-19.56861088,16.26259042,-20.85420672,15.65221183,-21.46458531,15.29432347,-21.82247368,16.52646318,-20.59033396,15.94562966,-21.17116749,15.56284118,-21.55395597,12.72696747,21.30383685,1.673913043,0.580833527,0.963622009,10.78229511,22.01449267,21.59991379,1.3858,0.7101,0.3341,0.3244
8148_3704,E,S,S,1-584701,-1.22309637,10.68173304,-0.772541692,0.254923807,0.299541632,0.246290702,0.638724989,-1.364713771,-0.10504669,-0.011195838,-0.005181305,-0.067897056,9.527728371,0.060068607,9.79486495,0.038791709,0.106998089,-1.468746964,-2.16968749,-0.909323382,3.291681955,-0.147955757,0.20880181,-0.158744052,0.744758565,-0.465096776,-0.919077025,4.510058657,-0.062137198,0.157958574,-0.078769419,0.69545892,-0.6527885,-0.70958497,4.756870261,3.470925272,2.344302883,2.479136088,,,0.0,0.0,31.7162819,14.41509657,-0.644955931,-0.844877707,150.3512305,159.5491638,124.6253622,144.8721619,10.38823128,5.573029394,7.991719339,0.490181165,1.841578257,1.322635881,10.17920691,,,0.152826227,0.378624011,0.0226123,10.8401768,0.079072556,-0.274662235,0.085078319,-0.257621464,0.072846662,-0.226925476,-0.00078078,-0.02371304,0.015650021,-0.014035158,0.017143907,-0.013090489,-0.000664525,-0.023502386,-0.002302491,-0.013592122,-0.002390732,-0.007264596,-0.006258183,-0.008107969,0.004598251,0.011697903,0.013041073,-0.008181206,0.015640377,-0.060304186,-0.000122843,-0.011937885,0.021104629,-0.094286915,0.012550209,-0.088602024,-0.004318521,-0.036184458,-0.003389187,-0.030343315,-0.002527985,-0.014097654,0.013419172,0.043196104,0.011869172,0.076883893,0.011272656,-0.022402837,0.009418248,-0.077426315,0.042347067,-0.197952299,0.042211704,-0.2250921,0.024625724,-0.120791425,0.013140157,-0.081028958,0.001799401,-0.002412591,0.004970965,0.00233529,0.004076845,-0.018659037,-0.003768465,0.001888561,0.000831788,-0.013137987,2.907726267,0.540574418,0.693667565,-1.943258984,2.066001494,-0.774980534,2.496929872,-0.879887066,2.568120909,-0.189193728,1.335200348,-1.223487504,1.60197898,0.039496757,0.526984393,-1.017696446,-0.585153956,-1.382586356,16.6306345,-18.24733576,15.10495635,-19.77301392,14.4468265,-20.43114377,14.11281699,-20.76515327,15.39773022,-19.48024004,14.73645282,-20.14151745,14.36420833,-20.51376193,5.264268565,11.68009588,2.21875,0.661277405,1.03352189,10.48087539,21.00811365,21.31027239,1.6226,0.723,0.3688,0.2164
12512_3703,S,E,E,1-55156,0.431200275,11.49653436,0.336268217,-0.277776626,0.237928634,-0.48735761,0.104103646,-3.288205573,-0.049960748,-0.176605329,0.060571657,-0.140455779,9.351590266,-0.218583444,9.637386661,-0.021400876,0.368271919,0.430483995,0.298710509,-1.376668922,3.319886619,-0.384447588,-0.421710187,-0.600050471,-0.105868728,-1.523682584,-7.460288947,3.438173206,-0.382992666,-0.316475798,-0.530721471,0.060327721,-1.182657692,-5.82274382,4.399856372,2.966446322,2.551432945,2.030830498,9.663577832,9.449407971,10.50182304,2.553233502,0.0,0.0,0.189242681,0.775491854,130.3531481,147.4090729,109.1205033,128.7395996,10.84773224,4.637629174,5.291256117,0.261935867,6.940492783,5.869593779,10.9021133,10.29981982,0.372770253,0.19365932,0.774096454,0.14356714,11.30413828,0.056468348,-0.043810393,0.054155109,-0.039483651,0.044287847,-0.037760434,0.001225446,-0.001371294,0.020271088,-0.019966733,0.019675607,-0.019782432,0.009636893,-0.005079359,0.015368779,-0.007984403,0.016484076,-0.009571689,0.016634128,-0.010035687,0.012602745,-0.006016081,0.028519972,-0.020869371,0.059639271,-0.043844928,0.011985957,-0.015651652,0.053166481,-0.073170637,0.032261233,-0.045994555,0.011889651,-0.014637555,0.01015267,-0.013448378,0.002135462,-0.001136293,0.01002679,-0.012513007,0.011226915,-0.012686166,0.003513494,-0.002299086,0.031764502,-0.033684842,0.194311797,-0.157776759,0.089583714,-0.08518701,0.031911273,-0.026384821,0.022485821,-0.018323087,0.006323626,-0.012029403,,,,,,,,,2.733867858,0.259400253,1.438515628,1.480812964,1.319473067,-1.219679612,3.273695655,-0.585206809,2.808619068,0.167306105,2.456536522,-0.077582201,1.535639439,-0.133311747,1.351315368,1.680093671,-0.202969355,1.593187684,17.59527433,-21.52911405,16.53314792,-22.59124046,16.06067342,-23.06371495,15.83099751,-23.29339087,16.73370037,-22.39068801,16.26480609,-22.85958228,15.99712001,-23.12726837,3.948201423,9.047961595,2.291666667,0.468894271,0.73658036,11.30807134,22.23035369,22.27079946,1.51738,0.705228,0.292646,0.183076
9877_12701,E,S,S,1-623330,-3.213645729,10.63828904,-0.767474924,,,-0.026383179,,-0.201889821,-0.098946958,-0.138551571,-0.084032196,-0.097221215,9.755149448,-0.053321954,9.883759764,-0.024049971,0.269074326,-4.336176213,-5.612077943,,223.7886368,-0.586530745,-0.220018729,-0.580936092,,,-0.170074542,2.8692421,-0.549574891,-0.194020056,-0.392769443,,-0.865426998,-0.235214925,3.008140813,3.622426106,2.68182927,2.204312243,,,52.76348495,0.0,15.62709225,117.2900073,-0.96216579,-0.646521667,0.0,107.0963612,16.10406026,99.33782187,10.08412187,7.13847638,8.765091902,0.007258512,1.377734472,1.377734472,10.02321767,,,0.09840703,0.642242442,0.0243342,10.33256867,0.009060405,-0.017220791,0.006768673,-0.01403814,0.003060635,-0.005057825,-0.005476575,0.008683623,-0.004398331,0.010483236,-0.003853391,0.009045679,-0.002748891,0.007661878,0.002372487,0.000312588,0.003207002,-0.000305265,0.002135438,0.002422489,-0.007975143,0.018348653,0.006848659,-0.003004551,0.014636342,-0.017035345,-0.010658855,0.019023347,0.009914841,-0.012626893,0.009869767,-0.013263555,0.010072538,-0.016766904,0.008903784,-0.013917417,0.008900335,-0.017797192,0.019411504,-0.025879182,0.015243366,-0.017866794,-0.000741604,0.001193087,0.012218875,-0.019639167,0.026584023,-0.038544438,0.018112003,-0.028288508,0.003663778,-0.005859673,0.002941548,-0.005718224,0.012422688,-0.022898836,0.00372798,-0.006223092,-0.001324728,0.003863549,0.001781711,-0.003452772,-0.003096788,0.003246553,2.988259996,0.103074936,-1.401799374,1.155404885,1.776659709,0.183631217,3.604410542,-0.212588616,3.083152345,-0.141872695,2.373140705,-0.171689655,1.757544937,-0.13290337,-2.231662176,0.655301974,-2.873329157,1.109820382,17.39355579,-17.67608325,15.71129765,-19.35834138,15.06152481,-20.00811422,14.6970772,-20.37256183,16.03190083,-19.0377382,15.33181987,-19.73781917,14.97403477,-20.09560426,4.845519929,15.34414644,3.166666667,0.700080965,1.057866061,10.37415651,21.71197017,21.88102423,1.7234,0.7202,0.3627,0.2301
11018_12705,S,E,E,1-576557,-0.478147719,11.48722602,0.014452251,-0.462408007,0.568042116,-0.686669242,0.710885158,-1.882450724,-0.216586516,-0.212327341,-0.149401057,-0.151558039,9.552757612,-0.174714888,9.706183643,-0.04957228,0.186294776,-0.516164861,-0.637288098,,36.37127094,-0.491818429,-0.041702377,-0.558935946,0.388098128,-0.89115019,-2.541912135,4.433145266,-0.669079566,0.056826765,-0.620028707,0.312266649,-0.920081897,-6.024665242,4.978919642,2.372776145,1.74343051,1.426804917,,,334.4953149,173.3681942,205.6689714,245.2654618,-0.322482684,0.593204785,0.0,125.2710562,0.0,123.1070868,10.87802251,5.070207003,2.894998076,0.017080469,15.92581873,12.18274202,10.9625707,10.97482239,,0.225835212,0.329587326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.142976083,0.005176718,-0.610114023,0.859587717,1.996934142,-0.083089417,3.922872632,0.20391768,3.186366321,-0.061213788,1.100487067,-0.655940681,1.632721309,-0.194203241,-1.754718496,-1.042359402,-1.564835867,0.399899286,18.08386168,-20.40237648,16.69649629,-21.78974186,16.12374967,-22.36248848,15.88643467,-22.59980348,16.94665693,-21.53958122,16.39442967,-22.09180848,16.04953105,-22.43670711,9.960235409,18.84368861,1.891891892,0.552227259,0.897125886,11.12015023,21.97644077,21.48666849,1.336642,0.686519,0.335608,0.359498
