Name,plateifu,MANGAID,objra,objdec,Type,TType,Unsure,Bars,Edge_on,Tidal,C,E_C,A,E_A,S,E_S,cas_flag
manga-8724-9102  ,8724-9102  ,1-47196  ,132.602403362,53.8970342807,SABc       ,5,1,0.5,0,0,2.418,0.286,0.095,0.012,0.15,0.228,1
manga-8725-12701 ,8725-12701 ,1-73005  ,125.402303304,45.5854761711,SBab       ,2,0,0.75,0,0,3.186,0.268,0.165,0.811,0.6,0.2415,1
manga-8725-12702 ,8725-12702 ,1-73002  ,125.428111675,45.5532538955,Sb         ,3,0,0.0,1,0,3.692,0.262,0.308,0.007,0.27,0.246,1
manga-8725-12703 ,8725-12703 ,1-73241  ,127.648155746,47.0944347616,E          ,-5,0,0.0,0,0,3.998,0.302,0.106,0.013,0.18,0.401,1
manga-8725-12704 ,8725-12704 ,1-45787  ,126.371085873,47.133569098,Edc        ,-5,0,0.0,0,0,3.7,0.206,0.222,0.904,0.12,0.267,1
manga-8725-12705 ,8725-12705 ,1-72914  ,127.580820546,45.0758652965,Sab        ,2,0,0.0,0,0,2.873,0.204,0.278,0.021,-0.07,0.165,1
manga-8725-1901  ,8725-1901  ,1-73042  ,126.143771046,45.4798234048,SABab      ,2,0,0.5,0,0,3.288,0.238,0.15,0.011,0.05,0.11,1
manga-8725-1902  ,8725-1902  ,1-72913  ,127.489366951,44.9401584256,Edc        ,-5,0,0.0,0,1,3.503,0.312,0.031,0.338,0.2,0.209,1
manga-8725-3701  ,8725-3701  ,1-45520  ,125.274144808,45.8483146878,Sa         ,1,1,0.0,0,0,2.82,0.435,0.086,0.009,0.07,0.106,1
manga-8725-3702  ,8725-3702  ,1-45527  ,124.944012294,46.1209357406,Edc        ,-5,0,0.0,0,0,3.674,0.26,0.213,0.003,0.31,0.316,1
manga-8725-3703  ,8725-3703  ,1-73009  ,125.820959584,45.8968648879,SABb       ,3,0,0.5,0,1,0.664,0.052,1.837,0.001,3.16,0.174,0
manga-8725-3704  ,8725-3704  ,1-73029  ,125.724140887,45.7187719073,SB0        ,-2,0,1.0,0,0,3.145,0.376,0.039,0.006,0.1,0.226,1
manga-8725-6101  ,8725-6101  ,1-72928  ,127.256488342,45.0167725695,E          ,-5,0,0.0,0,1,3.242,0.363,0.277,0.007,0.23,0.381,1
manga-8725-6102  ,8725-6102  ,1-73001  ,125.459039868,45.5196357165,SBab       ,2,0,1.0,0,0,2.66,0.324,0.215,5.031,0.28,0.1845,1
manga-8725-6103  ,8725-6103  ,1-73028  ,125.736170047,45.4859393776,Edc        ,-5,0,0.0,0,0,3.108,0.406,0.048,0.621,0.15,0.153,1
manga-8725-6104  ,8725-6104  ,1-73184  ,127.528168009,45.3517505123,E          ,-5,0,0.0,0,1,4.534,0.212,0.358,0.042,0.26,0.607,1
manga-8725-9101  ,8725-9101  ,43-47    ,126.82506016,46.0326127,dSph       ,10,0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999
manga-8725-9102  ,8725-9102  ,1-574519 ,127.178093813,45.7425550277,Sa         ,1,0,0.0,0,0,3.365,0.311,0.16,0.009,0.16,0.321,1
manga-8726-12701 ,8726-12701 ,1-163516 ,115.717036562,22.1127304695,SBbc       ,4,0,1.0,0,0,3.289,0.078,0.523,0.012,1.55,0.743,1
manga-8726-12702 ,8726-12702 ,1-217637 ,116.183816927,22.1601786657,SBbc       ,4,0,1.0,0,0,3.231,0.258,0.187,0.027,0.16,0.187,1
manga-8726-12703 ,8726-12703 ,1-163511 ,116.596108052,23.0932631415,SBcd       ,6,0,1.0,1,0,3.294,0.199,0.192,0.359,0.11,0.2085,1
manga-8726-12704 ,8726-12704 ,1-217649 ,116.879713302,22.6075801674,E          ,-5,0,0.0,0,1,2.558,0.602,0.304,0.007,0.26,0.327,1
manga-8726-12705 ,8726-12705 ,1-229547 ,117.328574454,21.8037654578,Sb         ,3,1,0.0,1,0,3.061,0.252,0.248,0.06,0.43,0.532,1
manga-8726-1901  ,8726-1901  ,1-163594 ,115.494321239,23.176379735,S0         ,-2,0,0.0,0,0,3.661,0.381,0.071,0.001,0.09,0.094,1
manga-8726-1902  ,8726-1902  ,1-217854 ,117.57765587,23.1782300044,E          ,-5,0,0.0,0,0,4.082,0.265,0.114,0.013,0.08,0.213,1
manga-8726-3701  ,8726-3701  ,1-217617 ,115.740268908,22.046292825,Edc        ,-5,0,0.0,0,0,4.057,0.31,0.081,0.009,-0.1,0.2,1
manga-8726-3702  ,8726-3702  ,1-217695 ,116.803221157,22.3283335073,E          ,-5,0,0.0,0,0,3.532,0.385,0.071,0.008,0.0,0.068,1
manga-8726-3703  ,8726-3703  ,1-217650 ,116.921450044,22.7816071145,S0a        ,0,1,0.0,0,0,3.01,0.246,0.089,0.007,0.08,0.09,1
manga-8726-3704  ,8726-3704  ,1-217557 ,116.390945532,21.8874540654,S0         ,-2,0,0.0,0,0,3.476,0.439,0.073,0.006,0.17,0.239,1
manga-8726-6101  ,8726-6101  ,1-217674 ,116.50579501,21.9329079,E          ,-5,0,0.0,0,0,3.353,0.455,0.474,0.007,0.23,0.333,1
manga-8726-6102  ,8726-6102  ,1-217686 ,116.647648978,22.4160585964,SBa        ,1,0,1.0,0,0,3.544,0.361,0.121,0.014,0.17,0.169,1
manga-8726-6103  ,8726-6103  ,1-163531 ,116.179276481,22.6776875384,S0a        ,0,0,0.0,1,0,3.395,0.423,0.071,0.056,0.16,0.225,1
manga-8726-6104  ,8726-6104  ,1-217684 ,116.649734825,22.297039162,S0         ,-2,0,0.0,1,0,3.326,0.41,0.183,0.008,0.28,0.345,1
manga-8726-9101  ,8726-9101  ,1-604826 ,116.772427903,22.2941298143,S0         ,-2,0,0.0,0,0,3.787,0.317,0.061,0.017,0.05,0.099,1
manga-8726-9102  ,8726-9102  ,1-584618 ,116.552730888,21.9958622028,E          ,-5,0,0.0,0,0,3.517,0.356,0.088,0.482,0.1,0.131,1
manga-8727-12701 ,8727-12701 ,1-51767  ,54.6375842223,-5.46721414363,SABc       ,5,0,0.25,0,0,2.743,0.057,0.234,0.022,0.4,0.4205,1
manga-8727-12702 ,8727-12702 ,1-51813  ,54.8953922903,-6.03886980922,Sc         ,5,0,0.0,0,0,2.407,0.096,0.196,0.022,0.22,0.301,1
manga-8727-12703 ,8727-12703 ,1-52037  ,56.3476788326,-6.45912777954,Sd         ,7,0,0.0,1,0,3.312,0.16,0.157,0.034,0.72,0.7235,0
manga-8727-12704 ,8727-12704 ,1-51706  ,55.2271191319,-6.67337753177,SBcd       ,6,1,1.0,1,0,2.277,0.374,0.175,3.582,0.34,0.3845,1
manga-8727-12705 ,8727-12705 ,1-604172 ,57.1040919143,-6.62606055908,SABc       ,5,0,0.5,0,0,2.736,0.655,0.149,0.728,0.43,0.099,1
manga-8727-1901  ,8727-1901  ,1-51776  ,54.5106672475,-5.93238324841,SB0        ,-2,1,1.0,0,0,2.786,0.382,0.082,0.009,0.0,0.041,1
manga-8727-1902  ,8727-1902  ,1-51634  ,56.3406195882,-7.37837788085,Sa         ,1,1,0.0,1,0,3.108,0.37,0.097,0.013,0.12,0.164,1
manga-8727-3701  ,8727-3701  ,1-51810  ,54.904965246,-5.63293280732,Edc        ,-5,0,0.0,0,0,3.263,0.296,0.062,0.004,0.15,0.115,1
manga-8727-3702  ,8727-3702  ,1-51766  ,54.5540461172,-5.54040435712,SBa        ,1,1,1.0,0,0,2.826,0.497,0.122,0.003,0.15,0.1085,1
manga-8727-3703  ,8727-3703  ,1-583556 ,54.7585641468,-6.81106170035,S0         ,-2,0,0.0,0,1,3.821,0.306,0.074,0.004,0.0,0.023,1
manga-8727-3704  ,8727-3704  ,1-51631  ,56.3970975171,-7.3842910479,SABb       ,3,1,0.5,0,0,2.847,0.299,0.054,0.026,-0.03,0.1265,1
manga-8727-6101  ,8727-6101  ,1-51725  ,54.3975084057,-6.49586592989,SBab       ,2,0,1.0,0,0,2.536,0.219,0.212,0.015,0.36,0.277,1
manga-8727-6102  ,8727-6102  ,1-51799  ,54.6621289041,-6.16993417215,Sbc        ,4,1,0.0,1,0,2.865,0.36,0.078,0.02,0.41,0.3675,1
manga-8727-6103  ,8727-6103  ,1-51779  ,54.5338713078,-6.1414386007,Edc        ,-5,0,0.0,0,1,4.362,0.238,0.061,0.003,0.03,0.041,1
manga-8727-6104  ,8727-6104  ,1-51668  ,55.7745055316,-6.77932933658,SBc        ,5,0,1.0,1,0,2.768,0.248,0.072,0.032,0.2,0.3625,1
manga-8727-9101  ,8727-9101  ,1-51660  ,55.5390442103,-7.43796958254,Sa         ,1,0,0.0,0,0,4.119,0.234,0.091,0.005,0.08,0.081,1
manga-8727-9102  ,8727-9102  ,1-51826  ,55.1306220065,-6.43992508834,SBd        ,7,0,1.0,0,0,2.296,0.168,0.175,0.024,0.08,0.2005,1
manga-8728-12701 ,8728-12701 ,1-51939  ,57.7295749472,-7.06064700684,SBc        ,5,0,1.0,0,0,2.903,0.126,0.197,0.029,0.31,0.616,1
manga-8728-12702 ,8728-12702 ,1-51886  ,58.4856337033,-7.07295391828,SB0a       ,0,0,1.0,1,0,3.947,0.24,0.104,0.003,0.27,0.238,1
manga-8728-12703 ,8728-12703 ,1-51949  ,58.0524382595,-6.34894452322,S0         ,-2,0,0.0,0,1,4.684,0.15,0.145,0.005,0.35,0.28,1
manga-8728-12704 ,8728-12704 ,1-52284  ,59.1725761136,-5.78350585754,SBcd       ,6,0,1.0,0,1,2.767,0.194,0.31,0.063,-0.65,0.846,0
manga-8728-12705 ,8728-12705 ,1-52259  ,59.4110385941,-6.27467949195,SABbc      ,4,0,0.25,0,0,2.737,0.181,0.16,0.016,0.03,0.1105,1
manga-8728-1901  ,8728-1901  ,1-52357  ,58.9569888135,-5.29266877331,Edc        ,-5,0,0.0,0,0,3.509,0.411,0.029,0.005,0.08,0.161,1
manga-8728-1902  ,8728-1902  ,1-639152 ,58.2919930394,-5.49709736449,Edc        ,-5,0,0.0,0,0,4.536,0.274,0.3,0.016,0.31,0.451,1
manga-8728-3701  ,8728-3701  ,1-51938  ,57.6990284001,-7.02878655356,SAB0       ,-2,0,0.5,0,1,3.726,0.279,0.094,0.003,0.03,0.085,1
manga-8728-3702  ,8728-3702  ,1-51970  ,57.9008365797,-6.45482973828,SB0a       ,0,0,1.0,0,0,3.306,0.323,0.057,0.003,0.05,0.114,1
manga-8728-3703  ,8728-3703  ,1-52494  ,60.0838039859,-5.58524415766,Edc        ,-5,0,0.0,0,1,3.712,0.324,0.117,0.011,0.06,0.214,1
manga-8728-3704  ,8728-3704  ,1-604210 ,59.3550906385,-5.4206656411,Edc        ,-5,0,0.0,0,0,3.884,0.286,0.055,0.006,0.0,0.018,1
manga-8728-6101  ,8728-6101  ,1-52367  ,58.813712711,-5.34436616239,Sa         ,1,0,0.0,0,1,3.971,0.345,0.084,0.015,0.14,0.284,1
manga-8728-6102  ,8728-6102  ,1-52169  ,58.16605547,-5.67800955981,Edc        ,-5,0,0.0,0,0,3.661,0.44,0.074,0.01,-0.03,0.128,1
manga-8728-6103  ,8728-6103  ,1-52368  ,58.8867302008,-5.3679449106,Sb         ,3,1,0.0,1,0,2.953,0.467,0.12,0.013,0.17,0.194,1
manga-8728-6104  ,8728-6104  ,1-52462  ,59.5806067206,-4.7304828676,SBdm       ,8,1,1.0,0,0,2.609,0.161,0.265,0.024,0.36,0.4925,1
manga-8728-9101  ,8728-9101  ,1-51968  ,57.726601324,-6.73140945314,Sd         ,7,0,-0.5,1,0,3.19,0.239,0.302,0.031,0.76,0.6845,0
manga-8728-9102  ,8728-9102  ,1-51941  ,57.9810771081,-6.62948614925,SBbc       ,4,1,1.0,1,0,2.695,0.301,0.055,0.012,0.05,0.1185,1
manga-8931-12701 ,8931-12701 ,1-455661 ,192.888619916,26.7698256527,Sbc        ,4,0,0.0,0,0,3.075,0.195,0.241,0.031,-0.01,0.078,1
manga-8931-12702 ,8931-12702 ,1-622911 ,192.764944171,27.3699662435,SBbc       ,4,0,1.0,0,1,2.576,0.122,0.2,0.018,0.39,0.631,1
manga-8931-12703 ,8931-12703 ,1-456693 ,194.826892235,27.5135195829,SBb        ,3,0,1.0,1,0,3.424,0.211,0.008,0.043,-0.6,0.6225,0
manga-8931-12704 ,8931-12704 ,1-456341 ,194.506503345,27.4896759526,SBab       ,2,0,1.0,0,0,3.878,0.196,0.111,0.008,0.27,0.189,1
manga-8931-12705 ,8931-12705 ,1-456935 ,195.006340293,27.7312425839,Sab        ,2,0,0.0,0,0,3.022,0.19,0.248,0.029,-0.05,0.16,1
manga-8931-1901  ,8931-1901  ,1-456371 ,194.016555995,27.1504441962,SBa        ,1,0,1.0,0,0,3.161,0.324,0.058,0.017,-0.08,0.291,1
manga-8931-1902  ,8931-1902  ,1-591068 ,194.181347734,27.0347535248,SB0        ,-2,0,1.0,1,0,3.059,0.362,0.095,0.006,0.22,0.26,1
manga-8931-3701  ,8931-3701  ,1-456434 ,192.788440765,27.4067939455,Sab        ,2,0,0.0,0,0,3.44,0.257,0.11,0.035,0.17,0.503,1
manga-8931-3702  ,8931-3702  ,1-456381 ,194.060945053,27.5063295051,S0         ,-2,0,0.0,0,0,3.161,0.349,0.116,0.011,0.19,0.346,1
manga-8931-3703  ,8931-3703  ,1-404231 ,194.84645404,28.4886571078,SABa       ,1,1,0.5,0,0,2.746,0.285,0.104,0.01,0.07,0.116,1
manga-8931-3704  ,8931-3704  ,1-456631 ,194.990028889,28.0650886275,SBab       ,2,0,1.0,0,0,2.457,0.363,0.059,1.364,0.26,0.565,1
manga-8931-6101  ,8931-6101  ,1-455681 ,192.397267457,27.1976167177,SBa        ,1,0,1.0,1,0,3.313,0.285,0.195,0.007,0.56,0.231,1
manga-8931-6102  ,8931-6102  ,1-455685 ,192.365509997,27.2676531196,SB0a       ,0,0,1.0,0,0,4.042,0.251,0.068,0.016,-0.18,0.374,1
manga-8931-6103  ,8931-6103  ,1-591183 ,194.806227507,27.7746020056,SB0        ,-2,0,1.0,0,1,3.876,0.285,0.033,0.221,-27.94,2.744,0
manga-8931-6104  ,8931-6104  ,1-456355 ,194.299822629,27.1033454667,SBb        ,3,0,1.0,1,0,3.236,0.259,0.03,0.022,0.01,0.0625,1
manga-8931-9101  ,8931-9101  ,1-455633 ,193.073835675,27.085552231,SBab       ,2,0,1.0,0,0,3.703,0.181,0.127,0.016,0.28,0.456,1
manga-8931-9102  ,8931-9102  ,1-456526 ,194.16002111,28.1062643769,Edc        ,-5,1,0.0,0,0,3.437,0.213,0.216,0.057,-0.3,0.956,1
manga-8932-12701 ,8932-12701 ,1-456376 ,194.119122354,27.2912463845,SBcd       ,6,0,1.0,0,0,2.899,0.118,0.247,0.023,0.42,0.398,1
manga-8932-12702 ,8932-12702 ,1-456865 ,194.442339202,27.7570477124,Sc         ,5,0,0.0,1,0,3.706,0.193,0.091,0.017,0.52,0.287,1
manga-8932-12703 ,8932-12703 ,1-456583 ,194.557532291,28.1825781033,Sab        ,2,0,-0.5,1,0,3.737,0.19,0.073,0.012,0.16,0.1715,1
manga-8932-12704 ,8932-12704 ,1-457200 ,196.472871111,28.1124344082,SBb        ,3,0,0.75,0,1,2.946,0.167,0.277,0.018,0.17,0.23,1
manga-8932-12705 ,8932-12705 ,1-456353 ,194.345562626,26.9877218828,Sc         ,5,1,0.0,1,0,3.359,0.169,0.309,0.049,0.08,0.2015,1
manga-8932-1901  ,8932-1901  ,1-456540 ,194.176557636,27.5482501672,Sc         ,5,1,0.0,1,0,2.939,0.373,0.065,0.016,0.39,0.2865,1
manga-8932-1902  ,8932-1902  ,1-456924 ,194.872523039,27.850127122,S0         ,-2,0,0.0,1,0,3.342,0.413,0.042,0.004,0.17,0.064,1
manga-8932-3701  ,8932-3701  ,1-456306 ,194.65534007,27.1765554975,SABcd      ,6,0,0.5,0,1,2.459,0.244,0.301,0.006,0.17,0.1345,1
manga-8932-3702  ,8932-3702  ,1-456906 ,194.70063712,28.0187323279,Sab        ,2,1,0.0,0,0,3.234,0.274,0.111,0.05,-0.2,0.3955,0
manga-8932-3703  ,8932-3703  ,1-457176 ,196.019845141,27.8505515326,Sb         ,3,0,0.0,1,0,3.164,0.349,0.091,0.013,0.11,0.1475,1
manga-8932-3704  ,8932-3704  ,1-456656 ,195.523004167,27.297280745,Sb         ,3,0,0.0,1,0,3.453,0.324,0.1,0.011,0.31,0.2255,1
manga-8932-6101  ,8932-6101  ,1-456337 ,194.651506215,27.1041578286,SAB0       ,-2,0,0.5,0,0,3.535,0.316,0.045,0.271,0.1,0.0685,1
manga-8932-6102  ,8932-6102  ,1-457168 ,195.449915936,27.3547939113,Sb         ,3,1,0.0,1,0,3.161,0.25,0.079,0.048,-0.02,0.1345,1
manga-8932-6103  ,8932-6103  ,1-456370 ,194.098996149,27.2339634113,SABa       ,1,1,0.5,0,0,2.811,0.222,0.396,0.032,0.51,0.4715,1
manga-8932-6104  ,8932-6104  ,1-404171 ,195.53610476,28.387091532,SB0a       ,0,0,1.0,0,0,3.849,0.248,0.098,0.004,0.11,0.084,1
manga-8932-9101  ,8932-9101  ,1-457175 ,196.033192066,27.9649688095,SB0        ,-2,0,0.75,0,0,3.253,0.195,0.223,0.012,0.46,0.2715,1
manga-8932-9102  ,8932-9102  ,1-457236 ,196.651709133,27.8729460666,Sa         ,1,1,-0.5,1,1,3.546,0.179,0.247,0.015,0.41,0.2865,1
manga-8933-12701 ,8933-12701 ,1-456759 ,194.144334079,26.4551733355,Sb         ,3,0,0.0,1,0,3.393,0.296,0.186,0.014,0.36,0.2725,1
manga-8933-12702 ,8933-12702 ,1-456320 ,194.007294111,26.756639115,Edc        ,-5,0,0.0,0,0,3.202,0.425,0.082,0.002,0.02,0.0305,1
manga-8933-12703 ,8933-12703 ,1-457198 ,196.302144249,28.1524314734,S0         ,-2,0,0.0,0,0,3.156,0.415,0.076,0.006,-0.01,0.0365,1
manga-8933-12704 ,8933-12704 ,1-456769 ,194.109595216,27.7272602087,Edc        ,-5,0,0.0,0,0,3.016,0.481,0.044,0.01,0.16,0.0825,1
manga-8933-12705 ,8933-12705 ,1-456914 ,194.790172367,27.867392873,E          ,-5,0,0.0,0,0,2.767,0.56,0.059,0.003,0.19,0.103,1
manga-8933-1901  ,8933-1901  ,1-456590 ,194.769340457,27.9109993819,S0a        ,0,0,-0.5,1,0,3.319,0.376,0.07,0.006,0.09,0.077,1
manga-8933-1902  ,8933-1902  ,1-457235 ,196.575872464,27.2550435833,S0a        ,0,0,0.0,0,0,3.291,0.371,0.058,0.004,0.09,0.073,1
manga-8933-3701  ,8933-3701  ,1-456537 ,194.142408186,27.6873335763,Sab        ,2,0,0.0,1,0,3.045,0.393,0.106,0.01,0.29,0.1925,1
manga-8933-3702  ,8933-3702  ,1-456844 ,193.829658071,27.9250483031,S0         ,-2,1,0.0,0,0,3.311,0.303,0.207,0.068,-0.53,0.599,0
manga-8933-3703  ,8933-3703  ,1-456904 ,195.18430745,28.3372970375,S0a        ,0,0,-0.5,1,0,3.212,0.389,0.085,0.001,0.26,0.0885,1
manga-8933-3704  ,8933-3704  ,1-457130 ,195.33049907,27.8604631663,S0a        ,0,1,0.0,0,0,3.057,0.308,0.105,0.296,0.09,0.1925,1
manga-8933-6101  ,8933-6101  ,1-456567 ,194.631687738,27.6734912925,S0         ,-2,0,0.0,0,0,3.058,0.489,0.145,0.003,0.13,0.076,1
manga-8933-6102  ,8933-6102  ,1-456925 ,194.85553911,27.9679392937,S0         ,-2,0,0.0,0,0,4.135,0.307,-0.937,0.121,-0.14,0.121,0
manga-8933-6103  ,8933-6103  ,1-456768 ,194.082472682,27.7510411769,S0         ,-2,0,0.0,0,0,3.279,0.369,0.033,0.011,0.08,0.051,1
manga-8933-6104  ,8933-6104  ,1-456947 ,195.289317739,28.0331075167,E          ,-5,0,0.0,0,0,3.517,0.448,0.04,0.006,0.11,0.0975,1
manga-8933-9101  ,8933-9101  ,1-456862 ,194.511926521,27.978380167,Sa         ,1,0,0.0,1,0,3.134,0.411,0.134,0.018,0.03,0.0875,1
manga-8933-9102  ,8933-9102  ,1-456559 ,194.653147531,27.8494808325,Edc        ,-5,0,0.0,0,0,2.827,0.437,0.109,0.014,0.13,0.1815,1
manga-8934-12701 ,8934-12701 ,1-403703 ,196.162791848,28.6289038434,Sbc        ,4,0,0.0,0,0,3.036,0.183,0.112,0.018,0.2,0.2505,1
manga-8934-12702 ,8934-12702 ,1-456984 ,195.358852894,27.8859851519,SBbc       ,4,0,1.0,0,0,3.456,0.05,0.133,0.011,0.13,0.145,1
manga-8934-12703 ,8934-12703 ,1-403684 ,196.784236491,28.633303933,SABbc      ,4,1,0.5,1,1,3.098,0.447,0.082,0.007,0.08,0.093,1
manga-8934-12704 ,8934-12704 ,1-404168 ,196.0746887,29.0295511486,SB0a       ,0,0,0.75,0,0,3.688,0.221,0.087,0.007,0.13,0.1185,1
manga-8934-12705 ,8934-12705 ,1-403685 ,196.817348641,28.2839220476,SB0a       ,0,0,1.0,0,0,3.89,0.211,0.086,0.014,-0.1,0.246,1
manga-8934-1901  ,8934-1901  ,1-456973 ,195.434092636,28.2143692471,S0         ,-2,0,0.0,1,0,2.862,0.446,0.077,0.006,0.1,0.202,1
manga-8934-1902  ,8934-1902  ,1-457204 ,196.153785777,28.2505334586,Sb         ,3,0,0.0,1,0,2.968,0.419,0.089,0.009,0.16,0.291,1
manga-8934-3701  ,8934-3701  ,1-456772 ,194.02549,27.67798,Sm         ,9,1,0.0,0,1,2.743,0.338,0.309,0.004,0.32,0.141,1
manga-8934-3702  ,8934-3702  ,1-456508 ,193.867402057,27.9496914762,E          ,-5,0,0.0,0,0,3.334,0.306,0.142,0.036,0.37,0.821,1
manga-8934-3703  ,8934-3703  ,1-457122 ,195.121458343,26.6753565674,SBa        ,1,0,1.0,0,0,3.726,0.326,0.086,0.002,0.15,0.0735,1
manga-8934-3704  ,8934-3704  ,1-456380 ,194.199046366,27.4209902014,Sb         ,3,0,0.0,1,0,3.448,0.345,0.066,0.009,0.21,0.319,1
manga-8934-6101  ,8934-6101  ,1-404155 ,195.832506231,28.6172684433,Sa         ,1,0,0.0,1,0,3.387,0.36,0.037,0.012,0.18,0.322,1
manga-8934-6102  ,8934-6102  ,1-457009 ,196.046877685,27.490442753,SAB0a      ,0,0,0.25,0,1,3.263,0.224,0.186,0.011,-0.02,0.061,1
manga-8934-6103  ,8934-6103  ,1-404200 ,195.31565418,28.8721591966,Sc         ,5,0,0.0,1,0,3.112,0.316,0.057,0.012,0.31,0.222,1
manga-8934-6104  ,8934-6104  ,1-404135 ,196.522960268,28.5929539554,SB0        ,-2,0,1.0,0,0,4.117,0.35,0.061,0.002,0.07,0.0455,1
manga-8934-9101  ,8934-9101  ,1-457004 ,196.263744563,27.5370370594,SABbc      ,4,1,0.5,0,0,3.054,0.202,0.177,0.042,0.03,0.165,1
manga-8934-9102  ,8934-9102  ,1-403693 ,196.56296229,28.712201708,Sbc        ,4,1,0.0,1,0,3.283,0.206,0.066,0.06,-0.08,0.275,1
manga-8935-12701 ,8935-12701 ,1-404249 ,194.523423939,29.0173526307,Sc         ,5,0,0.0,1,0,3.575,0.218,0.231,0.038,0.39,0.442,1
manga-8935-12702 ,8935-12702 ,1-404260 ,194.354401874,28.4958325856,Sc         ,5,0,0.0,1,0,3.014,0.22,0.011,0.146,-0.26,0.396,0
manga-8935-12703 ,8935-12703 ,1-623447 ,194.575985397,29.1287943302,Sb         ,3,0,0.0,0,1,3.843,0.182,0.444,0.008,0.16,0.1195,0
manga-8935-12704 ,8935-12704 ,1-403664 ,196.973161414,28.3831807063,Scd        ,6,0,0.0,1,0,3.159,0.224,0.219,0.017,0.96,0.4805,0
manga-8935-12705 ,8935-12705 ,1-404191 ,195.094625216,28.5744704007,SAB0a      ,0,0,0.5,0,0,3.223,0.184,0.025,0.076,-0.45,0.5855,0
manga-8935-1901  ,8935-1901  ,1-457177 ,195.942816887,27.9869307718,Sab        ,2,1,0.0,0,0,3.205,0.357,0.071,0.019,0.2,0.2305,1
manga-8935-1902  ,8935-1902  ,1-457206 ,196.453571937,28.10652776,S0         ,-2,0,-0.5,0,0,2.859,0.583,0.056,0.001,0.31,0.088,1
manga-8935-3701  ,8935-3701  ,1-456773 ,194.149776054,27.7188205933,SBa        ,1,0,1.0,0,0,3.216,0.272,0.112,0.032,0.11,0.208,1
manga-8935-3702  ,8935-3702  ,1-404279 ,194.235751252,28.6233719519,SB0        ,-2,0,1.0,1,0,3.574,0.343,0.037,0.005,0.12,0.0765,1
manga-8935-3703  ,8935-3703  ,1-404265 ,194.562780614,28.5217767152,Sa         ,1,1,0.0,0,0,3.51,0.333,0.19,0.02,0.28,0.286,1
manga-8935-3704  ,8935-3704  ,1-456708 ,194.550114516,27.1276553154,SABa       ,1,1,0.5,0,0,3.046,0.435,0.071,0.012,-0.01,0.052,1
manga-8935-6101  ,8935-6101  ,1-456530 ,194.153758743,27.8848722825,Sb         ,3,1,0.0,1,0,3.219,0.257,0.082,0.067,-0.3,0.4775,0
manga-8935-6102  ,8935-6102  ,1-456516 ,194.191120031,28.0516146988,Edc        ,-5,0,0.0,0,0,3.673,0.26,0.057,0.027,-0.57,0.3845,0
manga-8935-6103  ,8935-6103  ,1-456289 ,195.026189578,27.3007289352,SBb        ,3,0,0.75,0,0,3.507,0.23,0.116,0.016,0.08,0.1365,1
manga-8935-6104  ,8935-6104  ,1-457196 ,195.532908091,27.6483139087,SBab       ,2,0,0.75,0,1,3.52,0.221,0.235,0.008,0.13,0.1085,1
manga-8935-9101  ,8935-9101  ,1-404184 ,195.433289749,28.9995499592,Sb         ,3,0,0.0,1,0,3.37,0.225,0.064,0.008,0.32,0.2055,1
manga-8935-9102  ,8935-9102  ,1-403720 ,196.042616824,29.015429067,S0         ,-2,0,0.0,0,0,3.62,0.206,-0.001,0.023,0.03,0.1095,0
manga-8936-12701 ,8936-12701 ,1-152791 ,117.397790677,30.4166290497,S0         ,-2,0,0.0,0,0,3.826,0.149,0.096,0.018,-0.2,0.1985,0
manga-8936-12702 ,8936-12702 ,1-152720 ,116.635303741,30.4907481287,E          ,-5,0,0.0,0,0,4.204,0.27,0.144,0.413,0.27,0.153,1
manga-8936-12703 ,8936-12703 ,1-201602 ,118.053468969,30.3577361666,SBd        ,7,1,1.0,0,0,2.914,0.081,0.23,0.098,-0.31,0.7485,0
manga-8936-12704 ,8936-12704 ,1-152743 ,116.825263443,30.9904274865,SABcd      ,6,0,0.5,0,1,2.508,0.122,0.38,0.067,0.15,0.3115,1
manga-8936-12705 ,8936-12705 ,1-152579 ,117.317912806,29.6647874781,SABa       ,1,0,0.5,0,0,4.315,0.274,0.287,0.016,0.13,0.1295,1
manga-8936-1901  ,8936-1901  ,1-152742 ,116.771614003,30.9368164997,Sab        ,2,1,0.0,0,0,3.684,0.239,0.089,0.023,-0.22,0.3125,0
manga-8936-1902  ,8936-1902  ,1-152632 ,116.49261901,29.715400785,Sa         ,1,0,0.0,1,0,2.997,0.425,0.118,0.004,0.08,0.0555,1
manga-8936-3701  ,8936-3701  ,1-152763 ,116.825825811,30.0655150464,S0         ,-2,0,0.0,0,0,3.214,0.47,0.183,0.65,0.4,0.157,1
manga-8936-3702  ,8936-3702  ,1-121235 ,116.36044117,32.2681422697,SB0a       ,0,0,0.75,1,0,3.61,0.399,0.04,0.005,0.16,0.118,1
manga-8936-3703  ,8936-3703  ,1-604846 ,117.54378,30.68509,SBd        ,7,0,1.0,0,0,2.727,0.098,0.338,0.064,0.47,0.7665,1
manga-8936-3704  ,8936-3704  ,1-152769 ,117.175198816,30.1717551062,S0         ,-2,0,0.0,1,0,3.465,0.479,0.111,0.023,0.04,0.088,1
