plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,avg_objdec,avg_stellar_vel_lo,avg_stellar_vel_hi,avg_stellar_sigma_1re,avg_ha_z,avg_ha_gsigma_1re,avg_emline_sflux_cen_oiid_3728,avg_emline_sflux_cen_h12_3751,avg_emline_sflux_cen_h11_3771,avg_emline_sflux_cen_hthe_3798,avg_emline_sflux_cen_heta_3836,avg_emline_sflux_cen_neiii_3869,avg_emline_sflux_cen_hzet_3890,avg_emline_sflux_cen_heps_3971,avg_emline_sflux_cen_hdel_4102,avg_emline_sflux_cen_hgam_4341,avg_emline_sflux_cen_heii_4687,avg_emline_sflux_cen_hb_48621,avg_emline_sflux_cen_oiii_4960,avg_emline_sflux_cen_oiii_50081,avg_emline_sflux_cen_ni_5199,avg_emline_sflux_cen_hei_5877,avg_emline_sflux_cen_oi_6302,avg_emline_sflux_cen_oi_6365,avg_emline_sflux_cen_nii_6549,avg_emline_sflux_cen_ha_65641,avg_emline_sflux_cen_nii_65851,avg_emline_sflux_cen_sii_6718,avg_emline_sflux_cen_sii_6732,avg_emline_sflux_cen_hei_7067,avg_emline_sflux_cen_ariii_7137,avg_emline_sflux_cen_ariii_7753,avg_emline_sflux_cen_peta_9017,avg_emline_sflux_cen_siii_9071,avg_emline_sflux_cen_pzet_9231,avg_emline_sflux_cen_siii_9533,avg_emline_sflux_cen_peps_9548
8322-3704,18.26311111,45.71123886,96.10187721,246.8068619,17.80759239,30.47811127,-91.91689301,65.86757469,91.90785027,0.036630406,75.71960831,57.11184692,-0.256983166,2.820647299,3.234597027,2.387204051,5.34660399,6.372231603,1.566794276,8.887487411,16.28581858,-1.334129959,45.71123886,5.458591104,18.26311111,0.566735245,9.441340208,8.648268938,2.985183001,32.2675972,246.8068619,96.10187721,48.51344776,42.68721008,3.295708299,3.969601512,0.425492061,8.635850191,17.74397469,-0.70316685,48.13252735,-4.8258183
8322-6101,11.95947075,23.082407,57.5335598,138.6676407,9.108192205,30.14440727,-85.19235229,106.445507,102.4543839,0.061324207,61.3176527,22.63321066,-1.151603937,0.233944505,-4.732580543,3.862725258,15.94748652,9.004647732,3.001611412,7.441165924,9.940270305,-2.209716372,23.082407,2.202657402,11.95947075,3.516448259,-0.001412854,-2.500004292,4.741779804,19.38880587,138.6676407,57.5335598,16.97953129,16.71526575,-1.568594605,2.414401233,4.801871181,5.833370388,7.116763949,17.98964739,17.81794024,11128.38599
8322-6102,30.98163748,75.57567978,146.8423538,317.5427856,31.71281862,30.3346405,-77.16055107,151.3145676,91.08323669,0.060433989,49.97437,75.43922615,0.50582923,2.389948756,2.395014226,-1.404804856,15.35890746,12.62285924,14.45785284,12.94709182,26.69882965,-4.104791641,75.57567978,5.227438092,30.98163748,5.78234911,4.613828778,7.498206854,7.400188804,51.03485107,317.5427856,146.8423538,48.21494389,30.39627695,-2.475083977,4.484746456,-0.217089121,-1.581451774,10.233109,-17.09506035,28.73924446,-9.31534338
8322-6103,282.550415,363.345459,310.9286804,1261.054443,88.64077759,31.05937958,-71.20098305,92.75760841,59.04165554,0.018589877,31.95087576,792.9830933,5.600300014,0.772806674,3.819963753,21.39528704,8.983099639,62.32973289,59.85504341,81.61745834,154.7532272,9.398258924,363.345459,95.93954659,282.550415,8.671612501,34.99221802,20.8770442,8.422516465,107.2089539,1261.054443,310.9286804,197.0194435,140.684536,5.841558218,29.22851753,9.258085251,5.531839252,116.575901,12.32552552,297.9965057,18.70233774
8322-6104,22.64368629,13.08597326,51.47382545,45.98812008,2.634361684,30.47628403,-155.2398834,143.7155952,114.3885212,0.047039793,180.9512482,49.16450024,-1.46955815,2.665308058,2.523873806,-2.995630145,-0.165224463,2.577569425,0.534235336,-1.634912636,9.424984932,1.794664443,13.08597326,6.684332728,22.64368629,7.168716669,1.742576033,2.482578516,-3.77160579,20.04287481,45.98812008,51.47382545,21.76642227,16.76672077,-0.574161991,4.645746946,2.7661134,9.172680616,4.392678976,4.005686879,6.101576567,2.573285341
8322-9101,370.9203339,246.3226242,166.9482193,830.3409729,199.1774139,31.46795082,-63.74833965,27.9428196,65.47976112,0.018694051,32.04677534,795.0719299,-0.569145232,2.589038849,2.772005379,14.14509344,20.50012827,40.84009647,49.15524197,58.20539379,111.8052082,3.105882466,246.3226242,121.9297523,370.9203339,10.45701408,20.81500721,26.79316807,11.20014358,58.06858444,830.3409729,166.9482193,155.7226334,109.610918,6.905267,18.60752821,6.272998691,3.73317793,61.66423321,16.66882038,165.6440048,12.91860747
8322-9102,16.2785852,41.19527531,77.31419754,174.4051208,17.36065102,31.39076233,-110.5741215,106.7483654,68.18406677,0.045375884,44.392313,41.74620724,-0.449829809,3.286459863,-1.183470771,0.150450952,5.179903358,4.833370507,7.786723733,9.571647882,17.69986582,-2.683695197,41.19527531,2.267426431,16.2785852,4.318991542,-1.441690326,3.17533654,1.540035069,25.24623871,174.4051208,77.31419754,27.76789188,22.49988937,3.149603128,2.414500356,0.621964715,5.442994952,9.887518644,5.79763341,15.87657166,14.45177579
8323-12701,141.1384392,129.6553974,93.25398254,442.4750366,47.37355042,33.84872437,-80.14113235,77.76360512,78.52200699,0.023765978,29.67092991,319.8890762,2.678104222,2.740330994,4.542116046,9.713937283,18.08940244,29.29507589,21.44842482,31.63850927,60.74341679,0.092507149,129.6553974,44.31283379,141.1384392,2.53285718,10.56309748,11.24865746,-0.36628525,32.82392693,442.4750366,93.25398254,89.4171772,64.43486214,2.493458807,5.592547655,-0.181162484,-0.284326975,30.80447149,-1.030107096,79.0191288,8.713470221
8323-12702,281.4913177,110.1471729,31.13372612,364.1621399,20.71994114,34.97861099,-90.22767067,63.98999977,78.92021561,0.023009261,22.77399349,343.5669174,-0.623183608,-1.332144529,0.963780619,5.005550265,23.01702881,22.12681198,23.90489674,31.04973459,46.94302464,-0.811409183,110.1471729,89.94935417,281.4913177,-0.004941769,10.5309763,10.33598781,4.525051355,11.75965643,364.1621399,31.13372612,55.50929546,40.71700478,1.391798347,8.912653446,1.733380586,0.618201762,23.6770463,0.60244365,65.37281704,6.855776668
8323-12703,5.192510486,9.63053751,9.811367273,25.64203262,4.836653113,36.2901001,-80.72468758,121.1525669,56.61448383,0.025209015,26.20433331,21.23157358,-2.459264457,-1.377401352,-1.263882622,-2.078364372,1.775050774,3.398885787,2.874571681,1.198807657,3.854881823,-0.562154055,9.63053751,1.772917539,5.192510486,-0.684838034,-1.170039833,0.898225993,0.772808328,3.691887736,25.64203262,9.811367273,8.932466269,4.878952026,0.483919956,0.502746589,0.804536045,1.544961333,1.375762224,1.568713367,3.005560637,4.293015778
8323-12704,8.51340723,17.34919548,18.30328655,60.54180908,4.945902824,36.00295639,-199.5009193,99.82769012,46.98093891,0.038116755,26.00885153,39.78994751,-3.113274038,1.057742596,4.910945594,7.46410358,2.083379045,6.836056828,3.393694043,1.275066167,9.72691083,-1.093823582,17.34919548,0.982911974,8.51340723,0.05316443,-1.009343907,3.018298268,1.515310675,7.15908432,60.54180908,18.30328655,17.00463247,10.02727413,-0.237203766,-0.626818851,1.226497799,9.413822651,8.193863392,5.378337622,13.45036292,-6.731992006
8323-12705,43.32283211,19.40301895,82.0006218,52.27971649,3.194407403,34.29800797,-222.2719727,208.4848824,122.3766174,0.034006434,127.4068966,63.4495163,1.446784884,6.210416019,5.451993801,2.789314866,9.212688506,9.622219324,5.760683179,-2.723615885,11.04412431,0.829131151,19.40301895,14.87166643,43.32283211,12.46092796,11.42429137,-1.822963476,6.435118198,32.28648376,52.27971649,82.0006218,46.27283382,28.5821476,5.886987567,-9.554375887,3.05116424,-1.865343541,18.08904886,-14.73895407,12.06687975,-1.05770614
8323-1901,86.29949188,39.68893313,62.81122494,53.05285215,4.592311502,36.22871017,-133.3544159,153.3149643,156.8923988,0.025357435,214.9479485,53.96373367,3.095048487,7.79044342,12.61547232,-9.034264803,15.90144491,29.95944309,-16.39109182,7.096908331,30.40527868,-18.7099607,39.68893313,13.27719951,86.29949188,0.468852792,7.037282467,7.195393801,0.120921433,18.85816669,53.05285215,62.81122494,27.7004981,14.0115149,16.67705512,15.60759664,-17.16472769,0.512659192,-7.033986926,-3.581537306,13.14085674,51.4870224
8323-1902,64.00612068,19.65385246,92.39113045,50.91212606,3.319953501,34.00757217,-157.6378403,172.7958755,233.8859558,0.033202516,341.2646484,43.85895348,4.283369556,7.161466241,1.507945523,6.010773897,12.42126751,16.82712317,-1.379995823,-16.27823973,31.90180278,-8.075556993,19.65385246,20.36206675,64.00612068,32.81273842,-4.953803897,16.68369341,-0.306358781,30.92094898,50.91212606,92.39113045,14.4821012,21.51143265,14.3010807,28.98272419,11.46854782,2.83132875,18.0058651,-19.2533164,5.104194343,12.38367844
8323-3701,41.83627319,25.34797621,25.0035429,96.23224831,6.874535084,34.11669922,-69.67935562,77.81759453,47.86321354,0.033203683,45.1930294,70.33149338,0.538720842,1.501725823,1.009419404,3.317286253,3.527495503,6.160461426,4.050896049,5.81227541,8.82673049,-1.893130451,25.34797621,14.30691552,41.83627319,2.014227122,-0.674108367,5.276612163,0.139693733,9.084891558,96.23224831,25.0035429,24.14937353,19.12157631,3.606046677,1.718957216,3.032310188,4.823220968,10.08174634,2.745557845,24.3483448,7.425596833
8323-3702,23.18895864,11.31635344,23.5402813,24.88374805,1.541307837,34.379673,-40.59852219,58.12205887,91.84463501,0.024500515,77.56847763,14.83003306,0.440399528,3.743370712,6.818035007,2.908395052,13.00416124,5.314268827,-4.930557251,1.91111663,10.124156,1.242087826,11.31635344,1.887446135,23.18895864,5.211837828,-5.419649124,-9.267704725,6.854307294,11.02129292,24.88374805,23.5402813,11.50263476,9.107293129,-0.641758785,0.331725836,1.485024195,5.316815138,4.424704254,0.276103871,8.991906643,1.30536592
8323-3703,30.09289694,56.10846806,127.0563126,230.2479095,12.18711686,34.68107605,-106.2757282,141.3779449,117.8969612,0.067635197,75.29715157,74.26623344,-3.223067701,-1.225757018,3.553851828,10.58314681,2.485133767,10.02579141,7.796938181,6.05000627,27.52851009,-2.079135478,56.10846806,7.834603429,30.09289694,9.904153585,-2.520541161,6.539884686,6.451428294,40.42724705,230.2479095,127.0563126,57.09614754,39.29154491,0.703919381,3.851474643,0.394838765,-1.112036556,9.052837372,-1.970888287,15.24883032,12.10780811
8323-3704,6.218126655,23.40521288,29.97640419,102.5840302,5.945249438,34.41982269,-83.15891647,76.91220856,54.16935539,0.034391343,38.90892982,18.80578804,0.23616476,2.319941282,0.691103246,4.559155464,4.114289999,2.35800162,1.127998516,4.14954257,8.521923065,0.889253438,23.40521288,2.994708538,6.218126655,-0.740903422,-2.722836316,1.002794489,-0.0943719,10.81082344,102.5840302,29.97640419,14.65024638,10.10026121,3.253302574,-0.426313803,6.354100704,-16.74282742,-3.260202825,-1.39784497,8.957136154,-3.823147237
8323-6101,55.86408806,47.89344025,140.9803391,156.9301147,10.80129743,34.08710098,-139.8792267,158.4128647,127.6824322,0.033754072,73.02642822,89.0185833,2.442407921,-1.320072427,2.470058441,8.606939048,6.005548239,9.186901093,10.62684572,6.564230323,29.78534889,-16.86287475,47.89344025,13.62394929,55.86408806,22.72426939,-6.235468745,3.729125202,0.202329018,40.98104763,156.9301147,140.9803391,54.25875378,44.82098007,-9.355983734,16.17713737,1.233082294,-19.43521786,-14.69738913,-2.907463014,17.41352177,26.43957663
8323-6102,6.598279119,1.593695641,12.1166532,10.23846793,4.304329634,34.75865555,-75.0529089,78.03112602,164.9270592,0.050328285,433.5320816,8.628473759,-0.865005881,3.047293365,-0.60996592,0.656867556,-1.945921719,-3.659764886,-1.448175896,-6.752843499,3.800667942,-2.606561244,1.593695641,2.971624911,6.598279119,1.931231707,10.28967452,-0.402518079,1.909663916,6.373193264,10.23846793,12.1166532,1.867198884,1.518666327,9.262200117,3.5697878,6.054268122,-7.959151387,2.472012997,-0.324288964,-2.634902418,-7.611462951
8323-6103,66.11370659,69.4390583,359.0668793,402.0526352,24.75229597,36.47994995,-169.511425,94.64738464,98.35653305,0.023307493,129.1307564,173.7063675,3.324393213,1.448746622,10.33198839,3.526385307,14.13452765,18.7347846,0.490505517,13.89813352,23.33033657,-3.089926183,69.4390583,10.03671622,66.11370659,14.89471984,47.76017761,51.5305481,11.96049714,118.8143349,402.0526352,359.0668793,148.2418861,109.4259853,1.867116749,7.527032256,5.208820224,-6.423642516,45.04986954,3.277957976,97.46494293,6.403335929
8323-6104,9.658619165,13.89941239,14.94313431,48.95276833,3.239001989,35.24593735,-96.72051239,53.43256378,25.66387463,0.015862453,28.13078928,47.04041958,2.058381021,3.379003823,2.877800047,3.132302046,3.392344713,5.815621495,1.479900867,7.176575065,5.468979955,-0.677987993,13.89941239,3.534117162,9.658619165,-0.97142677,2.018972129,4.374279141,1.509003401,5.044575095,48.95276833,14.94313431,16.86153603,11.93694592,-1.635484129,-1.244073629,-0.473312341,1.984507799,1.720510304,-20.87036943,10.35335469,4.626448512
8323-9102,77.72461891,84.3416748,72.95422935,334.7440948,18.78030586,35.00983047,-87.88881874,72.88786793,69.17088127,0.038372008,32.14420509,217.2464867,0.220217627,4.276294351,3.502469212,6.422435641,8.963770032,11.68362331,4.415955365,16.39543152,36.42826939,-0.611026671,84.3416748,23.36212158,77.72461891,4.067679882,7.777121663,12.47901154,3.580895185,23.60908079,334.7440948,72.95422935,75.14661407,50.47865868,0.537166074,5.689876676,1.880160481,10.34059358,24.9694066,2.429098099,70.06194496,-3.47730273
8324-12701,26.39472532,33.25973415,293.3138351,298.8966446,20.37566996,46.70069885,-191.6555328,107.139164,85.23973274,0.02734862,107.3887653,72.65274239,1.794517308,-2.163376391,2.302443787,0.677767292,14.86293411,6.726225853,4.474515975,7.15035522,13.39956951,6.264605761,33.25973415,6.995987892,26.39472532,14.44919157,18.42495871,30.68907356,9.212137222,96.92056084,298.8966446,293.3138351,68.51858139,51.27169323,1.433306187,2.424958974,4.75305301,2.40686059,9.173559427,0.392112982,33.3955965,5.603210568
8324-12702,43.77966785,21.12889862,55.65071487,51.44102573,13.0727191,46.34175873,-113.5953979,147.6979828,102.5348167,0.029824055,40.74424362,54.69317055,-2.938645661,-3.170320988,5.30081293,1.372970074,15.53211546,5.406990886,-0.899619207,-3.323897004,18.10583115,1.910950929,21.12889862,8.979397297,43.77966785,17.79208064,-12.3871752,8.562113047,4.349937081,24.17248678,51.44102573,55.65071487,36.66624355,23.58474302,0.402343605,3.622606963,2.318671554,26.26066971,34.36830235,4.802568674,6.710774899,1.794344962
8324-12703,8.109538078,42.95790482,63.70769882,178.0032158,29.51837969,46.54792786,-92.93324089,91.55688858,51.6203928,0.050421455,28.43833971,48.45762253,3.65851146,2.417496085,3.499663651,0.332418326,-5.100496888,-1.906951517,5.344027996,2.901037335,17.78775692,0.864902407,42.95790482,3.097386241,8.109538078,2.888165593,-1.839303493,3.359126329,-1.751938134,22.40588903,178.0032158,63.70769882,24.56609678,16.04939961,-1.281731337,-0.18979774,1.728230387,3.485462427,10.76712465,2.801123917,3.543464541,4.364963412
8324-12704,12.61630368,27.83502722,30.61380625,92.2731266,5.857707262,46.41838074,-144.9813595,131.42453,53.62155914,0.039121093,26.71434116,54.01743603,1.469430089,3.5416435,1.302852809,3.876028299,6.772186279,6.277630806,-0.256128358,7.621524334,15.9345746,-1.288375378,27.83502722,3.463722587,12.61630368,0.531046227,-0.081042813,4.488723636,2.672657192,9.354197264,92.2731266,30.61380625,22.85752964,15.49454713,0.93956688,-0.658853814,-2.146256268,2.406202197,10.34496927,4.285052359,16.78533554,1.307983637
8324-12705,4.89702525,6.625820652,10.09456231,27.0109888,2.140422165,45.28384018,-111.201025,109.1833267,50.86237907,0.03579987,31.04216099,17.28045315,1.888324374,-0.475439519,-1.500451764,-0.398298632,-0.326594017,2.861889044,2.478176028,0.595786557,4.163477346,-1.208547371,6.625820652,0.117575705,4.89702525,2.235649431,0.434236236,1.030194639,0.153293741,2.960692257,27.0109888,10.09456231,9.871620417,5.72792571,-0.574857087,-0.096318488,-1.163223662,15.11492769,10.61911853,-3.848266721,-6.804526865,1.369185153
8324-1901,13.241629,12.57318234,14.08562422,15.81633019,1.79520762,47.67664719,-48.16201782,92.72914696,138.3180695,0.027808447,490.9532089,1.524835497,4.369753301,0.457800873,8.592018366,-8.27921176,8.803056747,5.360675661,-0.480799139,1.707929105,0.732928395,-8.108013928,12.57318234,2.725360334,13.241629,11.22770286,-1.842407376,2.61950177,4.558131814,5.216653101,15.81633019,14.08562422,2.420249321,1.454491556,6.849740148,-3.237282932,5.547666669,8.876826257,-3.457408249,10.96118033,-1.703415632,-2.058892518
8324-1902,20.28178883,8.359694362,17.40549088,22.9341073,1.383749574,47.15138245,-32.0071907,58.50416374,106.6667423,0.028831152,76.95451736,34.08226395,2.355142981,-0.40972425,0.556224644,11.73725724,17.48168373,2.555793315,-4.360049367,-1.010800421,5.9851529,-4.6349231,8.359694362,5.380473495,20.28178883,4.808549821,2.85820049,2.211125076,-2.544063807,8.115763783,22.9341073,17.40549088,16.89568806,5.720569849,1.633420557,3.284083307,-4.580826283,5.465264797,9.822033167,3.838234067,-1.097009301,7.021926761
8324-3701,38.87581253,56.90349865,157.0085793,206.459404,13.05431151,45.42683792,-45.39827919,88.59777832,174.4717674,0.035736232,180.7702713,59.36168766,4.202834815,6.714540064,1.949138522,5.148089647,6.627999425,14.84972811,6.358829439,5.366612434,32.44616747,-4.347972631,56.90349865,9.160745978,38.87581253,20.28149319,-0.417792827,8.350657701,4.683357477,63.97356987,206.459404,157.0085793,42.98679543,31.53723621,11.28495622,7.005030274,16.28816223,11.43703902,12.38092828,-6.387423038,14.60215402,13.21402264
8324-3702,29.35146379,56.22631168,85.88152122,284.9827881,16.40769672,47.26857376,-92.80935478,78.63920784,52.86557198,0.026605541,29.22401857,103.2451801,2.452929139,1.459751397,-1.048853144,1.604044229,2.536681052,9.84440279,6.789740682,12.5269773,24.07378817,-0.942759752,56.22631168,9.710009336,29.35146379,1.827685952,5.5317626,12.46036959,0.9037164,28.38513899,284.9827881,85.88152122,66.33955383,47.42433739,2.917027235,4.213228106,2.804595172,1.385340497,9.608044863,2.51543206,72.87955475,-7.427182078
8324-3703,6.489785552,8.259933829,14.87967658,9.169565439,0.996833719,46.87176514,-77.0373354,82.10067654,265.5082703,0.13561321,430.9846878,6.436248422,1.072594851,0.545232296,0.850181177,-0.654557168,-3.144654661,1.314240962,-1.130392849,-0.735225588,1.633688331,-1.113260925,8.259933829,1.630547926,6.489785552,10.80399704,-2.311718643,5.392466903,0.64411357,6.876653194,9.169565439,14.87967658,6.730355263,-1.654357851,3.665777922,-2.370890856,-0.427252211,5.47593987,-150.5391273,-999,-999,-999
8324-3704,6.810691833,14.65915966,24.13170815,57.77701378,3.008189261,46.5807724,-59.81610012,56.3808527,41.88170147,0.029396017,30.62468386,10.50239229,-0.471202828,0.360033503,-1.272041947,4.989566803,7.020960927,4.023378074,4.086041689,3.815141857,9.123389721,-0.550760336,14.65915966,3.245167971,6.810691833,0.541080996,-2.520546466,-0.422835542,0.547611974,9.677088261,57.77701378,24.13170815,7.914324284,5.654339552,1.306052864,0.988287568,3.944776833,11.87368608,20.66958618,0.326585162,3.493612289,5.921592832
8324-6101,13.12322426,9.890078068,32.58594608,30.94479227,1.835349947,45.99054718,-142.6661224,112.3255768,225.2724419,0.137991413,217.7875252,25.98592281,-0.103423164,-0.730653986,1.172087561,-1.002744257,0.340867758,4.524420977,-0.991290733,0.912579753,7.689626336,-2.991193652,9.890078068,6.926712155,13.12322426,2.086756557,1.696277589,2.952440739,6.079252243,9.169221163,30.94479227,32.58594608,12.52002978,7.415536165,-8.826408148,1.008407801,2.963056087,36.02778816,-999,-999,-999,-999
8324-6102,10.90677643,17.47312164,19.64201307,68.31316185,5.583347082,45.67564011,-118.1631756,88.28469467,50.06420422,0.028479582,22.41863918,35.51672935,0.546697304,0.861775383,3.488988578,2.930989027,2.592451453,1.136364102,2.800943196,1.762890518,7.513620496,-2.202361137,17.47312164,7.48695457,10.90677643,-1.018234968,-2.345483571,5.904678464,-1.750141054,6.329133511,68.31316185,19.64201307,19.5255847,13.56900525,1.901383758,-0.051366265,-3.88288492,1.505621642,3.879563749,3.640996695,12.57318234,7.536911011
8324-6103,14.23510385,36.69994926,88.2143383,206.6654015,11.76583552,47.93963242,-129.8673229,126.8262291,79.83180618,0.027314125,47.68849945,38.00929642,-0.247359354,2.975799918,1.262952894,3.091996133,4.360086232,14.49471354,5.433435321,4.643450499,13.40933013,1.883907944,36.69994926,2.324107707,14.23510385,5.382010937,9.663938284,9.180009842,0.657873699,29.64187717,206.6654015,88.2143383,36.73532104,24.21477747,2.015877187,2.424069583,-0.331629101,2.820998073,17.10340405,6.69098866,22.7505784,3.580809832
8324-6104,76.1538868,54.82886696,436.1227264,302.9615707,17.62370157,46.33882904,-201.216732,126.3313103,138.4232712,0.057468365,219.3370743,208.9025726,-3.872736394,4.52421391,4.211268634,3.61168341,32.26471758,21.90029335,7.332115471,8.875510216,20.77559662,7.090109706,54.82886696,26.70962191,76.1538868,21.24675035,27.16020536,41.11648178,16.37829804,169.7593956,302.9615707,436.1227264,97.07564545,73.79784966,3.432678699,9.235087156,4.64636296,-10.50331044,8.586862445,-7.794355154,24.71957254,7.42895329
8324-9101,23.65632534,91.66502571,155.5611076,426.2898254,28.69768,45.91265869,-147.95158,87.06387901,68.10616493,0.028772314,39.40291882,99.48404503,-0.615268752,3.882822931,6.811619759,12.90395427,18.82428622,20.24180651,10.167418,18.38054085,32.83434105,2.008462489,91.66502571,3.361135006,23.65632534,7.179759383,7.334250569,19.9492259,3.842775941,58.98494434,426.2898254,155.5611076,74.02072334,50.78294277,3.354446471,3.791907907,0.395367861,8.079459786,25.82790136,6.01909101,57.27163982,5.825557709
8324-9102,9.090685606,11.96213508,11.8756578,41.03466892,4.759109378,47.86833572,-51.65351009,99.5891571,63.55136395,0.026848511,28.47841644,27.98133516,-3.236314893,1.420526251,4.030932844,0.150864229,6.972519875,5.564698815,-0.579349339,0.702208161,8.300306797,-2.418442011,11.96213508,2.640343249,9.090685606,0.197014213,-2.080636948,2.284377515,2.140825778,6.080516338,41.03466892,11.8756578,10.42734742,9.616690397,1.925377995,0.251300749,0.022023842,1.790979892,6.452855349,-2.327656686,-4.634954929,-1.211360648
8325-12701,4.276068211,16.28326702,21.42174435,54.7970438,3.021005929,45.83342361,-118.7620506,118.8737087,52.96905518,0.042971122,31.54118776,27.67241716,0.82501021,-0.074192522,1.308465689,1.179705888,-0.797705457,0.67050904,3.196109712,5.059216499,6.581668139,0.248153277,16.28326702,-0.343561508,4.276068211,1.397833407,-2.768344581,2.903147101,-0.07917608,7.934335589,54.7970438,21.42174435,11.79842091,8.556809902,1.368640244,1.446653217,-0.482573621,-0.752268121,6.967508554,-1.996821821,-15.23837471,-13.72051859
8325-12702,757.1408844,376.5935287,176.361721,1268.932526,89.85989952,47.14767838,-90.13344765,55.83073997,58.85668278,0.042055528,37.01006317,975.3596039,8.040703297,5.794407129,14.86400247,12.9926548,42.50899315,64.80280876,69.00375175,94.00448418,169.9280968,2.956311822,376.5935287,254.286747,757.1408844,5.616745353,50.57610893,26.905972,12.99382091,60.22659016,1268.932526,176.361721,172.6390572,130.3749352,9.416998386,32.85022449,7.583271861,3.538672686,111.0613136,14.2224586,280.53125,5.898253441
8325-12703,25.87890434,64.99107552,170.6709824,313.9915009,19.04397249,47.25305939,-186.846508,175.6472435,108.3778515,0.028141541,83.66131401,46.13827324,3.014293134,4.124219477,6.930298388,9.326874614,13.77959847,11.46939921,8.813894987,12.79180193,22.94501352,-2.613604963,64.99107552,2.561968327,25.87890434,11.57724357,22.88107157,17.25077057,1.309924215,59.10046673,313.9915009,170.6709824,49.63475132,41.06023502,-1.745893896,2.929500222,6.837779999,5.005375028,20.61032248,3.650036454,43.62780094,9.778095245
8325-12704,3.380825698,1.241154186,5.119486213,4.481576502,1.104054272,47.90640259,-341.1347275,241.7818642,252.4714737,0.143593818,553.6626816,0.833711043,0.37054434,-0.313739181,0.903416157,-1.489129871,-1.381541401,-0.460408475,-0.620781742,0.509260893,1.654392555,0.887854338,1.241154186,0.489643589,3.380825698,0.459802829,-1.9782933,-1.393781036,1.132118389,1.558893114,4.481576502,5.119486213,0.0308286,0.266827054,1.059187904,1.234574407,-1.221900761,3.050601393,-999,-999,-999,-999
8325-12705,6.583705187,17.0520072,21.08296204,55.53772163,4.801330924,47.27371979,-118.2474499,77.11502552,43.10690594,0.039350647,28.48419428,23.7562871,-1.268042237,1.799417108,3.453428805,3.437205136,1.564147659,3.688495278,0.829775602,1.343977183,8.071419477,-0.039234217,17.0520072,2.673987627,6.583705187,-0.237801713,-0.759560227,1.923882425,2.423196614,6.790581346,55.53772163,21.08296204,12.50458121,8.64358902,0.084032598,-1.565801352,-1.352238059,-2.796700001,2.725471318,5.088665128,8.436085939,0.184655845
8325-1901,17.67623091,12.46975946,20.72259521,23.85790491,1.484993994,46.39054871,-84.57557869,94.54048729,106.1262016,0.040802781,92.44405556,47.19260597,-1.63444224,0.526169002,0.593843102,-2.484171122,4.137465179,4.236517191,-6.535637617,2.227646589,5.960055351,-6.673737049,12.46975946,-0.332135782,17.67623091,3.406718254,-2.375524655,2.907531381,4.972341657,4.89952457,23.85790491,20.72259521,15.72944689,12.71941447,8.550782442,-0.186123006,-0.308574926,5.259895682,-6.280316353,1.46532315,-0.081870964,13.4643085
8325-1902,7.673370361,3.564048767,12.39637923,12.94615459,0.723491386,46.06183243,-69.33279228,82.87102699,56.60019398,0.040044632,63.11332989,17.1827879,-2.046881139,2.56344378,5.862181425,1.423051059,1.550143853,5.250811517,-4.021900892,-1.68345359,3.170096755,0.861325711,3.564048767,0.935567379,7.673370361,0.390221523,-7.522746921,-0.76176548,1.657669187,4.551361918,12.94615459,12.39637923,4.825436711,4.514077902,1.221170485,0.525609292,4.23194927,-3.176611602,-2.292783141,-1.140731111,3.305603206,15.45916438
8325-3701,167.0073853,121.8680897,67.2808876,414.1567917,73.18932152,46.71442795,-114.5833931,124.8440323,60.37836361,0.040795298,36.93291378,326.6958771,2.488518119,0.424966291,0.297793955,7.925433159,5.186141253,17.23893213,15.78194952,27.79762983,49.11396694,4.028012037,121.8680897,54.63540173,167.0073853,4.153861225,9.871284723,12.87090635,2.612430692,23.28778553,414.1567917,67.2808876,79.3047924,53.82854176,2.519343019,9.724920988,2.341150224,-3.525496721,19.33627892,4.707547784,66.89956474,14.13594151
8325-3702,47.39859676,43.2167387,26.64095068,141.4383888,11.75508165,47.95618439,-90.0777092,53.49454212,41.69528294,0.015346473,21.99046135,124.753767,-0.479938433,0.542335004,-3.490061522,3.204883456,-2.326508403,6.472607851,6.939051628,12.90041113,20.06949711,-4.148925304,43.2167387,13.42347002,47.39859676,0.784020126,2.675130665,5.246971488,1.987187028,10.45232821,141.4383888,26.64095068,34.06171417,22.30111313,4.591549993,1.944063336,3.886792064,2.238622665,10.15385938,14.5241456,28.65054321,0.590462413
8325-3703,21.49721289,20.5450058,14.432827,72.22550392,20.29277563,46.43955994,-73.84890556,83.40385246,59.79321671,0.026292318,28.25050259,49.85292816,2.141883671,-1.028378144,-2.69963479,0.347763397,3.424385399,3.072952688,-0.029986333,5.514941931,7.574144125,-0.289484832,20.5450058,4.788279772,21.49721289,-0.192448653,1.116464108,4.269634724,2.718752146,6.738721728,72.22550392,14.432827,20.12445068,13.85570741,0.581946298,-0.646693766,0.726883292,-0.388009381,-0.823546261,3.398897231,10.90636897,1.619862407
