plateifu,Classification,log(N/Ha),log(O/Hb)
8561-9102,Unclassified,-0.053175154,0.103279203
8562-12701,Passive,-0.393771743,0.218479156
8562-12702,SFG,-0.700392865,0.072464328
8562-12703,SFG,-0.205185486,-0.154853269
8562-12704,Passive,0.133300503,0.401000459
8562-12705,Unclassified,0.124290248,0.197287628
8562-1901,Passive,-0.258442766,-0.057136442
8562-1902,Passive,-1.253018693,0.107084605
8562-3701,Passive,0.157674751,0.024853296
8562-3702,SFG,-0.438724461,-0.715377807
8562-3703,SFG,-0.364108089,-0.452493825
8562-3704,Passive,-0.016927539,0.370293088
8562-6101,AGN,-0.285420551,0.840822072
8562-6102,SFG,-0.054155949,0.024150129
8562-6103,SFG,-0.346497923,-0.717481095
8562-6104,Passive,0.152710798,-0.051003214
8562-9101,Passive,0.193470578,1.940433463
8562-9102,AGN,0.035695397,0.237484933
8563-12701,SFG,-0.342621198,-0.356998685
8563-12702,Unclassified,-0.518830574,-0.270894458
8563-12703,Unclassified,-0.439658959,-0.119596007
8563-12704,Unclassified,-0.855345949,0.221972925
8563-12705,AGN,0.146879039,0.139362505
8563-1901,Unclassified,-0.424548955,-0.90672622
8563-1902,SFG,-0.218287988,-0.221163396
8563-3701,SFG,-0.520917585,-0.229459772
8563-3702,SFG,-0.342084264,-0.374498398
8563-3703,Unclassified,0.180725132,0.211994161
8563-3704,SFG,-0.847446305,0.153338067
8563-6101,Unclassified,-0.294612375,-0.043791333
8563-6102,SFG,-0.626894314,-0.014695183
8563-6103,Unclassified,-0.559597,-0.105101264
8563-6104,SFG,-0.376703127,-0.501516395
8563-9101,Passive,-0.597042969,-0.184229374
8563-9102,SFG,-0.667703804,0.025774443
8564-12701,SFG,-0.426768477,-0.53046565
8564-12702,Unclassified,-0.395609272,-0.577205002
8564-12703,SFG,-0.464802049,-0.272485938
8564-12704,Passive,0.274878342,0.340224894
8564-12705,AGN,-0.119276483,0.221411044
8564-1901,SFG,-0.749543041,0.063895583
8564-1902,Passive,-0.374179523,-0.139412051
8564-3701,SFG,-0.74242133,0.115525311
8564-3702,SFG,-0.425017137,-0.480502931
8564-3703,Passive,-0.045554088,0.033877565
8564-3704,AGN,0.283815202,0.171915917
8564-6101,Passive,-0.091657026,-1.081191469
8564-6102,Unclassified,-0.41325364,-0.503095513
8564-6103,Unclassified,-0.4767513,-0.146431086
8564-6104,SFG,-0.936964951,0.264853247
8564-9101,SFG,-0.624733194,-0.146473529
8564-9102,Unclassified,-0.163563898,0.035871742
8565-12701,SFG,-1.39614633,-1.35402278
8565-12702,Unclassified,0.025897254,0.183980179
8565-12703,SFG,-0.771802504,0.151504078
8565-12704,Unclassified,-0.609144956,-0.093977118
8565-12705,SFG,-0.447190921,-0.414570549
8565-1902,SFG,-0.137563465,-0.350303073
8565-3701,SFG,-0.384282965,-0.521337207
8565-3702,Passive,-0.68938761,0.206223525
8565-3703,AGN,-0.042500066,1.046744033
8565-3704,SFG,-0.83008385,0.253706959
8565-6101,SFG,-0.32994183,0.180400243
8565-6102,SFG,-0.534057784,-0.199263957
8565-6103,SFG,-0.340592801,-0.41646017
8565-6104,SFG,-1.002842877,0.429084969
8565-9101,SFG,-0.637603209,-0.05677569
8565-9102,SFG,-0.549960759,-0.184618054
8566-12701,Passive,0.146553331,0.261817041
8566-12702,SFG,-0.459723681,-0.278786232
8566-12703,Unclassified,-0.431000859,-0.413417343
8566-12704,SFG,-0.405086635,-0.591658132
8566-12705,SFG,-0.500573161,-0.80994877
8566-1901,Passive,0.212158789,-0.125544089
8566-1902,Passive,-0.881949068,-0.120422062
8566-3701,SFG,-0.430849108,-0.254265931
8566-3702,Unclassified,-0.070270201,0.133704732
8566-3703,SFG,-0.48432503,-0.200577322
8566-3704,SFG,-0.826613376,0.445690268
8566-6101,Passive,0.351894068,0.296504102
8566-6102,Unclassified,0.200405932,0.421780824
8566-6103,SFG,-0.808511198,0.23225217
8566-6104,Passive,-0.133984913,0.026369117
8566-9101,AGN,0.020752602,0.011596851
8566-9102,AGN,0.398936405,0.229348765
8567-12701,SFG,-0.49047706,-0.782458463
8567-12702,Passive,-0.320122578,0.215442047
8567-12703,SFG,-0.414260952,-0.32792435
8567-12704,Unclassified,-0.400024634,-0.270082293
8567-12705,Passive,0.243733839,0.432176984
8567-1901,Passive,-0.334580135,0.940685786
8567-1902,SFG,-0.406161451,-0.32615827
8567-3701,SFG,-0.382133471,-0.36697452
8567-3702,Passive,0.172094797,0.216739851
8567-3703,Passive,-0.164432344,0.142163301
8567-3704,Passive,0.116213722,0.471960618
8567-6101,SFG,-0.307159928,-0.364655637
8567-6102,SFG,-0.858184637,0.243184259
8567-6103,SFG,-0.366564814,-0.641492911
8567-6104,Passive,-0.016513583,0.595438198
8567-9101,SFG,-0.779082144,0.138291667
8567-9102,SFG,-0.387194505,-0.46690119
8568-12701,Passive,0.065744491,-0.132947954
8568-12702,SFG,-0.441994034,-0.398604082
8568-12703,Unclassified,-0.421666292,-0.797757784
8568-12704,Unclassified,-0.002435222,-0.064076985
8568-12705,SFG,-0.437339771,-0.537352093
8568-1901,AGN,0.240225596,0.248922842
8568-1902,Passive,-0.062952864,0.008517102
8568-3701,Passive,-0.079945491,0.156405384
8568-3703,SFG,-0.772237716,0.258887159
8568-3704,SFG,-0.351362901,-0.420027657
8568-6101,SFG,-0.30272464,-0.348343927
8568-6102,Passive,0.112519974,1.093616058
8568-6103,SFG,-0.440416545,-0.389631862
8568-6104,Unclassified,0.195977195,0.351430859
8568-9101,SFG,-0.135562533,-0.178888633
8568-9102,Passive,-0.263679715,0.206502726
8588-12701,Passive,-0.059819884,0.257958783
8588-12702,SFG,-0.511494377,-0.444026252
8588-12703,SFG,-0.481248376,-0.511619218
8588-12704,AGN,0.056369247,0.735468444
8588-12705,SFG,-0.451339124,-0.580165089
8588-1901,SFG,-0.381545116,-0.325400134
8588-1902,Unclassified,0.199457936,1.354710942
8588-3701,Passive,0.141906617,0.236240281
8588-3702,AGN,-0.035462159,0.285185237
8588-3703,SFG,-0.511016262,-0.400390697
8588-3704,Passive,0.216555138,0.760790429
8588-6101,SFG,-0.163367621,-0.129318784
8588-6103,Passive,-0.309796253,-0.563823591
8588-6104,Unclassified,0.019036949,0.306704545
8588-9101,AGN,-0.051716563,0.10181998
8588-9102,SFG,-0.280395841,-0.438228641
8589-12701,SFG,-0.577126813,-0.308259797
8589-12702,SFG,-0.393484672,-0.34136714
8589-12703,SFG,-0.500429217,-0.262314834
8589-12704,SFG,-0.499812922,-0.530547872
8589-12705,Unclassified,0.12425317,0.426046395
8589-1901,Passive,-0.490303955,0.35998065
8589-1902,SFG,-0.02928905,-0.034381704
8589-3701,Passive,-0.171889825,0.331845625
8589-3702,Unclassified,0.017320214,0.23572489
8589-3703,Passive,0.013197381,-1.126756994
8589-3704,AGN,-0.372350159,0.648843836
8589-6101,Passive,-0.161833545,0.69833532
8589-6102,Passive,0.160643927,-0.027480525
8589-6103,Passive,-0.078231748,0.587136757
8589-6104,Passive,-0.546187798,-0.410425973
8589-9101,SFG,-0.370818154,-0.577014611
8589-9102,Passive,-0.353937907,-0.458392098
8591-12701,SFG,-0.601498689,-0.199962663
8591-12702,SFG,-0.540423245,-0.229327522
8591-12703,Passive,-0.244900508,0.100131219
8591-12704,Passive,-0.440203865,-0.027723155
8591-12705,SFG,-0.269269818,-0.328014262
8591-1901,Passive,-0.67786673,-0.350666734
8591-1902,Passive,0.524853714,0.033679209
8591-3701,Passive,0.218849918,0.080150904
8591-3702,Passive,-0.115143951,0.509409846
8591-3703,SFG,-0.560248774,-0.032597232
8591-3704,Passive,-0.556117235,0.398978291
8591-6101,Unclassified,0.092069629,0.048539886
8591-6102,Passive,0.45207549,0.267477199
8591-6103,Passive,-0.159492112,-0.227844121
8591-6104,Unclassified,-0.058171712,0.144109633
8591-9101,AGN,0.051859279,0.318300855
8591-9102,Unclassified,-0.395264379,-0.614353266
8592-12701,SFG,-0.862114969,0.296959759
8592-12702,SFG,-0.505991169,-0.246204883
8592-12703,Passive,0.417144397,0.130964636
8592-12704,Passive,-0.065246637,0.914013412
8592-12705,Passive,-0.271436106,0.017336413
8592-1901,Passive,0.256812136,0.084274942
8592-1902,Unclassified,-0.550013729,-0.021280454
8592-3701,Passive,0.038487715,0.135682782
8592-3702,SFG,-0.516997257,-0.073638255
8592-3703,SFG,-0.40318914,-0.648650404
8592-3704,SFG,-0.562504555,-0.099803651
8592-6101,SFG,-0.422327114,-0.65688138
8592-6102,AGN,-0.054198083,0.070223433
8592-6103,Passive,0.26927169,2.508027281
8592-6104,SFG,-0.463714582,-0.05750336
8592-9101,SFG,-0.401124427,-0.517638553
8592-9102,Passive,-0.067213204,0.171034855
8593-12701,SFG,-0.222503536,-0.187961883
8593-12702,SFG,-0.491818783,-0.227046956
8593-12703,SFG,-0.302074858,-0.226419715
8593-12704,SFG,-0.15937737,-0.266562722
8593-12705,AGN,0.102753476,0.504407315
8593-1901,SFG,-0.4817642,-0.071961568
8593-1902,Passive,0.105869893,0.403552773
8593-3701,Passive,0.249653239,0.173161447
8593-3702,Unclassified,0.24462747,0.205410919
8593-3703,AGN,0.106540362,-0.016686685
8593-3704,Passive,0.209118148,-0.050541725
8593-6101,Passive,0.142799428,0.277172601
8593-6102,Passive,0.143002988,0.017280939
8593-6103,AGN,0.193927849,0.289168516
8593-6104,SFG,-0.14837103,-0.00846164
8593-9101,Passive,-2.383869169,-0.073442844
8593-9102,SFG,-0.868587629,0.233776045
8595-12701,Passive,-0.036838786,0.030917276
8595-12702,SFG,-0.42815943,-0.448075479
8595-12703,Unclassified,-0.462170971,-0.448408422
8595-12704,SFG,-0.142669712,0.072930557
8595-12705,SFG,-0.069843204,0.041812915
8595-1901,Passive,-0.246345516,0.477304466
8595-1902,SFG,-0.400707258,-0.143905637
8595-3702,Unclassified,-0.047896189,0.05985353
8595-3703,SFG,-0.120034108,-0.326632317
8595-3704,SFG,-0.343904922,-0.597030567
8595-6101,Passive,-0.04798596,-0.30257509
8595-6102,Unclassified,-0.391298148,-0.415144612
8595-6103,SFG,-0.468511992,-0.604321274
8595-6104,SFG,-0.380879146,-0.394925312
8595-9101,Passive,-0.08917878,-0.182268788
8595-9102,Passive,0.124526075,0.514797726
8596-12701,Passive,0.249475468,0.110350772
8596-12702,AGN,-0.107524802,0.411888773
8596-12703,SFG,-0.488636567,-0.145460209
8596-12704,AGN,0.370450382,0.303500965
8596-12705,Unclassified,-0.473053127,-0.2863796
8596-1902,SFG,-0.212611803,0.216400721
8596-3701,AGN,0.188154926,0.290113356
8596-3702,Unclassified,-0.090432726,-0.065758455
8596-3703,Passive,-0.046861338,-0.274064789
8596-3704,Unclassified,0.393776194,0.683046493
8596-6101,AGN,0.112469413,0.269370208
8596-6102,SFG,-0.469105639,-0.616064391
8596-6103,SFG,-0.833755343,0.29038539
8596-6104,SFG,-0.220734269,-0.302276533
8596-9101,SFG,-0.530775786,-0.678311674
8596-9102,Passive,0.292638644,0.174050027
8597-12701,Unclassified,-0.384619327,-1.134958183
8597-12702,AGN,0.217725773,0.297780189
8597-12703,AGN,0.025499126,0.265553803
8597-12704,Passive,0.148998327,0.388531259
8597-12705,SFG,-0.480444106,-0.491979208
8597-1901,SFG,-0.443298842,-0.142700504
8597-1902,Passive,-0.055606931,-0.057047401
8597-3701,Passive,0.202694959,-0.164058618
8597-3702,SFG,-0.50338115,-0.836385875
8597-3703,AGN,0.119026445,0.029857478
8597-3704,AGN,0.139726659,0.149780724
8597-6101,Passive,-0.151827505,-0.334297256
8597-6102,Passive,0.1690504,0.335002366
8597-6103,SFG,-0.479335508,-0.740498278
8597-6104,SFG,-0.684737078,0.002664697
8597-9101,Passive,0.303830894,0.346118032
8597-9102,SFG,-0.488137708,-0.470939275
8598-12701,SFG,-0.343515471,-0.289264958
8598-12702,SFG,-0.313290309,-0.298187912
8598-12703,Passive,0.31306616,0.212517893
8598-12704,SFG,-0.833619617,0.297478482
8598-12705,Passive,-0.296298389,-0.398219586
8598-1901,Unclassified,-0.518685314,-0.458529536
8598-1902,Passive,-0.087504922,1.690157539
8598-3701,Passive,0.036552345,0.396451985
8598-3702,SFG,-0.726832754,0.212976987
8598-3703,SFG,-0.575921429,-0.164938525
8598-3704,Passive,0.089632431,-0.030915115
8598-6101,Passive,0.187907118,-0.042285565
8598-6102,Passive,-0.22849279,-0.459139684
8598-6103,SFG,-0.533036756,-0.189500926
8598-6104,Passive,0.193168543,0.492525806
8598-9101,Passive,0.135692795,0.317042651
8598-9102,AGN,-0.104246239,0.393746767
8600-12701,SFG,-0.348062758,-0.581464687
8600-12702,Unclassified,-0.1401147,0.491860975
8600-12703,Passive,0.240444409,0.097918638
8600-12704,SFG,-0.519472526,-0.50082684
8600-12705,Unclassified,-0.453849214,-0.649629941
8600-1901,SFG,-0.572747115,-0.151559031
8600-1902,Unclassified,-0.153473852,0.44702903
8600-3701,Unclassified,-0.554414914,-0.143541986
8600-3702,Passive,-1.255897513,0.166639677
8600-3703,Unclassified,0.128492016,0.419333094
8600-3704,SFG,-0.391712621,-0.5977699
8600-6101,Passive,0.282379225,0.363121828
8600-6102,Unclassified,-0.299900178,-0.315945581
8600-6103,Passive,0.083553028,0.497050046
8600-6104,SFG,-0.456805001,-0.275950734
8600-9101,Passive,0.149446788,-0.051756578
8600-9102,Passive,-0.071129848,-0.013663794
8601-12701,Unclassified,-0.047247117,0.267380914
8601-12702,SFG,-0.451033086,-0.563644835
8601-12703,SFG,0.932925484,-0.596412072
8601-12704,Passive,-0.6409976,-0.295730562
8601-12705,AGN,-0.071599389,0.483642909
8601-1901,Passive,0.097097821,-0.244192371
8601-1902,Passive,-0.095417759,0.284201235
8601-3702,Unclassified,0.07406922,0.046277095
8601-3703,SFG,-0.947853375,0.344135428
8601-3704,Passive,-0.377934386,-0.967283325
8601-6101,Passive,0.21101436,0.177249229
8601-6102,Passive,-0.251601586,-0.268091213
8601-6103,SFG,-0.13475719,-0.115628659
8601-6104,Unclassified,0.227773633,0.507229875
8601-9101,SFG,-0.384880263,-0.367573718
8601-9102,Passive,-0.043290167,-0.212230333
8602-12701,AGN,0.280450282,0.319350402
8602-12702,Unclassified,-0.35625952,-0.093398063
8602-12703,Passive,1.120340873,0.1143113
8602-12704,Passive,-0.012944756,0.2062104
8602-12705,Unclassified,0.126971158,0.351745562
8602-1901,Unclassified,-0.000738785,0.00334729
8602-1902,Passive,0.170919456,0.228468272
8602-3701,SFG,-0.357721415,-0.512399018
8602-3702,Passive,0.030980174,-0.113564301
8602-3703,Passive,-0.009560609,-0.255910884
8602-3704,Passive,0.267181669,-0.585182656
8602-6101,Passive,-0.273749473,-0.177535441
8602-6102,SFG,-0.542848286,-0.462251584
8602-6103,Unclassified,-0.449143256,-0.569964248
8602-6104,SFG,-0.305132217,-0.109173816
8602-9101,SFG,-0.484974031,-0.339084678
8602-9102,Passive,0.080814328,0.211283827
8603-12701,Passive,0.247159642,0.189497591
8603-12702,Passive,0.142145006,0.175399825
8603-12703,Unclassified,-0.111665466,-0.022198559
8603-12704,SFG,-0.458000039,-0.770254448
8603-12705,Passive,0.028153271,0.518406437
8603-1901,Passive,0.02394955,-0.062361011
8603-1902,Passive,-0.081965117,0.194415073
8603-3701,Passive,0.146379821,-0.076325921
8603-3702,Passive,0.164057214,-0.197857144
8603-3703,Passive,0.228654389,0.190575156
8603-3704,Passive,-0.008499105,0.16988295
8603-6101,AGN,0.280351446,0.052489411
8603-6102,Passive,-0.127330928,-0.113239371
8603-6103,SFG,-0.488549234,-0.612490463
8603-6104,Unclassified,-0.072495359,0.27209285
8603-9101,Passive,-0.055942294,0.080016769
8603-9102,SFG,-0.324386437,-0.408060802
8604-12701,Unclassified,0.143341453,0.58459334
8604-12702,SFG,-0.323983944,-0.49751576
8604-12703,Unclassified,0.261709998,0.587613266
8604-12704,SFG,-0.524607889,-0.649232013
8604-12705,Passive,0.014689409,0.253919568
8604-1901,Passive,0.160616609,-0.030162728
8604-1902,Passive,0.364887379,0.343088265
8604-3701,Passive,-0.099580946,-0.102470799
8604-3702,Unclassified,-0.37852068,-0.242884813
8604-3703,Passive,-0.120429416,0.223623762
8604-3704,Passive,0.621208017,-0.29147341
8604-6101,SFG,-0.564972804,-0.030658526
8604-6102,AGN,0.133464118,0.270598431
8604-6103,Passive,0.187608836,0.393537216
8604-6104,Unclassified,0.206370151,0.07173163
8604-9101,Passive,-0.430092988,0.021321863
8604-9102,SFG,-0.640675012,-0.046155042
8606-12701,AGN,0.266532168,0.596895141
8606-12702,Passive,-0.041876951,0.377528954
8606-12703,Passive,0.312799824,0.047474382
8606-12704,Passive,-0.807726927,0.248001671
8606-12705,SFG,-0.483990583,-0.57379126
8606-1901,Passive,-0.578683142,-0.263553369
8606-1902,Passive,-0.580075932,-0.151041828
8606-3701,AGN,0.237176738,0.313964997
8606-3702,Passive,0.054975641,0.217174609
8606-3703,SFG,-0.324702427,-0.351394287
8606-3704,Passive,-0.281019569,-0.146462932
8606-6101,SFG,-0.464085581,-0.503563257
8606-6102,Passive,-0.29443712,-0.045619781
8606-6103,Unclassified,-0.150280135,-0.112326857
8606-6104,Passive,0.24474259,-0.154206957
8606-9101,Passive,-0.759831818,-0.094652836
8606-9102,SFG,-0.669298394,0.069098402
8610-12701,Unclassified,-0.171003487,-0.188157152
8610-12702,Unclassified,-0.145327769,-0.195765832
8610-12703,SFG,-0.155328569,-0.276317805
8610-12704,SFG,-0.889113945,0.32989237
8610-12705,Passive,-0.267220364,0.159352726
8610-1901,SFG,-0.745724112,0.171263147
8610-1902,Passive,0.203414221,0.123116511
8610-3701,SFG,-0.570794005,0.10986854
8610-3702,SFG,-0.425895977,-0.539785868
8610-3703,SFG,-0.69139354,0.185135738
8610-3704,SFG,-0.332402084,-0.182352656
8610-6101,SFG,-0.352670905,-0.236630257
8610-6102,SFG,-0.498238016,-0.297555437
8610-6103,SFG,-0.482392303,-0.439996336
8610-6104,Passive,-0.377328939,-0.101491748
8610-9101,Passive,-0.312089311,0.249530843
8610-9102,Passive,-1.134417159,-0.03276324
8611-12701,SFG,-0.469421817,-0.399395556
8611-12702,SFG,-0.266076663,0.01288727
8611-12703,SFG,-0.120421526,0.039776952
8611-12704,SFG,-0.356318471,-0.490818589
8611-12705,SFG,-0.716842107,-0.084291544
8611-1901,Passive,-0.336567691,-0.152671337
8611-1902,Passive,-0.014091924,0.619275383
8611-3701,Unclassified,0.220801552,0.35723781
8611-3702,SFG,-0.309846865,-0.459510996
8611-3703,Passive,0.616239419,0.138147532
8611-3704,AGN,-0.124968983,0.334442827
8611-6101,AGN,0.024551038,0.184151388
8611-6102,SFG,-0.444077498,-0.599382846
8611-6103,SFG,-0.442304996,-0.601252486
8611-6104,SFG,-1.369464935,0.651637935
8611-9101,Passive,-0.057766224,0.176456076
8611-9102,SFG,-0.237848206,-0.265262551
8612-12701,Unclassified,-0.635223188,-0.01306569
8612-12702,AGN,0.04155184,0.432550269
8612-12703,SFG,-0.593767527,-0.136947669
8612-12704,AGN,0.041419413,1.01391312
8612-12705,SFG,-0.20805856,0.208283779
8612-1901,AGN,0.262322506,-0.494967967
8612-1902,SFG,-0.414429805,0.122587059
8612-3701,Passive,0.033239446,0.406807819
8612-3702,Passive,0.377159723,0.331291775
8612-3703,Passive,0.469342658,0.478906334
8612-3704,AGN,-0.039752489,0.072242265
8612-6101,Unclassified,0.27335226,0.254286748
8612-6102,Unclassified,0.028426818,0.112855718
8612-6103,Passive,-0.373445997,0.102120032
8612-6104,SFG,-0.136891713,-0.067726297
8612-9101,SFG,-0.526436882,-0.502980741
8612-9102,Passive,-0.292507277,-0.299122154
8613-12701,SFG,-0.490530327,-0.830739442
8613-12702,AGN,0.044918971,0.37058425
8613-12703,SFG,-0.494667407,-0.156455063
8613-12704,Passive,0.020291071,0.41010728
8613-12705,Passive,-0.122058992,-0.262440535
8613-1901,Passive,-0.093204684,0.494216805
8613-1902,SFG,-0.394583459,0.024234614
8613-3701,Passive,-0.013122105,0.338945349
8613-3702,Passive,0.15723715,-0.014350283
8613-3703,Passive,-0.101139872,0.424920857
8613-3704,Passive,-0.417128848,-0.393287377
8613-6101,SFG,-0.360633618,-0.537217647
8613-6102,Passive,0.360843194,0.106539071
8613-6103,Unclassified,0.141582875,0.501652968
8613-6104,Passive,0.139550159,0.479319547
8613-9101,Unclassified,-0.090505517,0.157606805
8613-9102,Passive,0.190785713,0.367858675
8614-12701,Passive,0.623137298,-0.261496188
8614-12702,SFG,-0.647794238,-0.033721231
8614-12703,AGN,-0.091778286,0.868583632
8614-12704,SFG,-0.193516565,-0.188983047
8614-12705,Passive,-0.112093024,-0.075317166
8614-1901,Passive,-0.71716576,-0.174909396
8614-1902,Passive,0.102178285,0.523065723
8614-3701,Passive,0.010906782,0.464678278
8614-3702,Passive,0.415948165,0.26816722
8614-3703,AGN,0.23544014,0.16017379
8614-3704,Passive,-0.409297261,-0.285207055
8614-6101,SFG,-0.412951466,-0.404752703
8614-6102,SFG,-0.400478119,-0.517546604
8614-6103,Passive,-0.763670148,-0.252624566
8614-6104,Passive,-0.084497361,0.277811379
8614-9101,Passive,0.460445085,0.231424279
8614-9102,Passive,0.082153656,0.29752158
8624-12701,Passive,0.14630835,0.047818611
8624-12702,SFG,-0.315428358,-0.372867894
8624-12703,SFG,-0.322977696,-0.516746534
8624-12704,Passive,-0.126167821,0.064530199
8624-12705,SFG,-0.840270749,0.191844274
8624-1901,Passive,0.091060553,-0.140381681
8624-1902,SFG,-0.654848829,0.044636666
8624-3701,Unclassified,0.328908269,1.018893131
8624-3702,AGN,0.417536423,0.8805788
8624-3703,Passive,-0.091182051,1.225355049
8624-3704,Passive,0.063206263,1.669937957
8624-6101,Passive,0.275418161,-0.02587844
8624-6102,SFG,-0.496892468,-0.543557036
8624-6103,Unclassified,-0.412122258,-0.855027012
8624-6104,Passive,-0.895082921,-0.060455159
8624-9101,SFG,-0.473903981,-0.504034709
8624-9102,SFG,-0.346206484,-0.618575267
8625-12701,Unclassified,0.06053079,0.254366686
8625-12702,SFG,-0.44209161,-0.387703225
8625-12703,Unclassified,0.141051263,0.372896514
8625-12704,AGN,0.341781483,0.057377081
8625-12705,SFG,-0.479385091,-0.745758035
