plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,Classification
11941-12705,83.17691612,24.00948191,133.9347878,115.6581039,10.45522523,AGN
11941-1901,9.795677423,52.27995872,84.48166084,268.5064545,39.23336124,SFG
11941-1902,31.88288784,25.59434575,89.13770676,88.8110466,6.664332151,AGN
11941-3702,239.6110535,120.5205708,806.933075,399.96241,25.00637531,AGN
11941-3703,26.92880774,9.555864871,54.79087353,32.90891027,2.204919726,Passive
11941-3704,1.756537914,1.819852922,0.263270725,1.617856175,0.198010419,Passive
11941-6101,8.862072945,37.22947693,41.51246357,137.4993706,8.540626526,SFG
11941-6102,1.991986126,-2.843889475,0.069692023,3.009332955,0.252580009,Passive
11941-6103,33.09033298,35.60547924,136.8867989,161.6141129,10.05416369,SFG
11941-6104,16.60826254,49.33194923,64.99748039,209.874485,12.11945939,SFG
11941-9101,633.1513062,251.2656555,71.65275574,810.2572174,45.36441135,SFG
11941-9102,18.56391907,32.74811029,89.02964783,183.4957352,11.70828581,SFG
11942-12701,28.71811152,30.04763508,128.3676643,201.0005074,11.05767369,SFG
11942-12702,14.06746721,78.51015282,97.86260986,324.0493927,32.5782361,SFG
11942-12703,6.619323969,7.451190948,27.27303886,39.11067772,3.951106846,Unclassified
11942-12704,135.691906,231.7457428,268.9807281,930.3152924,254.2088432,SFG
11942-12705,60.27289677,42.3498348,175.8851662,78.6545496,5.153203905,Unclassified
11942-1901,0.262555117,0.923660835,2.487982929,6.178599755,1.551079114,Passive
11942-1902,24.77331877,24.01534426,52.09528446,57.51476669,3.765317857,Unclassified
11942-3701,6.533646743,5.708807309,5.720868905,3.005804936,0.487873405,Passive
11942-3702,62.86316681,21.23031259,94.98561096,93.24106979,5.209257722,Unclassified
11942-3703,13.79573143,18.27624156,23.90761948,33.79033041,3.224637687,Unclassified
11942-6101,6.5372082,9.738081932,19.70003033,45.48022842,2.957661629,Passive
11942-6102,197.0638885,66.94978428,18.19901466,211.681263,16.06744862,SFG
11942-6103,22.34042645,28.0775671,88.3511982,136.1134644,8.251265764,SFG
11942-6104,16.71166325,17.38064671,40.48322773,54.15069485,20.48380136,SFG
11942-9101,4.883962512,5.792201877,10.9283967,17.86351681,13.1559124,SFG
11942-9102,5.554019451,-0.220002467,-0.645359904,1.636456281,0.413551852,Passive
11943-12701,15.28308249,7.867893338,22.04818392,27.49159575,5.322228312,Unclassified
11943-12702,0.612280287,2.961416751,0.403545387,1.810467929,0.387365527,Passive
11943-12703,3.208998322,0.627742499,0.622960132,0.586509671,0.464973398,Passive
11943-12704,0.871425887,-0.833879729,-0.518211981,0.219131788,0.107354974,Passive
11943-12705,14.19175879,15.04211934,3.997721831,8.030299505,1.050116022,Passive
11943-1901,13.97507318,16.76882044,2.516717116,7.655726592,0.60984079,Passive
11943-1902,4.017603815,0.281095326,-0.985738486,10.85284138,1.302502602,Passive
11943-3701,47.8341198,105.7502098,137.7082443,404.4063644,26.83289385,SFG
11943-3702,34.88114548,124.1686745,257.8060532,545.2079926,33.51446247,SFG
11943-3703,47.58287144,147.3975906,266.2776794,699.9062653,45.13785458,SFG
11943-3704,200.0203705,366.8012619,668.2519531,1852.105103,109.9945354,SFG
11943-6101,-3.152584314,19.86982656,7.320403814,16.88361001,3.201540112,Unclassified
11943-6102,19.51194525,12.28291821,40.01870632,64.44351959,5.46455133,Unclassified
11943-6103,14.1059049,15.8366073,3.044704358,8.885952314,1.325094263,Passive
11943-6104,2599.469666,581.393631,1580.777863,2307.634094,151.5722504,AGN
11943-9101,10.66834605,9.612544596,6.544675827,18.31350398,2.196512997,Passive
11943-9102,21.04540491,14.89818811,38.76228905,22.09764791,2.052792549,Passive
11944-12701,196.0962868,77.43978119,201.7379341,314.4896317,20.94720125,AGN
11944-12702,7.734684505,12.97559693,9.910859823,39.73576406,3.001163185,Unclassified
11944-12703,73.3383522,80.45738411,96.07304764,332.580368,18.82195997,SFG
11944-12704,1307.075348,332.7731018,1099.125336,1013.641586,67.2987442,AGN
11944-12705,36.38439846,17.75865233,58.29003143,37.89445543,2.43750006,Passive
11944-1901,13.86834216,8.627480637,4.490886331,5.607088953,0.631260633,Passive
11944-1902,30.2353282,13.38319755,51.16569996,37.92885876,2.336705148,Passive
11944-3701,12.00526309,5.164613485,2.289147794,8.873465538,0.584080681,Passive
11944-3702,11.81643295,24.68338394,31.07068777,94.8867836,7.761094093,SFG
11944-3703,20.68525791,23.43908596,13.86331415,74.22852516,8.39632225,SFG
11944-3704,32.113451,21.93195891,87.41285706,62.6816349,3.579046428,Unclassified
11944-6101,38.20633411,27.18078411,108.6711731,75.0691576,4.92284286,Unclassified
11944-6102,12.51303887,6.139148355,19.74211502,6.213502705,1.248384595,Passive
11944-6103,13.17729044,35.37172985,46.70876503,123.9996529,7.91127193,SFG
11944-6104,65.5540905,25.04312122,63.23989677,69.62156296,3.906509399,Unclassified
11944-9101,53.30310726,156.9074783,408.1888504,909.4892426,54.07794857,SFG
11944-9102,14.75340652,17.65399297,0.045784801,3.099381685,0.876708448,Passive
11945-12701,11.17921519,20.96902847,42.94821262,94.87143707,9.92583704,SFG
11945-12702,34.72471619,65.40317535,65.55782127,225.5281143,13.60091901,SFG
11945-12703,1.852757692,2.83912313,1.711726815,3.141227752,0.275126569,Passive
11945-12704,7.252817869,14.91762972,18.79838133,52.72500896,3.596281588,Unclassified
11945-12705,8.082195163,46.17726326,75.16531563,240.1032944,14.82122731,SFG
11945-1901,61.54071236,20.5821801,41.40428352,18.62355232,2.125834137,Passive
11945-1902,55.02948952,33.38887358,130.6821594,140.1985817,8.863776445,AGN
11945-3701,62.88890362,15.33850384,63.11561966,50.55943108,3.360831201,Unclassified
11945-3702,10.33241892,16.26115227,32.27009392,65.63030815,3.916505158,Unclassified
11945-3703,45.74392319,11.37427163,24.79103851,53.88941479,3.39721179,Unclassified
11945-3704,24.63774729,16.67963743,99.51847649,84.36742401,5.738920331,Unclassified
11945-6101,26.02751875,99.52913857,194.9016647,543.0533447,28.5200882,SFG
11945-6102,30.66068363,44.10031414,153.9673691,265.9535522,14.41810441,SFG
11945-6103,92.15461922,150.9271851,211.5609436,712.4485016,40.14266205,SFG
11945-6104,61.2817049,141.326458,507.3338318,837.4025116,51.26494026,SFG
11945-9101,7.545590043,12.2182126,20.73168087,53.64204502,3.176823497,Unclassified
11945-9102,21.08478546,20.40718126,82.68628693,102.6213226,6.306725502,SFG
11946-12701,20.06751585,36.31453228,89.84576416,196.381218,10.8398931,SFG
11946-12702,12.73080873,13.29477859,32.74266434,68.06847763,6.605302572,SFG
11946-12703,43.68663216,24.5817399,21.14340734,65.9697485,4.119401574,Unclassified
11946-12704,25.94576073,64.72308159,137.5543137,390.7613373,20.3718524,SFG
11946-12705,12.92987394,11.48950166,12.92406487,10.49866605,1.232603505,Passive
11946-1901,58.91946983,34.2422471,65.59023094,46.69665909,2.628872275,Passive
11946-1902,3.255143464,0.078155726,0.180111164,4.636954546,0.515909567,Passive
11946-3701,55.82195759,119.5367851,274.560463,619.2221832,40.17464447,SFG
11946-3702,28.55556011,5.964906402,44.42062378,44.1893425,3.262535632,Unclassified
11946-3703,421.3809891,1701.284241,3070.024658,6433.651855,431.8829651,SFG
11946-3704,24.43387318,3.927890003,25.48033905,20.79502845,1.226717755,Passive
11946-6101,17.73417473,5.256246991,23.57560873,13.20234704,0.878704667,Passive
11946-6102,44.69511509,6.080999136,73.78845978,57.66270065,3.345199883,Unclassified
11946-6103,14.61496782,36.33868313,69.59757423,235.5814819,12.19180894,SFG
11946-6104,4.898113092,8.622737885,3.162129879,2.656601191,0.355540146,Passive
11946-9101,49.38331699,35.20688009,117.0425739,144.4924736,12.87125325,AGN
11946-9102,37.3303957,17.67252994,30.95715475,16.72983277,1.254519492,Passive
11947-12701,47.68058395,43.24152946,128.9756165,227.7980576,15.33927321,SFG
11947-12702,3.905117154,7.42316705,12.98782468,10.83391809,0.84817189,Passive
11947-12703,45.83608341,75.06165314,236.2266884,333.1269989,35.66262817,SFG
11947-12704,423.9499741,341.9651871,1952.223785,1372.37146,81.17513847,AGN
11947-12705,19.71887541,18.93023729,66.90352249,88.65833664,7.972093463,SFG
11947-1901,99.51194191,110.9568901,90.37344742,331.4577332,46.58115482,SFG
11947-1902,39.2034111,13.32015991,24.03462529,17.40197325,1.824996322,Passive
11947-3701,13.20679736,10.6624012,34.16795826,8.47884059,1.368033946,Passive
11947-3702,41.77928734,19.99898982,125.9099216,100.5044823,7.109058022,AGN
11947-3703,70.56558418,23.27382612,130.5019321,64.92564964,4.220490992,Unclassified
11947-3704,11.4925406,40.55180168,89.54854202,220.3698921,14.26368976,SFG
11947-6101,15.03133551,16.20605977,9.390354792,8.587681135,1.325755914,Passive
11947-6102,7.4893291,12.68254662,33.98466873,74.58040619,7.613493681,SFG
11947-6103,44.4181366,25.27634573,98.3181324,106.7423153,9.937365055,AGN
11947-6104,20.47526407,12.45938337,36.11126041,46.24663258,2.664482296,Passive
11947-9101,26.05979443,29.49111629,14.97126269,23.46089458,1.865610689,Passive
11947-9102,620.7731781,91.58355331,629.7253876,591.2093201,36.27651882,AGN
11948-12701,30.88301134,62.00673485,88.99756813,282.5515518,16.03368831,SFG
11948-12702,6.872116089,15.5822072,22.27816582,65.08325005,3.838536322,Unclassified
11948-12703,105.5735264,40.76626825,289.9477158,141.3003807,12.01726151,AGN
11948-12704,6.176796913,20.65678596,38.21282101,74.22882271,7.07490015,SFG
11948-12705,14.64587665,8.541412249,9.190416574,8.835762739,0.80075261,Passive
11948-1901,382.49543,390.593811,394.3157654,1369.083954,80.32408333,SFG
11948-1902,46.30042839,143.8476677,228.6070442,586.7497253,34.65905094,SFG
11948-3701,25.78094912,17.91841626,77.99678612,53.10866451,3.306012332,Unclassified
11948-3702,2.671955921,4.704504758,9.654159904,16.36902142,1.912085533,Passive
11948-3703,0.424954847,1.616128206,7.579908848,8.711278141,1.157002032,Passive
11948-3704,339.3084717,189.4839554,322.9768829,823.2527161,51.70100594,SFG
11948-6101,7.689170957,16.65507174,15.54778862,50.31030846,2.963561535,Passive
11948-6102,33.26249313,45.23987007,41.34963036,152.2708702,23.21270275,SFG
11948-6103,4.659511725,15.34302966,-5.288786093,4.730055491,0.405700465,Passive
11948-6104,12.04353205,13.17486604,4.052930593,4.493659655,0.47935461,Passive
11948-9101,29.40159559,21.22316694,108.8840904,106.2402115,6.435230017,AGN
11948-9102,51.09217262,66.9386673,63.25065708,216.2038574,34.2916851,SFG
11949-12701,4.898839831,31.71468973,61.81347752,172.5394249,11.02294874,SFG
11949-12702,24.35490847,23.78375125,66.72879601,63.02576256,12.04904914,AGN
11949-12703,7.348425508,10.06380224,24.09718323,42.67970848,6.486434579,SFG
11949-12704,22.51651716,12.22439635,48.08173561,34.49869394,2.040054411,Passive
11949-12705,12.68800068,6.908231735,4.549129009,4.434696198,0.428993831,Passive
11949-1902,27.11736441,10.81865096,28.0866456,32.29432964,2.057930976,Passive
11949-3701,17.39713669,12.72321987,29.68614483,22.5940218,1.57581237,Passive
11949-3702,26.89771795,75.97034645,238.6124573,523.2371826,29.63550711,SFG
11949-3703,39.14571667,8.074988604,12.60081935,32.01543808,3.339216709,Unclassified
11949-3704,18.78486586,19.62752986,64.40593147,44.75510979,2.803107321,Passive
11949-6101,14.3287859,13.36890411,44.04496098,26.1611886,2.981251061,Passive
11949-6102,53.98561668,25.83695173,84.27565575,62.39571476,5.486333013,Unclassified
11949-6103,13.33126354,22.2158254,5.267056783,9.040601412,1.66156431,Passive
11949-6104,8.546176195,7.121611238,0.808836274,3.985920653,0.535229571,Passive
11949-9101,67.73168945,255.0743408,496.0718384,1168.265442,62.89867401,SFG
11949-9102,15.23111057,64.61014748,123.4524345,310.164299,19.0080142,SFG
11950-12702,16.8414011,6.365524948,8.979624629,13.19444239,0.96857743,Passive
11950-12704,15.57187827,23.65534376,20.28735521,79.48163545,6.444182515,SFG
11950-3703,72.08579826,22.26447588,78.72005653,66.88241577,6.602817535,AGN
11950-6103,56.05295086,5.581584424,94.04874611,54.33172703,3.606420696,Unclassified
11950-9101,31.64794683,2.943216737,62.50788879,101.3187065,14.82970452,AGN
11951-12701,5.894498467,9.071338058,19.44128895,31.05276775,1.743904889,Passive
11951-12702,291.1987839,35.96511364,150.9927597,122.5004063,7.699704766,AGN
11951-12703,16.76530552,19.05455589,14.9177916,63.18736267,5.525237679,Unclassified
11951-12704,48.11486816,17.71532202,133.2792892,54.09985638,4.181300998,Unclassified
11951-12705,7.555693626,9.168507814,1.755852968,15.88509607,1.93717733,Passive
11951-1901,39.66906548,40.66387558,43.36005497,115.056469,6.471952319,SFG
11951-1902,14.44448161,22.2900672,22.67328978,86.10568047,6.005054355,SFG
11951-3701,28.18955994,45.36256981,46.13457584,169.6388588,12.22972298,SFG
11951-3702,4.35722506,3.744497836,12.64016938,8.408519983,2.163946241,Passive
11951-3703,12.47351146,35.249506,45.99991608,130.554142,6.498970032,SFG
11951-3704,16.58890033,4.989405155,12.43998742,13.43029571,1.28827396,Passive
11951-6102,6.250284672,3.989070833,6.459213376,4.738784433,0.416570861,Passive
11951-6103,6.662564119,7.097717762,-5.017542362,4.481084347,0.958966076,Passive
11951-6104,20.79016161,12.47081983,70.370821,39.95569801,2.395250022,Passive
11951-9101,9.962380886,10.82415584,0.98925215,8.185880542,0.948085889,Passive
11951-9102,13.79708457,29.81112576,56.72100449,149.5557518,14.89401817,SFG
11953-12701,14.84440851,33.17663383,38.51187897,129.0141716,7.304419398,SFG
11953-12702,11.71115685,24.10673046,51.05462646,110.4031162,6.569908857,SFG
11953-12703,8.536789179,14.62234902,17.9547205,61.53556061,4.329803705,Unclassified
11953-12704,9.565201759,17.81065989,19.39901829,59.05868435,6.366946876,SFG
11953-12705,18.68387699,15.23846364,10.3776989,49.1981802,9.578459501,SFG
11953-1901,12.57179856,-1.076535061,11.49905396,10.91952252,0.680468366,Passive
11953-1902,35.09126854,18.27672338,43.47376442,37.2526083,2.926114738,Passive
11953-3701,10.31848621,-5.194689393,4.669550538,13.31382632,0.948781937,Passive
11953-3702,153.5134773,22.75346231,265.1791077,138.8505096,8.877285004,AGN
11953-3703,3.255907595,0.561092779,6.089154959,5.140972972,0.461064912,Passive
11953-3704,38.61865807,19.34837747,85.46696281,62.86663532,3.412582636,Unclassified
11953-6101,41.04076767,110.9550953,296.0117493,583.2828979,33.6438427,SFG
11953-6102,30.77364683,16.51030815,53.1160078,25.67526293,1.692577332,Passive
11953-6103,21.82332611,13.62821811,4.023236804,10.20615268,0.9330668,Passive
11953-6104,0.961200396,7.423113664,1.983291547,1.377792637,0.565676709,Passive
11953-9101,65.15255165,48.28621197,23.85367823,153.7033577,25.4107275,SFG
11953-9102,2.02140069,7.816750124,2.557862982,4.007554308,0.498755671,Passive
11954-12701,7.785786748,27.5214262,42.02279282,124.4096394,7.25899291,SFG
11954-12702,3.291204691,3.797212005,6.944595337,16.11019611,2.622753203,Passive
11954-12703,13.21205807,28.3520422,30.51126289,96.61474419,6.73862195,SFG
11954-12704,53.80090904,100.9926643,442.9030914,693.3699799,51.99987125,SFG
11954-12705,34.88499069,37.81179142,34.56213284,134.6741714,8.515013456,SFG
11954-1901,90.25902557,63.03605175,201.7769127,208.0341187,12.57133675,AGN
11954-1902,339.8142014,34.18463087,651.8931122,205.2523308,12.98174024,SFG
11954-3701,19.48856831,37.80028629,47.19868946,125.2918644,6.387811661,SFG
11954-3702,6.954050303,20.7481761,23.57029963,61.53944111,3.92195183,Unclassified
11954-3703,49.15260983,187.8851204,360.8317947,843.1415253,59.57118034,SFG
11954-3704,317.75914,143.5077362,63.45906353,483.8431396,64.73995209,SFG
11954-6101,7.567678213,-1.308492735,12.89388967,6.366270304,0.472792037,Passive
11954-6102,10.57142496,9.664100111,34.09984684,15.55111432,1.100456014,Passive
11954-6103,11.8201592,9.109110117,40.0694046,34.60762215,2.100913644,Passive
11954-6104,1212.91806,478.8157654,154.4774513,1724.679352,97.90923691,SFG
11954-9101,45.46023941,226.2064743,335.5222626,922.7204895,52.34399128,SFG
11954-9102,77.21331596,111.9721699,107.2543888,377.9627762,61.26262951,SFG
11955-12701,46.29215336,44.17635059,24.6650362,140.8623695,30.40560579,SFG
11955-12702,72.20981979,19.97245836,74.56667519,93.15055847,39.1129303,AGN
11955-12703,188.9596176,55.80452061,280.0542908,194.0979996,12.05708933,AGN
11955-12704,15.73518085,11.05787778,50.73082542,37.11326313,2.27188158,Passive
11955-12705,4.986718655,7.536644816,13.91620541,33.86072254,2.011484861,Passive
11955-1901,33.68651867,12.14183688,17.18431807,29.03252745,1.931931645,Passive
11955-1902,117.0276566,53.5473299,162.3505859,170.0556602,13.05593276,AGN
11955-3701,2.467166662,-0.669214547,2.956023157,2.434775501,0.260028403,Passive
11955-3702,69.11510658,32.14421105,258.552063,178.851593,11.00482178,AGN
11955-3703,76.86975479,65.4186573,44.57382298,238.6558762,39.48383617,SFG
11955-3704,34.10272789,101.8052406,134.5812645,389.1489716,20.63610315,SFG
11955-6101,201.1047554,112.0207291,58.46071053,391.5776672,32.88857174,SFG
11955-6102,12.92371809,20.83911979,6.08275786,14.50711894,2.499845862,Passive
11955-6103,45.47612,-7.642315507,115.1341324,22.15671897,3.013273835,Unclassified
11955-6104,21.39312744,56.70976067,92.15711403,261.1947327,18.7275219,SFG
11955-9101,60.05490875,20.96769238,79.3718071,75.9884243,4.334161162,Unclassified
11955-9102,113.0599499,150.5544395,682.5124207,782.1240997,54.47908115,SFG
11956-12701,12.06836891,44.73666286,59.35419083,185.8797455,10.84455156,SFG
11956-12702,46.87005806,38.44019604,196.0225754,173.4211197,10.64489579,AGN
11956-12703,79.48663521,88.29006577,273.1713638,380.3531799,24.16641855,SFG
11956-12704,3.635234937,5.883032069,4.599814445,17.66970801,3.280073643,Unclassified
11956-12705,18.42497826,92.87633324,114.4095001,343.375679,62.25117397,SFG
11956-1901,30.21874237,21.42485976,33.04988289,42.22135162,2.610703349,Passive
11956-1902,37.34410191,4.338184714,8.767043829,18.70126581,1.620264649,Passive
11956-3701,24.03982115,7.865037024,15.28137398,12.82125115,0.81660831,Passive
11956-3703,20.44564295,10.84250426,41.28814983,29.92363119,1.807666421,Passive
11956-3704,74.67477417,45.24672699,22.55124617,155.3418846,15.19577122,SFG
11956-6101,3.277940243,3.049589396,0.544276252,4.008109957,0.425004371,Passive
11956-6102,10.02753139,0.665729493,15.3780179,13.24274158,0.778107926,Passive
11956-6103,38.56904411,14.93576694,71.09322739,43.17310905,2.884321451,Passive
11956-6104,30.50303698,16.27602315,38.09617424,42.13490963,2.453919888,Passive
11956-9101,29.53977919,39.13549137,39.59708309,138.766655,19.92856026,SFG
11956-9102,13.33103991,29.85218668,28.48102903,103.6557713,5.647412062,Unclassified
11957-12701,12.51405096,5.417297959,9.945000887,11.35267687,0.787371829,Passive
11957-12702,14.03480625,16.9189949,54.78894806,91.65143776,17.35608816,SFG
11957-12703,22.30686331,16.93318319,62.38861275,84.83580399,4.477432609,Unclassified
