plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,Classification
8442-6101,28.53079319,123.661005,276.8957748,647.2658386,39.79529476,SFG
8442-6102,282.3621063,211.7995682,172.4771919,767.6850281,65.40895081,SFG
8442-6103,20.003057,20.23719788,73.2501812,79.99493408,4.711962581,Unclassified
8442-6104,0.438780919,1.963393062,1.116575405,1.362232476,0.238462497,Passive
8442-9101,17.27405691,26.02594519,25.84223747,82.88752365,14.6590364,SFG
8442-9102,653.0626678,111.1929512,341.3607941,448.3370056,26.59238577,AGN
8444-12701,3.173856437,6.121112823,2.479736447,9.875100136,2.174358964,Passive
8444-12702,7.384175062,10.83194017,12.80241203,38.7642746,4.071834981,Unclassified
8444-12703,24.46094131,81.60191727,117.4292164,324.3434296,19.61284828,SFG
8444-12704,6.866515398,13.71323085,32.02271128,70.83567905,4.601673484,Unclassified
8444-12705,10.33324265,10.31768703,5.282172561,28.84323359,14.83498406,SFG
8444-1901,24.52321339,74.95236588,96.55343819,282.8431091,16.64498091,SFG
8444-1902,14.98518801,45.56417274,60.95628452,174.5718346,10.47819376,SFG
8444-3701,43.02991772,43.67528248,108.0966225,152.3159256,11.8279109,SFG
8444-3702,18.74801731,33.7612381,42.90529442,155.4457245,10.00341773,SFG
8444-3704,8.154817343,28.04851675,38.60781193,98.89073372,5.353765845,Unclassified
8444-6101,9.320867062,23.09133148,30.03207588,78.04212761,5.835620284,Unclassified
8444-6102,32.58591843,26.51484537,70.95835686,101.1116676,8.995914936,SFG
8444-6104,19.34811687,38.05059958,77.84443283,174.319973,11.11363554,SFG
8444-9101,34.37226582,15.79242182,82.85997391,54.18414116,3.3471421,Unclassified
8444-9102,50.02347946,32.77383566,103.1314144,58.8655386,4.107556403,Unclassified
8445-12701,65.96803665,116.0327721,351.3410873,512.8079376,32.19130898,SFG
8445-12702,194.0443916,109.6279469,229.7028923,277.6004028,17.14486122,AGN
8445-12703,39.90888214,25.74096918,10.31315136,74.5842123,10.52013516,SFG
8445-12704,16.42603755,16.03375483,64.47614288,84.48298645,5.256080031,Unclassified
8445-12705,15.63905096,9.208989143,35.33552361,48.66654015,4.600116968,Unclassified
8445-1901,2.359352171,-0.691922963,3.586465478,4.023619175,0.359890454,Passive
8445-1902,37.72619629,27.25401831,3.961066037,16.58545411,1.701643378,Passive
8445-3701,49.64656162,83.2863121,211.518528,413.5098495,25.47915411,SFG
8445-3702,47.48305225,20.03485632,44.57381725,52.71654606,3.554086506,Unclassified
8445-3703,122.322403,75.93983459,33.67513371,229.5789909,24.33388424,SFG
8445-3704,14.88021636,15.3213954,8.45113802,7.055128008,0.638775662,Passive
8445-6101,15.98912513,17.71512973,10.61425614,13.39259171,1.359343618,Passive
8445-6102,6.500369787,7.851284742,15.93362737,13.12208271,0.892403066,Passive
8445-6103,18.86680031,0.588688076,18.60037947,14.92856169,1.169216424,Passive
8445-6104,97.24835014,105.2871189,90.4598999,357.7612,27.95032978,SFG
8445-9101,2.992640257,8.970659614,16.73711109,31.13965893,3.983088851,Unclassified
8445-9102,18.97815943,63.02012253,120.8171635,319.4886703,19.92025375,SFG
8446-12701,32.46563435,27.6270504,15.79939938,90.24559593,9.863828897,SFG
8446-12702,8.042827725,24.2718029,47.4796133,113.6995659,7.557312965,SFG
8446-12703,13.39490461,10.07475185,18.64719057,37.7327261,4.86417079,Unclassified
8446-12704,83.55193329,159.9731636,460.3654327,880.1466827,48.5800972,SFG
8446-12705,54.52641296,48.32993412,28.8162961,150.6274872,22.02428293,SFG
8446-1901,383.9387665,177.5461922,457.0806198,722.8429718,49.20280933,AGN
8446-1902,76.80070114,51.2791729,135.1387558,182.1306801,11.82322431,AGN
8446-3701,33.70851755,13.49530745,33.82479382,28.44706488,1.631252438,Passive
8446-3702,18.21503067,4.130301774,2.172293872,9.801273346,0.662629291,Passive
8446-3703,399.2614441,497.5203629,452.1483078,1828.640503,118.2937431,SFG
8446-3704,23.67306376,60.74405003,136.3992805,292.6961517,15.11558628,SFG
8446-6101,3.001433551,6.590960205,7.038327575,21.73582721,1.896479309,Passive
8446-6102,7.344803095,6.417805225,1.600215882,2.428362444,0.735259652,Passive
8446-6103,19.01642466,8.238752842,31.10212421,19.75719357,1.201417133,Passive
8446-6104,109.3519802,334.8171539,525.3811798,1432.178101,85.37961578,SFG
8446-9101,33.96693325,20.35531449,48.95874596,36.24948883,2.206197679,Passive
8446-9102,13.17926574,14.28632498,14.02183414,43.93033409,2.510191381,Passive
8447-12701,10.74946547,18.44060183,63.19515514,85.06977081,16.79973984,SFG
8447-12702,70.99024582,157.8037872,266.2748337,674.9711456,40.70955086,SFG
8447-12703,4.289807919,7.020267762,4.984143771,17.41083764,1.440247163,Passive
8447-12704,62.96436977,22.02032518,57.14383984,50.62486649,2.998755336,Passive
8447-12705,11.30423295,16.24810541,14.12166536,53.51016378,5.318382621,Unclassified
8447-1901,202.9984283,129.0584335,62.95303631,393.9664154,26.32557821,SFG
8447-1902,44.11220932,27.4904232,69.95354462,49.55006695,3.053401351,Unclassified
8447-3701,13.28957415,19.67926598,37.43684578,71.82485962,4.298924565,Unclassified
8447-3702,8.94205761,11.98885282,3.857346773,2.566813628,0.543802361,Passive
8447-3703,37.931283,48.65669823,103.3257389,190.6465683,10.23023653,SFG
8447-3704,38.00321388,80.21998215,197.4242401,344.1726379,19.65175819,SFG
8447-6101,21.0648489,14.48831689,48.4118309,38.18207836,3.619011223,Unclassified
8447-6102,10.84313822,7.054092653,23.5735383,14.57908201,1.196262732,Passive
8447-6103,22.10872459,9.244033098,56.45909882,24.40483189,1.67702198,Passive
8447-6104,15.51571679,1.01810413,26.43021536,13.84625769,0.83829461,Passive
8447-9101,25.93937635,14.33391869,54.48985386,43.49689102,2.538042963,Passive
8447-9102,36.13038254,33.72154474,153.0786819,157.1390343,26.19593,AGN
8451-12701,544.2596741,105.7791157,446.0569916,362.6094818,22.26286221,AGN
8451-12702,58.70107365,22.13661319,122.278759,82.17630005,5.053518295,Unclassified
8451-12703,46.11937523,60.97039604,51.52751827,203.8501701,12.06772971,SFG
8451-12704,7.000396371,12.35555029,22.2136817,45.26281452,3.980949223,Unclassified
8451-12705,8.105054021,33.07467365,47.80317211,137.2535973,13.00248194,SFG
8451-1901,7.107073307,-1.164825916,0.913045287,0.914269725,0.532567044,Passive
8451-1902,6.535900354,6.156028152,4.581343174,6.90540731,0.497401722,Passive
8451-3701,19.39771128,48.29982662,83.54603767,182.303009,9.675192118,SFG
8451-3702,7.134172678,20.30155611,24.73054123,74.08631325,4.562101841,Unclassified
8451-3703,28.8811512,36.02849817,74.39426041,98.84913445,6.376262069,SFG
8451-3704,9.659015417,9.000872135,30.01237249,15.93706346,1.384775639,Passive
8451-6101,40.67983341,15.74274743,64.37321091,40.63896942,2.639600217,Passive
8451-6102,11.95054626,-0.919758976,7.281999747,4.656943321,0.578776876,Passive
8451-6103,42.65891266,15.19811064,56.03863049,50.24919796,3.748891234,Unclassified
8451-6104,46.13346672,25.56990147,59.36536884,75.0529213,4.441704035,Unclassified
8451-9102,46.08613396,46.69685841,32.51879358,156.5294075,17.75647736,SFG
8452-12701,3.493020773,7.990924776,6.827931583,21.58063364,3.045793205,Unclassified
8452-12702,10.32671356,11.30760694,13.20007658,41.72867107,3.336790621,Unclassified
8452-12703,21.2658515,12.57812643,83.93031502,58.48063278,4.515137672,Unclassified
8452-12704,9.453925848,27.5726037,80.65052605,150.368145,9.016945839,SFG
8452-12705,17.02303934,15.92023921,44.60263634,68.90579414,37.08815002,SFG
8452-1901,283.6085892,38.73527431,94.43644905,123.8105392,7.472689867,AGN
8452-1902,143.3447227,136.6496468,168.3366966,455.8850555,101.7641582,SFG
8452-3701,8.181776047,10.48175151,10.01926303,7.799183607,0.629485287,Passive
8452-3702,8.281291604,13.98493242,25.09486437,23.20394182,1.733836681,Passive
8452-3703,17.4959836,13.68868756,51.04901123,50.72068214,2.807497621,Passive
8452-3704,15.17684841,29.29134226,61.84566307,109.7377701,10.42548728,SFG
8452-6101,18.48502874,40.24168682,43.21828175,145.0848579,8.311304092,SFG
8452-6102,93.75127602,90.96168327,172.5018539,309.7542267,18.50998259,SFG
8452-6103,13.17780471,9.25552094,4.447923422,10.20752722,1.749009728,Passive
8452-6104,4.947718024,21.7693119,27.60578775,74.65571785,4.691170216,Unclassified
8452-9101,1.057816327,11.8774395,0.533620894,6.2951895,0.715668634,Passive
8452-9102,17.22247028,41.66805935,66.30423927,172.0280113,14.5995028,SFG
8453-12701,16.28376126,65.14753342,88.16498184,242.6451263,16.0538497,SFG
8453-12702,3.877921641,8.11102891,9.342485785,29.83232641,2.035006881,Passive
8453-12703,-2.215159774,16.6674614,27.3206687,66.60963821,4.054528236,Unclassified
8453-12704,15.66117835,19.47555828,13.11584044,58.15618706,5.11003387,Unclassified
8453-12705,11.94725537,46.52625942,78.99588203,225.4458694,12.76921034,SFG
8453-1901,135.8810768,198.156189,335.4051056,737.8805389,48.53364849,SFG
8453-1902,37.43428898,79.84967422,127.1791134,329.1359558,19.25441408,SFG
8453-3701,10.42621136,19.39116033,3.813650767,4.553914865,1.391177138,Passive
8453-3702,34.54520321,29.58728313,71.5617218,91.23539734,4.938307643,Unclassified
8453-3703,21.27227926,16.98794985,18.01355839,44.41034794,2.534120023,Passive
8453-3704,101.6028538,211.2736015,427.9572067,1109.486328,66.7273674,SFG
8453-6101,6.100564122,16.15686369,17.12814999,58.63015938,3.442039907,Unclassified
8453-6102,192.6481323,149.8633766,97.11189842,477.8365326,37.08351707,SFG
8453-6103,17.34353193,14.95418262,10.74596437,1.064128617,1.097776135,Passive
8453-6104,17.03438854,22.98883533,31.65312243,82.73569489,4.750427842,Unclassified
8453-9101,44.73483181,63.94577312,77.08797073,289.0116196,17.05452013,SFG
8453-9102,16.11554217,32.3525672,64.65804577,129.7011681,7.212531567,SFG
8454-12701,44.88464069,61.17749405,51.90396214,212.1238594,21.25118732,SFG
8454-12702,83.79860497,179.1438293,470.0448074,965.4786682,54.40437889,SFG
8454-12703,42.3373661,147.0742607,252.8818893,656.9544983,196.7173653,SFG
8454-12704,2.236232728,5.120012999,13.57561779,6.940481663,0.673811778,Passive
8454-12705,68.08541489,62.15729809,164.5783043,186.4323502,11.05496383,AGN
8454-1901,1.489845127,1.689559877,1.3589077,0.645579806,0.155807305,Passive
8454-1902,12.11642218,5.573874652,8.919924259,6.085041046,0.387652759,Passive
8454-3701,36.21276474,14.73894238,70.91921234,45.80445862,2.537035406,Passive
8454-3702,13.70692539,37.9131937,53.61435795,142.7593384,7.55842042,SFG
8454-3703,6.580461442,9.914548397,8.163106084,4.238086,0.695353284,Passive
8454-3704,35.38471603,33.1555109,22.27904892,106.410202,8.183283806,SFG
8454-6101,8.873723269,19.18652821,32.81501198,75.85617638,12.55868316,SFG
8454-6102,3.765110135,18.47421122,144.1434822,83.12079239,4.942719936,Unclassified
8454-6103,10.76212406,9.06439209,5.078987916,4.500322342,1.029278894,Passive
8454-6104,23.46005917,54.41876316,152.2848396,285.6569061,16.04566383,SFG
8454-9101,9.055047035,5.743166149,18.40280008,15.1979208,1.392541975,Passive
8454-9102,51.893116,40.83007336,153.8840294,117.0485935,6.329689622,AGN
8455-12701,52.12731457,118.3122578,144.5943222,455.1781464,58.65581036,SFG
8455-12702,7.462000847,5.256895304,32.24832344,31.44358444,5.342651248,Unclassified
8455-12703,20.98959923,14.27947068,64.7225666,38.06402779,2.523674965,Passive
8455-12704,0.717105011,4.081051812,1.460281029,1.491908927,0.360395059,Passive
8455-12705,12.54678774,23.92214155,40.11415005,107.6556606,7.916454434,SFG
8455-1902,78.13665771,118.718153,175.6393242,529.3643341,30.49253321,SFG
8455-3701,85.24616814,297.420784,677.9367676,1523.677399,82.898283,SFG
8455-3702,17.42995644,18.7369504,70.88352585,88.61613464,4.837409377,Unclassified
8455-3703,1.262776792,4.363975167,-0.243078476,0.915466912,0.579070568,Passive
8455-3704,77.2978611,164.6391258,224.3838654,613.2792664,34.39085674,SFG
8455-6101,17.3358078,49.49182034,73.95032883,190.6938362,10.57574248,SFG
8455-6102,9.995305777,15.11455441,41.13383389,56.18917656,3.283161044,Unclassified
8455-6103,4.367877165,5.677316507,-0.229617089,2.355884234,0.297229141,Passive
8455-6104,6.888114452,8.239542961,0.19182236,3.072407166,0.334249139,Passive
8455-9101,65.85993004,75.52184296,66.00731659,261.6423569,86.52171707,SFG
8455-9102,19.00783777,52.90872478,65.3480835,198.8573685,10.72016907,SFG
8456-12701,28.22908401,45.75362396,42.64661312,146.3660622,8.467531681,SFG
8456-12702,114.5610275,129.8202248,89.36454391,448.244339,32.23476028,SFG
8456-12703,16.68751335,85.25050354,122.2573013,393.7577515,22.1560235,SFG
8456-12704,6.945137501,19.3354516,22.47687197,64.39098454,8.15352273,SFG
8456-12705,21.23244238,24.49011707,49.84486103,116.9672928,28.22906923,SFG
8456-1901,22.60884476,13.48435229,30.58974552,19.34764743,1.24260506,Passive
8456-1902,59.92233372,30.48489666,265.0165634,108.6933651,6.234448671,AGN
8456-3701,73.56846237,90.22011566,232.8323822,291.8347397,19.59619284,SFG
8456-3702,14.92397785,13.17920589,6.522982597,6.325438827,0.977183297,Passive
8456-3703,10.90265727,29.61312866,42.5367384,91.20626259,5.965307593,Unclassified
8456-3704,34.21485519,15.38697529,25.23696423,49.05567455,2.860601783,Passive
8456-6101,133.2851105,30.67554045,118.0655842,92.51996422,5.48366797,Unclassified
8456-6102,25.06481647,12.62233329,39.38053417,26.93100309,1.582016528,Passive
8456-6103,12.55173421,11.47149134,19.40830946,19.12194276,1.12962158,Passive
8456-6104,1.830685169,3.889569998,-3.084728062,5.293293685,1.381439924,Passive
8456-9101,4.124091148,16.96107721,23.33273935,52.59770203,4.236877203,Unclassified
8456-9102,4.525962353,8.025207639,10.41355824,26.68715143,1.733813316,Passive
8458-12701,36.96170235,83.18999672,197.195137,504.7900162,30.26059103,SFG
8458-12702,6.969471455,19.27638435,17.05089188,58.30864716,7.042216301,SFG
8458-12703,10.45531917,25.7849288,68.45094681,159.6020012,9.21446228,SFG
8458-12704,3.029321194,5.177055597,3.727430165,12.20641375,2.803828657,Passive
8458-12705,40.69661808,49.32862473,136.2532883,176.1063805,66.49604034,SFG
8458-1901,104.7429199,174.0085754,249.424633,788.9815063,49.81832027,SFG
8458-1902,3.137367129,-7.393892288,3.986329734,4.286652029,0.492695838,Passive
8458-3701,151.2906418,380.8661804,429.3283844,1447.335236,88.74244118,SFG
8458-3702,359.1076355,335.7471085,323.0918427,1180.117065,349.2732468,SFG
8458-3703,9.671512365,19.50731754,23.99441004,64.09894657,5.155036926,Unclassified
8458-3704,12.36441135,23.2210331,23.81217051,79.17227364,12.89051318,SFG
8458-6101,25.39514351,95.7361908,179.6649742,486.0235748,27.92136812,SFG
8458-6102,20.55621243,52.35113525,67.74530983,185.8098297,12.77377367,SFG
8458-6103,6.606375058,3.02891771,-1.13868161,1.549118121,0.22943233,Passive
8458-6104,16.02091074,9.926199317,16.11065674,19.25934887,1.097967982,Passive
8458-9101,5.063365459,4.194826901,2.988265753,2.872628063,0.30167095,Passive
8458-9102,25.93724823,21.7168889,10.1652739,61.15030289,6.812940121,SFG
8459-12701,9.635796229,6.272542159,16.54972712,3.688792706,0.4172044,Passive
8459-12702,60.94240189,31.93346405,13.69031739,105.4606266,7.101915359,SFG
8459-12703,19.42092371,55.95878601,75.56574821,228.1926422,12.8311913,SFG
8459-12704,6.120488882,9.831238985,9.307222605,34.1129818,1.92145133,Passive
8459-12705,6.304525852,7.975327969,7.524618149,20.56592226,6.700723886,SFG
8459-1901,57.13400555,145.1048813,301.2131195,761.3855286,46.26848412,SFG
8459-1902,226.0322304,177.1999664,109.9765759,562.88237,36.41415501,SFG
8459-3701,11.70427489,7.148369648,19.71446419,17.35926676,1.335957587,Passive
8459-3702,49.96771049,39.32827568,294.6162567,187.6788483,9.914613724,AGN
8459-3703,8.599388838,5.044204816,13.84585571,12.76367497,4.132637024,Unclassified
8459-3704,12.78307891,21.62390232,25.36009741,84.22460175,11.84007335,SFG
8459-6101,10.840518,13.82973695,33.76190472,48.32633972,3.92402935,Unclassified
8459-6102,103.4786072,63.71791935,30.70052814,190.1651382,9.825664759,SFG
8459-6103,6.041489919,7.535929044,1.593878786,2.901106675,1.099132816,Passive
8459-6104,14.20747447,8.205127448,21.77694368,19.38901711,1.252336457,Passive
8459-9101,9.840548515,5.361817837,1.579363316,17.19860506,10.85796285,SFG
8459-9102,117.6701717,72.59976387,26.9814086,222.8958931,31.01342344,SFG
8461-12701,14.66118813,15.19034195,41.73484802,21.86661243,1.224702567,Passive
8461-12702,9.800199509,9.044129133,5.545858145,22.97242403,7.28737098,SFG
8461-12703,10.96614337,22.50329781,22.83007622,80.29558754,11.27720261,SFG
8461-12704,4.034163594,7.310417891,6.823262453,23.84610939,3.951059401,Unclassified
8461-12705,16.16452312,40.60229778,67.55200195,194.7404861,10.79925704,SFG
8461-1901,47.39272022,99.77670097,137.6025772,343.8487167,21.71504116,SFG
8461-1902,13.58798885,10.88350272,21.22952557,42.88832283,2.529146314,Passive
8461-3701,10.50321531,13.82692435,17.01962948,15.9515636,2.153874874,Passive
8461-3702,5.788058917,9.554490725,9.435494105,5.66777277,0.685307046,Passive
8461-3703,9.070195675,1.877664804,2.418042123,4.414677888,0.522785395,Passive
8461-3704,50.54638958,43.13179016,318.9458313,200.1542931,10.84768534,AGN
8461-6101,15.73676801,36.76224709,81.79647636,149.8707352,10.00924134,SFG
8461-6102,7.747627616,24.3850894,37.9107151,88.31497383,5.109477758,Unclassified
8461-6103,47.31063175,71.63703346,149.7198296,288.6205063,17.44407463,SFG
8461-6104,11.09755516,12.31297207,22.91637373,17.32713747,1.065089718,Passive
8461-9101,8.422164202,4.629749,5.538130224,5.352256179,0.691216126,Passive
8461-9102,3.617903709,8.792035341,11.50279951,29.07714796,1.823755383,Passive
8462-12701,24.5684886,44.94158554,37.9781971,136.2791634,9.337801218,SFG
8462-12702,3.22457999,7.505529404,5.262803555,22.1802659,5.243265271,Unclassified
8462-12703,5.082289577,15.38030577,21.72041988,54.09059429,4.923684716,Unclassified
8462-12704,25.52366614,14.10599875,7.277805567,43.97117853,8.122020364,SFG
8462-12705,25.66349697,14.12861036,18.34956384,22.89115644,3.447538495,Unclassified
8462-1901,5.09508276,4.743233681,5.203447104,4.188260555,0.704016447,Passive
8462-1902,43.5888195,153.7146645,243.3894691,597.2535706,40.46272755,SFG
8462-3701,17.4066267,12.83123016,36.77380085,26.3016305,1.623097062,Passive
8462-3703,150.7829704,95.06293488,53.73222637,292.655426,29.50398016,SFG
8462-3704,76.49027061,65.14813614,65.26792145,195.8702393,10.82952118,SFG
8462-6101,10.77793002,29.7477951,43.20740318,111.3558636,6.129578352,SFG
8462-6102,8.07941854,1.02281189,11.88858318,7.977346718,0.574511729,Passive
8462-6103,43.37368266,36.68677266,16.60253429,8.659850438,2.147733768,Passive
8462-6104,28.49423122,62.25405502,61.62870789,201.6786995,11.20012188,SFG
8462-9101,34.8140583,163.9618874,248.5097084,696.6990967,46.22062969,SFG
8462-9102,52.73410034,94.64373589,108.4277229,387.5236282,26.43964624,SFG
8464-12701,14.2665894,38.14333916,71.91742134,170.5653114,11.33589673,SFG
8464-12702,10.97163653,15.53141856,49.79061127,82.69180489,5.720086217,Unclassified
8464-12703,2.698654771,9.233947992,7.709626913,26.35598898,4.589768171,Unclassified
8464-12704,15.06061673,39.17511272,58.72579765,156.2960167,18.68544292,SFG
8464-12705,5.408247828,5.592707276,4.572395802,13.22632194,6.268011928,SFG
8464-1901,3.282764137,2.044667959,0.707673118,1.235365778,0.147069842,Passive
8464-1902,81.84086227,68.41133976,305.9388123,260.039135,16.77149534,AGN
8464-3701,14.5397644,79.25376892,113.3230953,336.5099411,17.8294301,SFG
8464-3702,137.0428925,675.6253662,1688.280365,3153.861145,196.4769592,SFG
8464-3703,8.354364713,8.038289706,3.463073333,3.996133407,0.648875058,Passive
8464-3704,64.86363888,157.8847351,395.7024307,728.799408,46.4000206,SFG
8464-6101,976.3285065,258.2619972,741.1672668,1209.058319,73.17770386,AGN
8464-6102,8.736325979,13.45285392,19.77419758,47.14166069,5.735056043,Unclassified
8464-6103,31.9990921,38.05915642,44.99491882,148.7126694,8.768053532,SFG
8464-6104,5.666886806,24.65599394,33.07380867,91.04381371,7.058768034,SFG
8464-9101,0.186592081,3.496760488,1.180773057,3.913177431,1.77964294,Passive
8464-9102,17.89524174,52.39097309,66.73638916,186.7149467,10.56638885,SFG
8465-12701,28.72808456,166.8279877,219.3349495,690.1312714,44.5433054,SFG
8465-12702,10.04790974,16.17935801,15.4816463,55.70351601,5.041933298,Unclassified
8465-12703,7.082274795,13.06883645,26.36241293,57.23985672,3.405199051,Unclassified
8465-12704,144.5005074,35.91114759,139.9783554,185.8673401,10.88880491,AGN
8465-12705,39.23923969,97.92519188,209.603035,451.6576843,31.72683191,SFG
8465-1901,46.04312134,20.67154717,18.63500023,38.74433422,2.343565136,Passive
8465-1902,15.11515594,11.88263011,16.97376347,37.10847187,2.00977695,Passive
8465-3701,586.0693359,814.7939148,1133.796722,3154.415588,268.192688,SFG
8465-3702,155.9085884,88.12438583,42.07085419,288.6256027,18.19367313,SFG
8465-3703,20.45121861,52.28288364,120.116188,250.741497,14.65498114,SFG
8465-3704,-1.463664651,8.321517944,2.441132665,9.294704437,2.140767515,Passive
8465-6101,4.624318282,6.029006481,6.709333579,1.566558639,0.622786363,Passive
8465-6102,138.2717056,90.37802505,50.00453854,292.7107925,50.2277298,SFG
8465-6103,45.35416126,14.57029927,60.51977539,47.19078159,2.766489327,Passive
8465-6104,10.53099465,6.131630167,9.994813681,5.247752666,0.686172336,Passive
8465-9101,13.53294992,16.24679089,67.3491478,104.1432781,7.732419252,SFG
8465-9102,25.53824186,181.9213562,332.613205,982.5427399,60.0097456,SFG
8466-12701,17.19326973,20.27275705,21.30749941,81.8300457,7.056230903,SFG
8466-12702,13.8499186,51.46427059,73.68029785,208.3480301,11.18439984,SFG
8466-12703,44.46649456,30.1367588,16.4588964,108.5011597,6.626044869,SFG
8466-12704,4.56471765,17.5598135,29.46707582,69.93099785,10.05483633,SFG
8466-12705,16.11577511,20.84795141,26.80758619,92.51402855,5.950663686,Unclassified
8466-1901,43.02873325,23.59541368,67.07648659,76.30070305,4.509459257,Unclassified
8466-1902,33.64727354,11.39193031,52.43878174,26.48572874,1.666422069,Passive
8466-3701,33.87544155,19.57752848,39.77967453,35.5433898,2.622435868,Passive
8466-3702,7.227791905,16.13304496,25.32559299,54.98026085,4.331856728,Unclassified
8466-3703,3.71890223,1.970052838,6.379792809,3.531949997,0.394775018,Passive
8466-3704,403.5428848,76.37982941,295.2796936,231.9954529,18.90144777,AGN
8466-6101,9.401896159,6.096167088,1.102992336,3.91247352,0.752624611,Passive
8466-6102,20.79836559,18.08020878,47.38022804,40.57203865,2.652354836,Passive
8466-6103,9.098012924,-0.373495698,11.36202097,8.614393115,0.605599359,Passive
8466-6104,1.802973092,10.55088395,20.70458412,26.31699085,2.058157444,Passive
8466-9101,7.238377929,11.66347814,15.50685048,36.70679283,9.524843216,SFG
8466-9102,341.3941879,155.0386429,58.00405407,468.6973038,55.9595356,SFG
8481-12701,21.02181959,4.349206448,37.97746468,30.21424103,1.972679555,Passive
8481-12702,11.99459076,25.41778708,50.88382816,120.9329624,7.739888549,SFG
8481-12703,11.85831809,13.22741508,32.19621277,46.28458118,3.148216844,Unclassified
8481-12704,5.521961927,8.87954092,15.65721583,41.13680077,7.798418999,SFG
8481-12705,49.08473778,73.57398033,109.8376083,333.3989563,20.61695719,SFG
8481-1901,17.71808529,462.0967636,16.58403254,181.43116,12.19522738,SFG
8481-1902,19.29652166,17.61330128,40.51843929,41.19049168,4.985019922,Unclassified
8481-3701,10.12056994,19.77782726,43.00509167,98.57457733,5.674267054,Unclassified
8481-3702,82.1981411,35.15536904,157.1512375,99.5218544,6.455122709,AGN
8481-3703,13.33639932,6.715699673,13.39810038,7.410355449,0.517382607,Passive
8481-3704,10.72745395,9.329423785,19.21519852,16.76102304,1.05738236,Passive
8481-6101,28.31436825,14.07456529,32.72661591,26.68425703,1.587230831,Passive
8481-6102,10.61230087,11.77722836,22.9634757,42.5290966,2.753365993,Passive
8481-6103,42.24796391,37.81850243,77.87160301,136.6017418,15.58746266,SFG
8481-6104,7.954240799,9.856542587,1.112626433,4.319020748,0.740942121,Passive
8481-9101,17.6815238,23.23533964,67.80293274,121.3312111,7.989153385,SFG
8481-9102,45.06271648,56.28075027,51.79847622,185.9925423,11.00384402,SFG
8482-12701,52.18484879,15.22531497,79.04420471,55.410882,3.423666358,Unclassified
8482-12702,24.81097412,12.80836311,15.17422581,14.45468211,1.473077685,Passive
8482-12703,43.59858418,17.53629732,101.6955738,52.86040878,7.257569194,AGN
8482-12704,241.2054596,92.26018715,484.5392532,338.1580505,20.97937059,AGN
8482-12705,23.86704159,62.76541233,140.7032776,304.7728271,18.91476822,SFG
8482-1901,41.23673248,35.18422437,92.05217934,55.52158928,4.11289531,Unclassified
8482-1902,24.53686571,58.96818256,127.158411,254.9744377,16.16929984,SFG
8482-3701,11.75109148,11.34128296,11.15885401,16.1494987,1.45531112,Passive
8482-3702,49.74314308,61.22499275,149.8795853,240.2905426,15.52098012,SFG
8482-3703,72.80096626,25.24168158,160.3692513,84.95803261,4.684195638,Unclassified
8482-3704,92.9632206,55.64566231,271.0510406,215.1771202,16.96447039,AGN
8482-6101,9.0402987,6.947788775,5.196711302,7.796720028,1.306054175,Passive
8482-6102,16.63651323,12.50314438,12.25788713,8.157567024,1.375022799,Passive
8482-6103,2.015893618,11.22208277,-11.01805814,3.632567565,0.519128164,Passive
8482-6104,22.76325941,6.180532515,19.75494385,18.59104896,1.096997425,Passive
8482-9101,63.92703819,17.93587303,91.18449402,63.80700493,3.903762221,Unclassified
8482-9102,13.50987434,4.01302731,19.77629042,14.25316548,1.11358878,Passive
8483-12701,102.3202763,88.88086128,63.17331219,327.8233948,22.380476,SFG
8483-12702,5.75282979,7.739495516,5.89211154,27.92048693,1.526370674,Passive
8483-12703,107.1306858,30.61807871,133.9934349,109.1796341,7.220180273,AGN
8483-12704,28.41825867,17.63724542,8.602314711,57.02590084,4.664875746,Unclassified
8483-12705,11.22403908,21.90247536,20.83198833,68.95117188,6.575840235,SFG
8483-1901,33.32052326,19.77340937,28.98236227,50.32806683,2.784249127,Passive
8483-1902,33.71980333,11.86799753,22.33752441,24.59797096,2.383511126,Passive
8483-3701,28.22607327,16.74204051,47.55413437,35.68718767,2.010228872,Passive
8483-3702,12.66827106,6.806839108,9.256641865,8.556254894,0.924039751,Passive
8483-3703,61.88134384,39.273633,81.3863163,88.69828033,5.253782511,Unclassified
8483-3704,7.502338171,31.75742912,38.38398647,116.6375179,6.929750204,SFG
8483-6101,46.04356861,140.5074463,435.6162338,754.8620911,43.20707798,SFG
8483-6102,16.89588928,14.35748355,7.938937187,7.873447736,1.196190039,Passive
8483-6103,96.46487999,75.78825188,40.59418297,242.9698257,13.56288218,SFG
8483-6104,5.317485332,5.789858182,2.733048518,3.270456314,0.379160504,Passive
8483-9101,21.1737752,12.92763484,24.13695002,26.96308851,1.593473911,Passive
8483-9102,20.59906673,36.75369072,41.13167572,129.6808167,7.163970113,SFG
8484-12701,1.913133144,2.75650233,1.360674217,8.573594213,0.86984168,Passive
8484-12702,22.97028303,6.178402662,25.74700594,34.27999592,2.07535249,Passive
8484-12703,65.60379601,267.8341141,544.3930359,1287.93042,71.07525063,SFG
