plateifu,MANGAID,Type,TType,Unsure
11952-12703,1-325658 ,SB0        ,-2,0
11952-12704,1-634329 ,SABb       ,3,0
11952-12705,1-325399 ,Sbc        ,4,0
11952-1901 ,1-325830 ,Sbc        ,4,0
11952-1902 ,1-325800 ,S0         ,-2,0
11952-3701 ,1-325636 ,Sab        ,2,0
11952-3702 ,1-325250 ,S          ,11,0
11952-3703 ,1-325886 ,S0         ,-2,0
11952-3704 ,1-634318 ,S0         ,-2,0
11952-6101 ,1-550831 ,S0a        ,0,0
11952-6102 ,1-325871 ,S0         ,-2,0
11952-6103 ,1-325834 ,Edc        ,-5,0
11952-6104 ,1-325869 ,Sa         ,1,0
11952-9101 ,1-325544 ,Edc        ,-5,0
11952-9102 ,1-325432 ,SABbc      ,4,0
11953-12701,1-283039 ,Sc         ,5,0
11953-12702,1-258925 ,SABb       ,3,0
11953-12703,1-258915 ,Sd         ,7,0
11953-12704,1-283635 ,Sc         ,5,0
11953-12705,1-283638 ,Sdm        ,8,0
11953-1901 ,1-283164 ,Edc        ,-5,0
11953-1902 ,1-283550 ,Edc        ,-5,0
11953-3701 ,1-283130 ,S0a        ,0,0
11953-3702 ,1-258885 ,SBab       ,2,0
11953-3703 ,1-259205 ,E          ,-5,0
11953-3704 ,1-283152 ,Sa         ,1,0
11953-6101 ,1-258849 ,SABab      ,2,0
11953-6102 ,1-258903 ,S0         ,-2,0
11953-6103 ,1-258856 ,S0         ,-2,0
11953-6104 ,1-283662 ,SB0a       ,0,0
11953-9101 ,1-258899 ,Sdm        ,8,0
11953-9102 ,1-283673 ,E          ,-5,0
11954-12701,1-152093 ,Sc         ,5,0
11954-12702,1-152316 ,SABab      ,2,0
11954-12703,1-196053 ,SABc       ,5,0
11954-12704,1-624592 ,SABbc      ,4,0
11954-12705,1-319544 ,SABd       ,7,0
11954-1901 ,1-195235 ,S0         ,-2,0
11954-1902 ,1-152306 ,Sa         ,1,0
11954-3701 ,1-152292 ,Sab        ,2,0
11954-3702 ,1-195686 ,SBab       ,2,0
11954-3703 ,1-195737 ,Sb         ,3,0
11954-3704 ,1-625430 ,SBm        ,9,0
11954-6101 ,1-152311 ,Sb         ,3,0
11954-6102 ,1-152073 ,S0         ,-2,0
11954-6103 ,1-195601 ,Sab        ,2,0
11954-6104 ,1-319576 ,Scd        ,6,0
11954-9101 ,1-195717 ,SABbc      ,4,0
11954-9102 ,1-152334 ,SBd        ,7,0
11955-12701,1-195378 ,SBcd       ,6,0
11955-12702,1-195349 ,SABb       ,3,0
11955-12703,1-195325 ,SBab       ,2,0
11955-12704,1-195761 ,SABb       ,3,0
11955-12705,1-195266 ,Sbc        ,4,0
11955-1901 ,1-195208 ,S0         ,-2,0
11955-1902 ,1-195282 ,S0         ,-2,0
11955-3701 ,1-195258 ,Sa         ,1,0
11955-3702 ,1-195268 ,S0a        ,0,0
11955-3703 ,1-195276 ,Sd         ,7,0
11955-3704 ,1-195241 ,Sbc        ,4,0
11955-6101 ,1-152040 ,Sm         ,9,0
11955-6102 ,1-195237 ,Edc        ,-5,0
11955-6103 ,1-195233 ,SAB0       ,-2,0
11955-6104 ,1-195753 ,Sb         ,3,0
11955-9101 ,1-195763 ,E          ,-5,0
11955-9102 ,1-195251 ,SABbc      ,4,0
11956-12701,1-190121 ,Sbc        ,4,0
11956-12702,1-151624 ,SBbc       ,4,0
11956-12703,1-194994 ,SABb       ,3,0
11956-12704,1-151639 ,Sc         ,5,0
11956-12705,1-620583 ,Sc         ,5,0
11956-1901 ,1-151418 ,Sab        ,2,0
11956-1902 ,1-151674 ,Edc        ,-5,0
11956-3701 ,1-151200 ,SABa       ,1,0
11956-3703 ,1-151695 ,Sa         ,1,0
11956-3704 ,1-151914 ,Sd         ,7,0
11956-6101 ,1-576076 ,E          ,-5,0
11956-6102 ,1-190110 ,E          ,-5,0
11956-6103 ,1-151429 ,SBa        ,1,0
11956-6104 ,1-151640 ,SBb        ,3,0
11956-9101 ,1-151702 ,Sc         ,5,0
11957-12701,1-150901 ,SABab      ,2,0
11957-12702,1-150906 ,Sbc        ,4,0
11957-12703,1-151637 ,SABbc      ,4,0
11957-12704,1-151408 ,Sc         ,5,0
11957-12705,1-151237 ,SABb       ,3,0
11957-1901 ,1-151330 ,S0         ,-2,0
11957-1902 ,1-151296 ,S0         ,-2,0
11957-3701 ,1-176122 ,Sb         ,3,0
11957-3702 ,1-151266 ,S0         ,-2,0
11957-3703 ,1-151414 ,Scd        ,6,0
11957-3704 ,1-151264 ,SB0a       ,0,0
11957-6101 ,1-150898 ,SBab       ,2,0
11957-6103 ,1-151307 ,SBbc       ,4,0
11957-6104 ,1-151258 ,E          ,-5,0
11957-9101 ,1-151386 ,SBb        ,3,0
11957-9102 ,1-576021 ,SBab       ,2,0
11958-12701,1-627411 ,Sbc        ,4,0
11958-12702,1-627461 ,Sab        ,2,0
11958-12703,1-627854 ,E          ,-5,0
11958-12704,1-144443 ,SBab       ,2,0
11958-12705,1-144829 ,SABd       ,7,0
11958-1901 ,1-144884 ,E          ,-5,0
11958-1902 ,1-144445 ,S0         ,-2,0
11958-3701 ,1-144473 ,Sc         ,5,0
11958-3702 ,1-144478 ,SBa        ,1,0
11958-3703 ,1-144889 ,Sb         ,3,0
11958-3704 ,1-144441 ,SABbc      ,4,0
11958-6101 ,1-144470 ,SABa       ,1,0
11958-6102 ,1-144455 ,SBb        ,3,0
11958-6103 ,1-627746 ,SABc       ,5,0
11958-6104 ,1-68605  ,SBbc       ,4,0
11958-9101 ,1-68467  ,Sb         ,3,0
11958-9102 ,1-144990 ,SABb       ,3,0
11960-12701,1-336461 ,Sbc        ,4,0
11960-12702,1-336336 ,Sc         ,5,0
11960-12703,1-336486 ,SBbc       ,4,0
11960-12704,1-336690 ,SABc       ,5,0
11960-12705,1-564656 ,SBb        ,3,0
11960-1901 ,1-496457 ,Sm         ,9,0
11960-1902 ,1-336849 ,S0a        ,0,0
11960-3701 ,1-336458 ,S0         ,-2,0
11960-3702 ,1-336867 ,SAB0a      ,0,0
11960-3703 ,1-633283 ,Edc        ,-5,0
11960-3704 ,1-336436 ,S0         ,-2,0
11960-6101 ,1-336406 ,Edc        ,-5,0
11960-6102 ,1-336432 ,SABa       ,1,0
11960-6103 ,1-497734 ,SAB0a      ,0,0
11960-6104 ,1-497686 ,Sa         ,1,0
11960-9101 ,1-336885 ,Sa         ,1,0
11960-9102 ,1-564644 ,E          ,-5,0
11962-12701,1-566344 ,S0         ,-2,0
11962-12702,1-560357 ,E          ,-5,0
11962-12703,1-333735 ,SABd       ,7,0
11962-12704,1-333696 ,SABbc      ,4,0
11962-12705,1-333721 ,Sbc        ,4,0
11962-1901 ,1-363685 ,E          ,-5,0
11962-1902 ,1-363805 ,SB0        ,-2,0
11962-3701 ,1-566335 ,SABa       ,1,0
11962-3702 ,1-363769 ,E          ,-5,0
11962-3703 ,1-631833 ,Edc        ,-5,0
11962-3704 ,1-631910 ,E          ,-5,0
11962-6101 ,1-364088 ,E          ,-5,0
11962-6102 ,1-364053 ,SABab      ,2,0
11962-6103 ,1-333770 ,Edc        ,-5,0
11962-6104 ,1-364106 ,SBb        ,3,0
11962-9101 ,1-363493 ,SABbc      ,4,0
11962-9102 ,1-566397 ,E          ,-5,0
11963-12701,1-335786 ,Sb         ,3,0
11963-12702,1-336005 ,SBd        ,7,0
11963-12703,1-336034 ,SBbc       ,4,0
11963-12704,1-336081 ,Sc         ,5,0
11963-12705,1-335797 ,Sc         ,5,0
11963-1902 ,1-335507 ,SBa        ,1,0
11963-3701 ,1-593898 ,E          ,-5,0
11963-3702 ,1-335803 ,Edc        ,-5,0
11963-3703 ,1-336083 ,E          ,-5,0
11963-3704 ,1-336267 ,SB0        ,-2,0
11963-6101 ,1-335823 ,SB0a       ,0,0
11963-6102 ,1-633099 ,SABc       ,5,0
11963-6103 ,1-335511 ,Edc        ,-5,0
11963-6104 ,1-336073 ,E          ,-5,0
11963-9101 ,1-336001 ,SABa       ,1,0
11963-9102 ,1-336095 ,SBb        ,3,0
11965-12701,1-365037 ,SBa        ,1,0
11965-12702,1-335253 ,S          ,11,0
11965-12703,1-335102 ,SABcd      ,6,0
11965-12704,1-335239 ,Edc        ,-5,0
11965-12705,1-335905 ,SBb        ,3,0
11965-1901 ,1-335174 ,Sa         ,1,0
11965-3701 ,1-365011 ,Edc        ,-5,0
11965-3702 ,1-335380 ,SB0        ,-2,0
11965-3703 ,1-335141 ,Sb         ,3,0
11965-3704 ,1-365004 ,E          ,-5,0
11965-6101 ,1-560666 ,E          ,-5,0
11965-6102 ,1-335376 ,SB0        ,-2,0
11965-6103 ,1-593789 ,Sb         ,3,0
11965-6104 ,1-335172 ,SAB0a      ,0,0
11965-9101 ,1-335268 ,SABa       ,1,0
11965-9102 ,1-335448 ,SABb       ,3,0
11967-12701,1-335307 ,Scd        ,6,0
11967-12702,1-335446 ,SABbc      ,4,0
11967-12703,1-335046 ,Sbc        ,4,0
11967-12704,1-334781 ,Sab        ,2,0
11967-12705,1-593860 ,SABbc      ,4,0
11967-1901 ,1-335441 ,Sa         ,1,0
11967-1902 ,1-335454 ,Edc        ,-5,0
11967-3701 ,1-632581 ,E          ,-5,0
11967-3702 ,1-335059 ,E          ,-5,0
11967-3703 ,1-334776 ,SAB0a      ,0,0
11967-3704 ,1-335450 ,SBa        ,1,0
11967-6102 ,1-335331 ,S          ,11,0
11967-6103 ,1-334827 ,S0         ,-2,0
11967-6104 ,1-335584 ,E          ,-5,0
11967-9101 ,1-335328 ,Edc        ,-5,0
11967-9102 ,1-335527 ,SBcd       ,6,0
11968-12701,1-364526 ,SBa        ,1,0
11968-12702,1-631993 ,SBb        ,3,0
11968-12703,1-364880 ,S0         ,-2,0
11968-12704,1-335271 ,Sa         ,1,0
11968-12705,1-364875 ,SB0a       ,0,0
11968-1901 ,1-364189 ,S0         ,-2,0
11968-1902 ,1-364842 ,S0         ,-2,0
11968-3701 ,1-631998 ,SAB0       ,-2,0
11968-3702 ,1-334549 ,Edc        ,-5,0
11968-3703 ,1-334736 ,Sa         ,1,0
11968-3704 ,1-632016 ,SBa        ,1,0
11968-6101 ,1-334508 ,Edc        ,-5,0
11968-6102 ,1-363834 ,SBa        ,1,0
11968-6103 ,1-334462 ,S0a        ,0,0
11968-6104 ,1-364935 ,E          ,-5,0
11968-9101 ,1-364389 ,Sc         ,5,0
11968-9102 ,1-632201 ,SABb       ,3,0
11969-12701,1-363508 ,Sab        ,2,0
11969-12702,1-364167 ,Sbc        ,4,0
11969-12703,1-363831 ,SABab      ,2,0
11969-12704,1-364204 ,Edc        ,-5,0
11969-12705,1-593707 ,Sc         ,5,0
11969-1901 ,1-333771 ,E          ,-5,0
11969-1902 ,1-364539 ,SB0        ,-2,0
11969-3701 ,1-560594 ,Sa         ,1,0
11969-3702 ,1-364513 ,Sa         ,1,0
11969-3703 ,1-334478 ,SAB0a      ,0,0
11969-6101 ,1-364324 ,Sa         ,1,0
11969-6102 ,1-364559 ,SBa        ,1,0
11969-6103 ,1-364507 ,E          ,-5,0
11969-6104 ,1-364846 ,Sbc        ,4,0
11969-9101 ,1-364175 ,Sa         ,1,0
11969-9102 ,1-364863 ,SABa       ,1,0
11970-12701,1-631727 ,SABm       ,9,0
11970-12702,1-333272 ,SABb       ,3,0
11970-12703,1-333998 ,Sbc        ,4,0
11970-12704,1-333381 ,SBd        ,7,0
11970-12705,1-333928 ,SABc       ,5,0
11970-1901 ,1-333410 ,S0a        ,0,0
11970-1902 ,1-333290 ,Sab        ,2,0
11970-3701 ,1-333784 ,SBcd       ,6,0
11970-3702 ,1-566330 ,Sc         ,5,0
11970-3703 ,1-334206 ,S          ,11,0
11970-3704 ,1-333018 ,Sdm        ,8,0
11970-6101 ,1-333824 ,Sbc        ,4,0
11970-6102 ,1-333429 ,SBb        ,3,0
11970-6103 ,1-333431 ,Sa         ,1,0
11970-6104 ,1-333806 ,Edc        ,-5,0
11970-9101 ,1-333832 ,SABcd      ,6,0
11970-9102 ,1-333958 ,S0         ,-2,0
11974-12701,1-336777 ,SBbc       ,4,0
11974-12702,1-337116 ,SABb       ,3,0
11974-12703,1-497670 ,SABab      ,2,0
11974-12704,1-336890 ,Scd        ,6,0
11974-12705,1-336953 ,E          ,-5,0
11974-1901 ,1-336906 ,E          ,-5,0
11974-1902 ,1-336913 ,Sa         ,1,0
11974-3701 ,1-337227 ,E          ,-5,0
11974-3702 ,1-497602 ,SABab      ,2,0
11974-3703 ,1-633383 ,SABc       ,5,0
11974-3704 ,1-337237 ,SAB0a      ,0,0
11974-6101 ,1-336908 ,Sa         ,1,0
11974-6102 ,1-337230 ,S0         ,-2,0
11974-6103 ,1-498583 ,Scd        ,6,0
11974-6104 ,1-560607 ,Edc        ,-5,0
11974-9101 ,1-337228 ,SBdm       ,8,0
11974-9102 ,1-633466 ,SBc        ,5,0
11975-12701,1-634149 ,SABdm      ,8,0
11975-12702,1-594681 ,SBbc       ,4,0
11975-12704,1-325495 ,Sd         ,7,0
11975-12705,1-270417 ,SABc       ,5,0
11975-1901 ,1-272728 ,S0         ,-2,0
11975-1902 ,1-325760 ,S0         ,-2,0
11975-3701 ,1-272745 ,Sa         ,1,0
11975-3702 ,1-325492 ,SABa       ,1,0
11975-3703 ,1-272950 ,Sa         ,1,0
11975-3704 ,1-270445 ,Sab        ,2,0
11975-6101 ,1-270469 ,SABab      ,2,0
11975-6102 ,1-272877 ,S0         ,-2,0
11975-6103 ,1-272772 ,SABb       ,3,0
11975-6104 ,1-543599 ,Sab        ,2,0
11975-9101 ,1-543596 ,S0         ,-2,0
11975-9102 ,1-325063 ,Sa         ,1,0
11976-12701,1-545967 ,SABbc      ,4,0
11976-12702,1-594224 ,SBd        ,7,0
11976-12703,1-446242 ,SABb       ,3,0
11976-12704,1-546250 ,S0         ,-2,0
11976-12705,1-446290 ,SBb        ,3,0
11976-1901 ,1-545946 ,S0a        ,0,0
11976-1902 ,1-446229 ,S0a        ,0,0
11976-3701 ,1-444980 ,SBb        ,3,0
11976-3702 ,1-545973 ,E          ,-5,0
11976-3703 ,1-546345 ,SBb        ,3,0
11976-3704 ,1-444671 ,Scd        ,6,0
11976-6101 ,1-546482 ,SB0a       ,0,0
11976-6103 ,1-446231 ,S0         ,-2,0
11976-6104 ,1-446257 ,Sc         ,5,0
11976-9101 ,1-445042 ,Sc         ,5,0
11976-9102 ,1-633849 ,Sbc        ,4,0
11977-12701,1-325995 ,Sbc        ,4,0
11977-12703,1-326068 ,SBa        ,1,0
11977-12704,1-326041 ,Sd         ,7,0
11977-12705,1-325973 ,Sc         ,5,0
11977-1902 ,1-326031 ,SBb        ,3,0
11977-3701 ,1-273185 ,SABa       ,1,0
11977-3702 ,1-325727 ,Sab        ,2,0
11977-3703 ,1-325672 ,Edc        ,-5,0
11977-3704 ,1-325967 ,Edc        ,-5,0
11977-6101 ,1-325660 ,Edc        ,-5,0
11977-6102 ,1-325994 ,SB0        ,-2,0
11977-6103 ,1-325684 ,Edc        ,-5,0
11977-6104 ,1-324562 ,S0         ,-2,0
11977-9102 ,1-325958 ,SABa       ,1,0
11978-12701,1-294537 ,SABb       ,3,0
11978-12702,1-294572 ,SBd        ,7,0
11978-12703,1-294860 ,SABbc      ,4,0
11978-12704,1-294564 ,SABc       ,5,0
11978-12705,1-634114 ,SABc       ,5,0
11978-1901 ,1-294598 ,SBab       ,2,0
11978-1902 ,1-294645 ,S0         ,-2,0
11978-3701 ,1-294587 ,SAB0       ,-2,0
11978-3702 ,1-294674 ,SAB0a      ,0,0
11978-3703 ,1-273120 ,Edc        ,-5,0
11978-3704 ,1-294599 ,Edc        ,-5,0
11978-6102 ,1-550802 ,S0         ,-2,0
11978-6103 ,1-294864 ,Edc        ,-5,0
11978-9101 ,1-294517 ,S0         ,-2,0
11978-9102 ,1-634183 ,Sbc        ,4,0
11979-12701,1-270519 ,SABa       ,1,0
11979-12702,1-273092 ,Sab        ,2,0
11979-12703,1-273213 ,SBb        ,3,0
11979-12704,1-270321 ,SABb       ,3,0
11979-12705,1-273186 ,SBb        ,3,0
11979-1901 ,1-270517 ,E          ,-5,0
11979-1902 ,1-270677 ,S0         ,-2,0
11979-3701 ,1-270307 ,SBab       ,2,0
11979-3702 ,1-270506 ,SBab       ,2,0
11979-3703 ,1-273237 ,Sa         ,1,0
11979-3704 ,1-273110 ,SABab      ,2,0
11979-6101 ,1-270298 ,SABab      ,2,0
11979-6102 ,1-273022 ,Sa         ,1,0
11979-6104 ,1-270655 ,SBa        ,1,0
11979-9101 ,1-270268 ,SBb        ,3,0
11979-9102 ,1-273041 ,Sab        ,2,0
11980-12702,1-270684 ,Sc         ,5,0
11980-12703,1-324715 ,SABbc      ,4,0
11980-12704,1-270734 ,SABab      ,2,0
11980-12705,1-270550 ,Sd         ,7,0
11980-1901 ,1-324730 ,Edc        ,-5,0
11980-1902 ,1-326001 ,SBa        ,1,0
11980-3701 ,1-273054 ,S0         ,-2,0
11980-3702 ,1-273239 ,Edc        ,-5,0
11980-3703 ,1-270725 ,Edc        ,-5,0
11980-3704 ,1-270728 ,Sc         ,5,0
11980-6101 ,1-273282 ,Edc        ,-5,0
11980-6102 ,1-270673 ,SB0a       ,0,0
11980-6103 ,1-270631 ,Sa         ,1,0
11980-6104 ,1-272985 ,Sa         ,1,0
11980-9101 ,1-270712 ,Sab        ,2,0
11980-9102 ,1-324740 ,Sc         ,5,0
11981-12701,1-294261 ,SBd        ,7,0
11981-12702,1-594816 ,SABc       ,5,0
11981-12703,1-273366 ,Edc        ,-5,0
11981-12704,1-594878 ,SABb       ,3,0
11981-12705,1-294092 ,E          ,-5,0
11981-1901 ,1-294016 ,Sa         ,1,0
11981-1902 ,1-293928 ,Edc        ,-5,0
11981-3701 ,1-294140 ,SABd       ,7,0
11981-3703 ,1-294015 ,SB0a       ,0,0
11981-3704 ,1-294241 ,Sa         ,1,0
11981-6101 ,1-293932 ,Sdm        ,8,0
11981-6102 ,1-634404 ,Edc        ,-5,0
11981-6103 ,1-294262 ,SABbc      ,4,0
11981-6104 ,1-273422 ,Sab        ,2,0
11981-9101 ,1-294237 ,SBc        ,5,0
11981-9102 ,1-294090 ,SABb       ,3,0
11982-12701,1-96353  ,Sc         ,5,0
11982-12702,1-96324  ,S0         ,-2,0
11982-12704,1-595879 ,Sc         ,5,0
11982-12705,1-96246  ,Sbc        ,4,0
11982-1901 ,1-96416  ,Sbc        ,4,0
11982-1902 ,1-96436  ,E          ,-5,0
11982-3701 ,1-96299  ,S0a        ,0,0
11982-3702 ,1-96265  ,Scd        ,6,0
11982-3703 ,1-96410  ,S0a        ,0,0
11982-3704 ,1-96434  ,Sab        ,2,0
11982-6101 ,1-96322  ,SBc        ,5,0
11982-6102 ,1-96319  ,SBbc       ,4,0
11982-6103 ,1-96398  ,E          ,-5,0
11982-6104 ,1-96555  ,SBbc       ,4,0
11982-9101 ,1-96301  ,Sb         ,3,0
11982-9102 ,1-96451  ,SBb        ,3,0
11983-12701,1-634628 ,E          ,-5,0
11983-12702,1-22659  ,Sbc        ,4,0
11983-12703,1-22720  ,S0         ,-2,0
11983-12704,1-23204  ,E          ,-5,0
11983-12705,1-23179  ,SBb        ,3,0
11983-1901 ,1-22648  ,Sa         ,1,0
11983-3704 ,1-23142  ,Edc        ,-5,0
11983-6101 ,1-22259  ,Edc        ,-5,0
11983-6102 ,1-22601  ,Sa         ,1,0
11983-6103 ,1-22538  ,Sa         ,1,0
11983-9101 ,1-23229  ,S0a        ,0,0
11983-9102 ,1-22599  ,S0         ,-2,0
11984-12701,1-273427 ,Sc         ,5,0
11984-12702,1-273477 ,SABb       ,3,0
11984-12703,1-324942 ,SABc       ,5,0
11984-12704,1-324662 ,SABb       ,3,0
11984-1901 ,1-324677 ,Scd        ,6,0
11984-1902 ,1-273335 ,Edc        ,-5,0
11984-3701 ,1-324891 ,Sa         ,1,0
11984-3702 ,1-324877 ,S0a        ,0,0
11984-3703 ,1-324881 ,E          ,-5,0
11984-3704 ,1-273311 ,Sab        ,2,0
11984-6101 ,1-270739 ,S-merger   ,11,0
11984-6102 ,1-324698 ,SBab       ,2,0
11984-6103 ,1-634525 ,Sb         ,3,0
11984-6104 ,1-324517 ,SAB0a      ,0,0
11984-9101 ,1-324879 ,Sc         ,5,0
11984-9102 ,1-324664 ,SBd        ,7,0
12066-12701,1-26079  ,SABbc      ,4,0
12066-12702,1-26071  ,Sc         ,5,0
12066-12703,1-205351 ,Sb         ,3,0
12066-12704,1-193038 ,SBd        ,7,0
12066-12705,1-635845 ,Sc         ,5,0
12066-1901 ,1-26186  ,Sbc        ,4,0
12066-3701 ,1-635804 ,SBa        ,1,0
12066-3702 ,1-26031  ,Sa         ,1,0
12066-3703 ,1-26172  ,Sab        ,2,0
12066-6101 ,1-26020  ,Sa         ,1,0
12066-6102 ,1-26035  ,E          ,-5,0
12066-6103 ,1-26025  ,SB0a       ,0,0
12066-9101 ,1-26135  ,Sb         ,3,0
12066-9102 ,1-26001  ,SAB0a      ,0,0
12067-12701,1-635999 ,SBbc       ,4,0
12067-12702,1-550989 ,SBab       ,2,0
12067-12703,1-26934  ,SBbc       ,4,0
12067-12704,1-26670  ,SABbc      ,4,0
12067-12705,1-26682  ,SABb       ,3,0
12067-1901 ,1-26634  ,SAB0       ,-2,0
12067-1902 ,1-26436  ,Sab        ,2,0
12067-3701 ,1-26470  ,Sa         ,1,0
12067-3702 ,1-26641  ,Edc        ,-5,0
12067-3704 ,1-26788  ,SAB0a      ,0,0
12067-6101 ,1-26458  ,SABc       ,5,0
12067-6102 ,1-26462  ,S0         ,-2,0
12067-6103 ,1-26768  ,E          ,-5,0
12067-6104 ,1-27113  ,S0         ,-2,0
12067-9101 ,1-26853  ,SABab      ,2,0
12067-9102 ,1-26904  ,Edc        ,-5,0
12068-12701,1-639858 ,Sd         ,7,0
12068-12702,1-551039 ,E          ,-5,0
12068-12703,1-27443  ,SABbc      ,4,0
12068-12704,1-27363  ,SABcd      ,6,0
12068-12705,1-27295  ,Sb         ,3,0
12068-1902 ,1-26944  ,E          ,-5,0
12068-3701 ,1-551011 ,Edc        ,-5,0
12068-3703 ,1-27409  ,Sbc        ,4,0
12068-3704 ,1-26965  ,Scd        ,6,0
12068-6101 ,1-27044  ,S0a        ,0,0
12068-6102 ,1-27327  ,SAB0a      ,0,0
12068-6104 ,1-106204 ,Sbc        ,4,0
12068-9101 ,1-27376  ,Sbc        ,4,0
12068-9102 ,1-26985  ,SABab      ,2,0
12069-12701,1-27404  ,SABcd      ,6,0
12069-12702,1-636443 ,SBd        ,7,0
12069-12703,1-551029 ,E          ,-5,0
12069-12704,1-27482  ,SBbc       ,4,0
12069-12705,1-27599  ,SBbc       ,4,0
12069-1902 ,1-27742  ,Sb         ,3,0
12069-3701 ,1-551031 ,E          ,-5,0
12069-3703 ,1-27218  ,Edc        ,-5,0
12069-3704 ,1-106251 ,S0         ,-2,0
12069-6101 ,1-27680  ,SAB0a      ,0,0
12069-6102 ,1-27654  ,Sb         ,3,0
12069-6104 ,1-106338 ,Edc        ,-5,0
12069-9101 ,1-27950  ,Sb         ,3,0
12069-9102 ,1-27571  ,S0a        ,0,0
12070-12701,1-27987  ,SBd        ,7,0
12070-12702,1-28070  ,S0a        ,0,0
12070-12703,1-551068 ,Sb         ,3,0
12070-12704,1-28052  ,Sc         ,5,0
12070-12705,1-28227  ,S0         ,-2,0
12070-1901 ,1-106411 ,SAB0       ,-2,0
12070-1902 ,1-27988  ,S0         ,-2,0
12070-3701 ,1-27925  ,Sc         ,5,0
12070-3702 ,1-27880  ,Scd        ,6,0
12070-3703 ,1-28102  ,E          ,-5,0
12070-6101 ,1-106408 ,SABb       ,3,0
12070-6102 ,1-28008  ,SB0        ,-2,0
12070-6103 ,1-28290  ,Sbc        ,4,0
12070-9102 ,1-106520 ,SB0a       ,0,0
12071-12701,1-28686  ,SABc       ,5,0
12071-12702,1-597528 ,SABb       ,3,0
12071-12703,1-28725  ,SBb        ,3,0
12071-12704,1-28713  ,SABb       ,3,0
12071-12705,1-106630 ,Sab        ,2,0
12071-1901 ,1-551121 ,SABab      ,2,0
12071-1902 ,1-28625  ,Sa         ,1,0
12071-3701 ,1-28665  ,S0         ,-2,0
12071-3702 ,1-106664 ,SBbc       ,4,0
12071-3703 ,1-637021 ,Edc        ,-5,0
12071-3704 ,1-28600  ,SABab      ,2,0
12071-6101 ,1-28659  ,Edc        ,-5,0
12071-6102 ,1-28646  ,SBc        ,5,0
12071-6103 ,1-28697  ,Edc        ,-5,0
12071-6104 ,1-28715  ,S0a        ,0,0
12071-9101 ,1-106663 ,Sc         ,5,0
12071-9102 ,1-106670 ,SBm        ,9,0
12073-12703,1-32849  ,SABcd      ,6,0
12073-12704,1-107835 ,SABa       ,1,0
12073-12705,1-554448 ,Edc        ,-5,0
12073-1902 ,1-32848  ,E          ,-5,0
12073-3703 ,1-32603  ,SB0        ,-2,0
12073-3704 ,1-32585  ,SAB0a      ,0,0
12073-6104 ,1-32633  ,S0         ,-2,0
12073-9102 ,1-601579 ,E          ,-5,0
12074-12701,1-108124 ,E(dSph)    ,-5,0
12074-12702,1-33510  ,Sc         ,5,0
12074-12703,1-33775  ,SABc       ,5,0
12074-12704,1-551344 ,SBab       ,2,0
12074-12705,1-33522  ,SBd        ,7,0
12074-1902 ,1-33302  ,S0         ,-2,0
12074-3701 ,1-33389  ,SABab      ,2,0
12074-3703 ,1-33810  ,SBa        ,1,0
12074-3704 ,1-33518  ,Sb         ,3,0
12074-6101 ,1-33777  ,Edc        ,-5,0
12074-6102 ,1-108080 ,S0         ,-2,0
12074-6104 ,1-33758  ,SB0a       ,0,0
12074-9101 ,1-33505  ,Sb         ,3,0
12074-9102 ,1-33835  ,SABa       ,1,0
12075-12701,1-33805  ,E          ,-5,0
12075-12702,1-108250 ,Sab        ,2,0
12075-12703,1-34149  ,SBab       ,2,0
12075-12704,1-34106  ,Sc         ,5,0
12075-12705,1-34036  ,S0         ,-2,0
12075-1901 ,1-108257 ,E          ,-5,0
12075-1902 ,1-34050  ,SABab      ,2,0
12075-3701 ,1-33745  ,E          ,-5,0
12075-3702 ,1-33848  ,SABab      ,2,0
12075-3703 ,1-33876  ,SBab       ,2,0
12075-3704 ,1-33617  ,Sa         ,1,0
12075-6101 ,1-33732  ,SABa       ,1,0
12075-6102 ,1-33721  ,SABb       ,3,0
12075-6103 ,1-601968 ,SABb       ,3,0
12075-6104 ,1-34179  ,SABab      ,2,0
12075-9101 ,1-33669  ,Edc        ,-5,0
12075-9102 ,1-34048  ,Sbc        ,4,0
12078-12701,1-603032 ,Scd        ,6,0
12078-12702,1-35391  ,SBa        ,1,0
12078-12703,1-603098 ,Sb         ,3,0
12078-12704,1-35523  ,Edc        ,-5,0
12078-12705,1-35251  ,Sc         ,5,0
12078-1901 ,1-602767 ,S0a        ,0,0
12078-1902 ,1-35371  ,Sa         ,1,0
12078-3701 ,1-35334  ,S0         ,-2,0
12078-3703 ,1-35528  ,Scd        ,6,0
12078-3704 ,1-35530  ,SB0a       ,0,0
12078-6101 ,1-34951  ,S0         ,-2,0
12078-6102 ,1-34944  ,E+E        ,-5,0
12078-6103 ,1-602989 ,Sbc        ,4,0
12078-6104 ,1-35522  ,Scd        ,6,0
12078-9101 ,1-34985  ,SABbc      ,4,0
12078-9102 ,1-35518  ,E          ,-5,0
12079-12701,1-35300  ,Sc         ,5,0
12079-12702,1-35296  ,Sc         ,5,0
12079-12703,1-35806  ,SABd       ,7,0
12079-12704,1-108741 ,SABcd      ,6,0
12079-12705,1-35716  ,SABbc      ,4,0
12079-1902 ,1-35580  ,SABb       ,3,0
12079-3701 ,1-35323  ,SABcd      ,6,0
